sentences,sentenceIndex,paragraphIndex,section,wikiId
"James ""J.T."" Warren Taylor (born August 16, 1953) is an American singer and actor who achieved worldwide fame as the lead singer of Kool & the Gang between 1979 and 1986.",0,0,N/A,4222804
"Taylor joined Kool & The Gang in 1979, and remained with the group for 11 years.",0,1,N/A,4222804
"His tenure as lead singer was the most successful era in the band's history, with the albums Ladies' Night (1979), Celebrate!",1,1,N/A,4222804
"(1980), and Emergency (1984),",2,1,N/A,4222804
"and hit singles including ""Ladies' Night"", the US No. 1 ""Celebration"", ""Get Down on It"", ""Joanna"", ""Misled"", and ""Cherish"".",3,1,N/A,4222804
"Taylor left the group in 1989 to begin a solo career, but has reunited with the band a few times in concerts, and recorded one last album with them in 1996.",0,2,N/A,4222804
==,0,3,== Early life ==,4222804
Early life ==,1,3,== Early life ==,4222804
"Taylor was born on August 16, 1953 in Laurens, South Carolina, and grew up in Hackensack, New Jersey.",0,4,== Early life ==,4222804
"Before his rise to fame, Taylor was a teacher and night club singer, having first joined a band at the age of 13.",1,4,== Early life ==,4222804
"In 1978 he played with Milton Galfas, Christopher Galfas, and Eleton Johns in Full Force.",2,4,== Early life ==,4222804
He left Full Force when Christopher Galfas brought him to his brother's House of Music studio to audition for Kool and the Gang.,3,4,== Early life ==,4222804
==,0,5,== Kool & The Gang ==,4222804
Kool & The Gang ==,1,5,== Kool & The Gang ==,4222804
Taylor joined the band in 1978 after the group auditioned for a lead singer.,0,6,== Kool & The Gang ==,4222804
"He noted that vocals added more warmth to the songs, especially to ballads, which the group had avoided as no one could sing them properly.",1,6,== Kool & The Gang ==,4222804
Taylor also recalled some resistance from some members and the group of female singers they had used on The Force and Everybody's Dancin'.,2,6,== Kool & The Gang ==,4222804
"In 1979, the band recorded and released Ladies' Night, which became their most successful album since their formation helped by the singles ""Too Hot"" and ""Ladies' Night"", which went to No. 5 and No. 8 on the Billboard Hot 100 chart, respectively.",3,6,== Kool & The Gang ==,4222804
"In January 1980, Ladies' Night was certified platinum by the RIAA for selling one million copies in the US.",4,6,== Kool & The Gang ==,4222804
"In September 1980, the band released the album Celebrate!.",5,6,== Kool & The Gang ==,4222804
"It became a bigger commercial success than Ladies' Night; the lead single ""Celebration"" remains the band's only single to reach No. 1 on the Billboard",6,6,== Kool & The Gang ==,4222804
Hot 100 singles chart.,7,6,== Kool & The Gang ==,4222804
"The song originated from the lyric ""Come on, let's all celebrate"" from ""Ladies' Night"" which inspired Robert Bell to write a song that he described as ""an international anthem.""",8,6,== Kool & The Gang ==,4222804
The band developed the song on a tour bus after attending the American Music Awards.,9,6,== Kool & The Gang ==,4222804
"The song was used in national media coverage for the 1980 World Series, the 1981 Super Bowl, the 1981 NBA Finals, and the 1981 return of the Iran hostages.",10,6,== Kool & The Gang ==,4222804
"After the release of Something Special (1981), which continued the level of success of the previous two albums, the band recorded As One (1982), their fourth and final album with producer Eumir Deodato.",11,6,== Kool & The Gang ==,4222804
"The latter struggled to reach gold certification in the US, which led to the band's decision to end their time with Deodato as they had enough with the direction they had adopted.",12,6,== Kool & The Gang ==,4222804
"They then decided to produce their next album, In the Heart (1983), by themselves with Jim Bonnefond as co-producer.",13,6,== Kool & The Gang ==,4222804
"The album contained the US top-five single ""Joanna"".",14,6,== Kool & The Gang ==,4222804
The song was declared the most-played pop song in 1984 by Broadcast Music International.,15,6,== Kool & The Gang ==,4222804
"Bonnefond stayed with the group for Emergency (1984), which remains their highest selling album with over two million copies sold in the US.",16,6,== Kool & The Gang ==,4222804
"It spawned four US top 20 singles, including ""Emergency"", ""Cherish"", ""Fresh"", and ""Misled"".",17,6,== Kool & The Gang ==,4222804
This feat made Kool & the Gang the only band to have four top 20 singles from a single album in 1985.,18,6,== Kool & The Gang ==,4222804
"In June 1984, Kool & the Gang took time off from recording Emergency to perform at Wembley Stadium as part of a sold-out summer concert organised by Elton John.",19,6,== Kool & The Gang ==,4222804
"That November, during a visit to Phonogram's offices in London, Bob Geldof arrived to pitch his idea of the multi-artist charity single ""Do They Know It's Christmas?"" to the label.",20,6,== Kool & The Gang ==,4222804
Kool & the Gang participated in the project.,21,6,== Kool & The Gang ==,4222804
"The group's seventeenth album, Forever, was released in November 1986.",22,6,== Kool & The Gang ==,4222804
"The album included two hit singles on the Billboard Hot 100 chart: ""Victory"" (US #10, R&B #2) and ""Stone Love"" (US #10, R&B #4).",23,6,== Kool & The Gang ==,4222804
