sentences,sentenceIndex,paragraphIndex,section,wikiId
"Bryan Bryll Cruz Termulo (born March 8, 1988) is a Filipino actor and award winning singer-songwriter, who was the runner-up in Pinoy Pop Superstar Year 3.",0,0,N/A,34456925
He is best known for singing the theme song of Filipino TV series Walang Hanggan entitled Dadalhin and 100 Days to Heaven's Bihag.,1,0,N/A,34456925
"He then gained the title  ""Prince of Teleserye Themesongs"".",2,0,N/A,34456925
==,0,1,== Early life ==,34456925
Early life ==,1,1,== Early life ==,34456925
"Termulo was born on March 8, 1988 in Bocaue, Bulacan, the third child among four of Benigno Termulo of Bulacan and Ruth Cruz of Bagbag, Bauang, La Union.",0,2,== Early life ==,34456925
"Yan, as he is fondly called, is very simple yet promising, vigorous and young at heart.",1,2,== Early life ==,34456925
"He earned his high school diploma from Pulong Buhangin National High School in Santa Maria, Bulacan.",2,2,== Early life ==,34456925
==,0,3,== Career ==,34456925
Career ==,1,3,== Career ==,34456925
"After his journey in Pinoy Pop Superstar Year 3 in GMA Network in 2007, he also earned a silver medal in World Championships of Performing Arts (WCOPA).",0,4,== Career ==,34456925
Bryan released his first album in 2010 entitled Begin.,1,4,== Career ==,34456925
"In December of the same year, Bryan's elder brother succumbed to Dengue.",2,4,== Career ==,34456925
"Despite of sorrow, Bryan decided to pursue living and fulfilling his dreams.",3,4,== Career ==,34456925
He pursue his college education and took up Mass Communication and later shifted to Communication Arts.,4,4,== Career ==,34456925
"As part of his career move, he moved to ABS-CBN and became a part of Star Magic and was chosen to be a part of all boy group Boys R Boys.",5,4,== Career ==,34456925
"In 2012, Bryan released his second album Hanggang Ngayon.",6,4,== Career ==,34456925
"Bryan has released digital recordings under Warner music he released his first single ""Mundong Imposible"" with ""Maris Racal"" as her leading lady on the video.",7,4,== Career ==,34456925
"Bryan recorded also the song ""I Can't Fight This Feeling"" which originally song by Reo Speed Wagon.",8,4,== Career ==,34456925
"Then, he switched to ""Ivory Music"" and he was able to record Original Filipino Music ""OPM"" streamed in various digital platforms.",9,4,== Career ==,34456925
"""Agwat"" has reached 1.2 million streams on Spotify.",10,4,== Career ==,34456925
"And thereafter ""Taguan"" as his second single on same recording label.",11,4,== Career ==,34456925
==,0,5,== Bryan XXV ==,34456925
Bryan XXV,1,5,== Bryan XXV ==,34456925
==,2,5,== Bryan XXV ==,34456925
"In 2013, just a day after Bryan's 25th birthday, his first major concert took place at Music Museum entitled BRYAN XXV.",0,6,== Bryan XXV ==,34456925
"With guest performers Khen Magat, Bugoy Drilon, Angeline Quinto and KZ Tandingan.",1,6,== Bryan XXV ==,34456925
==,0,7,== Discography ==,34456925
Discography ==,1,7,== Discography ==,34456925
===,0,8,== Discography == | === Albums ===,34456925
Albums ===,1,8,== Discography == | === Albums ===,34456925
===,0,9,== Discography == | === Television theme Song ===,34456925
Television theme Song =,1,9,== Discography == | === Television theme Song ===,34456925
==,2,9,== Discography == | === Television theme Song ===,34456925
===,0,10,== Discography == | === Digital Release ===,34456925
Digital Release ===,1,10,== Discography == | === Digital Release ===,34456925
==,0,11,== Filmography ==,34456925
Filmography ==,1,11,== Filmography ==,34456925
===,0,12,== Filmography == | === Television ===,34456925
Television =,1,12,== Filmography == | === Television ===,34456925
==,2,12,== Filmography == | === Television ===,34456925
==,0,13,== References ==,34456925
References ==,1,13,== References ==,34456925
