sentences,sentenceIndex,paragraphIndex,section,wikiId
"Katherine Johanna Hagedorn (October 16, 1961 – November 12, 2013) was an American ethnomusicologist.",0,0,N/A,41144749
"Born in Summit, New Jersey to a white family, she became a traditional Cuban drummer and Santería priestess.",1,0,N/A,41144749
"She spent her career as a Professor of Music at Pomona College in Claremont, California, where she directed the Ethnomusicology Program, served as co-coordinator of the Gender & Women’s Studies Program, and became an associate dean.",0,1,N/A,41144749
"She also served as a ""scholar-in-residence at Harvard University’s Center for the Study of World Religions and as a visiting professor at the University of California, Santa Barbara.",1,1,N/A,41144749
"""Trained in languages and classical piano at Tufts University, Hagedorn earned an M.A. in Soviet Studies at Johns Hopkins University.",2,1,N/A,41144749
"She became a White House fellow, and worked on the Afghanistan desk at the State Department.",3,1,N/A,41144749
"Starting in 1989, Hagedorn traveled to Cuba to study the batá drum in Matanzas Province.",4,1,N/A,41144749
"There, she was initiated as a Santería priestess.",5,1,N/A,41144749
"At Pomona, she taught the batá drum, Tuvan throat singing, and directed a Balinese Gamelan ensemble.",6,1,N/A,41144749
"Her classes were described as ""emphatically participatory, not to mention loud.",7,1,N/A,41144749
"""Her best known work is Divine Utterances: The Performance of Afro-Cuban Santería.",8,1,N/A,41144749
==,0,2,== Works ==,41144749
Works ==,1,2,== Works ==,41144749
"Hagedorn, Katherine J. (2001).",0,3,== Works ==,41144749
Divine utterances: the performance of Afro-Cuban Santería.,1,3,== Works ==,41144749
"Washington, D.C.: Smithsonian Institution Press.",2,3,== Works ==,41144749
ISBN 156098922X.,3,3,== Works ==,41144749
"Hagedorn, Katherine J. (2006).",0,4,== Works ==,41144749
"""Toward a Theology of Sound"".",1,4,== Works ==,41144749
Harvard Divinity Bulletin.,2,4,== Works ==,41144749
34 (2).,3,4,== Works ==,41144749
"Archived from the original on October 9, 2013.",4,4,== Works ==,41144749
"Retrieved November 21, 2013.",5,4,== Works ==,41144749
"""Katherine J. Hagedorn"".",0,5,== Works ==,41144749
Microsoft Academic Search.,1,5,== Works ==,41144749
"Archived from the original on September 25, 2015.",2,5,== Works ==,41144749
"Retrieved November 21, 2013.",3,5,== Works ==,41144749
==,0,6,== References ==,41144749
References ==,1,6,== References ==,41144749
==,0,7,== External links ==,41144749
External links ==,1,7,== External links ==,41144749
"""Faculty Profile, Katherine J. Hagedorn"".",0,8,== External links ==,41144749
Pomona College.,1,8,== External links ==,41144749
"Retrieved November 21, 2013.",2,8,== External links ==,41144749
"""Photo of  Katherine Hagedorn with the Harvey Mudd American Gamelan"".",0,9,== External links ==,41144749
Harvey Mudd College.,1,9,== External links ==,41144749
"Retrieved November 21, 2013.",2,9,== External links ==,41144749
"""Tangible Effects of Preserving Intangible Culture in Cuba : Afro-Cuban Religious Performance and the Conjunto Folklórico Nacional – A Case Study"", an article by katherine J. Hagedorn at lameca.org",0,10,== External links ==,41144749
