sentences,sentenceIndex,paragraphIndex,section,wikiId
"Robert Bernard Sherman (December 19, 1925 – March 6, 2012) was an American songwriter, best known for his work in musical films with his brother, Richard M. Sherman.",0,0,N/A,899362
The Sherman brothers produced more motion picture song scores than any other songwriting team in film history.,1,0,N/A,899362
"Some of their songs were incorporated into live action and animation musical films including Mary Poppins, The Happiest Millionaire, The Jungle Book, The Many Adventures of Winnie the Pooh, Chitty Chitty Bang Bang, The Slipper and the Rose, and Charlotte's Web.",2,0,N/A,899362
"Their best-known work is ""It's a Small World (After All),"" possibly the most performed song (in public) in history.",3,0,N/A,899362
==,0,1,== Early life ==,899362
Early life ==,1,1,== Early life ==,899362
"Robert Bernard Sherman was born on December 19, 1925, in New York City, to Russian Jewish immigrants, Rosa (Dancis) and Al Sherman.",0,2,== Early life ==,899362
"Al Sherman, a songwriter, paid for his son's hospital delivery costs with a royalty check that arrived that day for the song ""Save Your Sorrow"".",1,2,== Early life ==,899362
"His brother and songwriting partner, Richard, was born in 1928.",2,2,== Early life ==,899362
Sherman's father was a well-known Tin Pan Alley songwriter.,3,2,== Early life ==,899362
"In his youth, Sherman excelled in violin, piano, painting and poetry.",4,2,== Early life ==,899362
"Following seven years of cross-country moves, the Shermans settled down in Beverly Hills, California.",5,2,== Early life ==,899362
"Some of the primary schools Sherman attended in Manhattan included PS 241 and the Ethical Culture Fieldston School, and in California, the El Rodeo School.",6,2,== Early life ==,899362
"At Beverly Hills High School, Sherman wrote and produced radio and stage programs for which he won much acclaim.",0,3,== Early life ==,899362
"At age 16, Sherman wrote Armistice and Dedication Day, a stage play showing how American life was changed following the December 7, 1941 attack on Pearl Harbor.",1,3,== Early life ==,899362
The play yielded thousands of dollars for war bonds and earned a special citation from the War Department.,2,3,== Early life ==,899362
==,0,4,== World War II ==,899362
World War II ==,1,4,== World War II ==,899362
"In 1943, Sherman obtained permission from his parents to join the army at age 17.",0,5,== World War II ==,899362
"Sherman was awarded the Purple Heart medal after being shot in the knee on April 12, 1945, an injury which forced him to walk with a cane for the rest of his life.",1,5,== World War II ==,899362
"on April 29, 1945, Sherman was among the first soldiers who entered the Dachau concentration camp.",0,6,== World War II ==,899362
"Other medals received by Sherman for service in the war were the Combat Infantryman Badge, two Battle Stars for his European-African-Middle Eastern Campaign Medal, an American Campaign Medal, a World War II Victory Medal, and a Good Conduct Medal, and several Army Weapons Qualifications badges.",0,7,== World War II ==,899362
"While recuperating from his knee injury in Taunton and Bournemouth in England, Sherman became familiar with the United Kingdom and its culture.",1,7,== World War II ==,899362
===,0,8,== World War II == | === Awards and decorations ===,899362
Awards and decorations,1,8,== World War II == | === Awards and decorations ===,899362
===,2,8,== World War II == | === Awards and decorations ===,899362
During World War II Robert B. Sherman received these awards:,0,9,== World War II == | === Awards and decorations ===,899362
==,0,10,== Education ==,899362
Education ==,1,10,== Education ==,899362
"Upon his return to the United States, Sherman attended Bard College in upstate New York where he majored in English literature and painting.",0,11,== Education ==,899362
"Sherman served as editor-in-chief of Bard College’s campus newspaper, The Bardian.",1,11,== Education ==,899362
"At Bard, Sherman completed his first two novels, The Best Estate and Music, Candy and Painted Eggs.",2,11,== Education ==,899362
He graduated in 1949.,3,11,== Education ==,899362
"On May 12, 1990, Sherman received an honorary doctorate from Lincoln College.",4,11,== Education ==,899362
==,0,12,== Songwriting career ==,899362
Songwriting career ==,1,12,== Songwriting career ==,899362
"Sherman and his brother, Richard, began writing songs together on a challenge from their father, Al Sherman, who was a Tin Pan Alley songwriter (""No!",0,13,== Songwriting career ==,899362
No!,1,13,== Songwriting career ==,899362
A Thousand Times,2,13,== Songwriting career ==,899362
No!!,3,13,== Songwriting career ==,899362
""", ""You Gotta Be a Football Hero"").",4,13,== Songwriting career ==,899362
"In 1958, Sherman founded the music publishing company, Music World Corporation, which later worked with Disney's BMI publishing arm, Wonderland Music Company.",5,13,== Songwriting career ==,899362
"That same year, the Sherman brothers had their first Top 10 hit with ""Tall Paul"", sung by Annette Funicello.",6,13,== Songwriting career ==,899362
"The success of this song attracted the attention of Walt Disney, who hired the Sherman Brothers as staff songwriters for Walt Disney Studios.",7,13,== Songwriting career ==,899362
"While at Disney, the Sherman Brothers wrote their most-recognized song, ""It's a Small World (After All)"" for the 1964 New York World's Fair.",8,13,== Songwriting career ==,899362
"In 1965, the Sherman brothers won two Academy Awards for Mary Poppins, Best Original Score and Best Original Song, ""Chim Chim Cher-ee"".",0,14,== Songwriting career ==,899362
"Since Mary Poppins' premiere, Sherman earned nine Academy Award nominations, two Grammy Awards, four Grammy Award nominations and 23 gold and platinum albums.",1,14,== Songwriting career ==,899362
Robert and Richard Sherman worked for Walt Disney until Disney's death in 1966.,2,14,== Songwriting career ==,899362
"After leaving the company, the brothers worked freelance as songwriters on scores of motion pictures, television shows, theme park exhibits and stage musicals.",3,14,== Songwriting career ==,899362
"Their first non-Disney assignment was in 1968 in Albert R. Broccoli's motion picture Chitty Chitty Bang Bang, which garnered the brothers their third Academy Award nomination.",0,15,== Songwriting career ==,899362
"In 1973, the Sherman brothers made history by becoming the only Americans ever to win first prize at the Moscow Film Festival for Tom Sawyer, for which they authored the screenplay.",1,15,== Songwriting career ==,899362
"In 1976, The Slipper and the Rose was picked to be the Royal Command Performance of the year, attended by Queen Elizabeth.",2,15,== Songwriting career ==,899362
"A musical adaptation of Cinderella, The Slipper and the Rose features both song, score and screenplay by the Sherman brothers.",3,15,== Songwriting career ==,899362
"That same year the Sherman brothers received a star on the Hollywood ""Walk of Fame"" across from Grauman's Chinese Theater.",4,15,== Songwriting career ==,899362
