sentences,sentenceIndex,paragraphIndex,section,wikiId
"Arthur Schutt (November 21, 1902 – January 28, 1965) was an American jazz pianist and arranger.",0,0,N/A,17655263
"Schutt was born in Reading, Pennsylvania, United States, and learned piano from his father.",1,0,N/A,17655263
"He accompanied silent films as a teenager in the 1910 and was playing in a movie palace in 1918 when Paul Specht hired him to play in a band; he worked for Specht until 1924, including during a tour of Europe in 1923.",2,0,N/A,17655263
"He held positions with Roger Wolfe Kahn and Don Voorhees, and became a prolific studio pianist, recording with Fred Rich, Nat Shilkret, Frankie Trumbauer, Bix Beiderbecke, and the Charleston Chasers.",3,0,N/A,17655263
"From 1926-29 and again in 1931 he played with Red Nichols; he also recorded with Jimmy and Tommy Dorsey's orchestra (1928–31), and Benny Goodman.",4,0,N/A,17655263
He recorded under his own name in 1929-30 as a bandleader.,5,0,N/A,17655263
"Schutt receded from jazz in the 1930s, though he did play with Bud Freeman in 1939.",0,1,N/A,17655263
He spent much of the 1940s and 1950s working in the Hollywood recording studios.,1,1,N/A,17655263
"Schutt composed a jazz tune ""Delirium"" in 1927, which was widely recorded.",2,1,N/A,17655263
"In 1934, Schutt co-wrote ""Georgia Jubilee"" with Benny Goodman which, while a hit, was also recorded by Isham Jones's band.",3,1,N/A,17655263
"Schutt also composed the ragtime ""piano novelty"" piece ""Bluin' the Black Keys"", considered one of the most difficult traditional, period rags ever written.",4,1,N/A,17655263
"Schutt died in San Francisco, California, in January 1965, at the age of 62.",0,2,N/A,17655263
