sentences,sentenceIndex,paragraphIndex,section,wikiId
"Ivan Howard Dayman (20 July 1920 – 1 October 1989) was an Australian music promoter, record producer, label owner and talent manager of the 1960s and 1970s, based first in Adelaide, then Melbourne, Brisbane and Perth.",0,0,N/A,28527621
Although his career was brief – ca.,1,0,N/A,28527621
"1964 to 1968 – he is significant in the history of Australian popular music as the first person to establish an integrated entertainment group that included artist management, a booking agency, a chain of venues in major cities, and a recording label.",2,0,N/A,28527621
"He is also notable for the many successful artists he managed, including his flagship act, Australia's 1960s TV Week ""King of Pop"", Normie Rowe, whom he managed from 1965 onwards.",3,0,N/A,28527621
==,0,1,== Early life ==,28527621
Early life ==,1,1,== Early life ==,28527621
Ivan Howard Dayman was born on 20 July 1920 to Howard Herbert Dayman and Gwendoline Vivienne née Starr of Walkerville.,0,2,== Early life ==,28527621
He grew up with two younger siblings.,1,2,== Early life ==,28527621
"In April 1940, during the Second World War, he enlisted in the Royal Australian Air Force and was discharged under the rank of corporal in October 1945 from the Control and Reporting Unit.",2,2,== Early life ==,28527621
"Dayman was engaged to Marge Mary Byrnes (c. 1920 – 2014) of Benalla, Victoria in December 1945.",3,2,== Early life ==,28527621
By July 1949 he was working as a contractor for East Torrens Council and living in Belair.,4,2,== Early life ==,28527621
==,0,3,== Career ==,28527621
Career ==,1,3,== Career ==,28527621
Ivan Dayman was working as a promoter for his Adelaide Swing Shows by December 1959.,0,4,== Career ==,28527621
"In 1963 he hired Pat Aulton (MC and former vocalist of band the Clefs) as a producer, arranger and songwriter in his promotions group.",1,4,== Career ==,28527621
"The Clefs were a local ""R&B"" dance band which performed at ""the city's thriving club circuit.",2,4,== Career ==,28527621
"""By early 1964 Dayman had relocated to Melbourne where he leased the Festival Hall on Saturdays, which he renamed, Mersey City.",3,4,== Career ==,28527621
"He was the manager of England-born singer, Tony Worsley, and matched him with an existing group, the Blue Jays (see Bobby & Laurie), to form Tony Worsley and the Fabulous Blue Jays.",4,4,== Career ==,28527621
They were his first act to perform at the Festival Hall.,5,4,== Career ==,28527621
He expanded his business interests into Brisbane where he established Sunshine Records in collaboration with Aulton and Nat Kipner (later formed Spin Records).,6,4,== Career ==,28527621
American-born Kipner was a former real estate agent in the Gold Coast.,7,4,== Career ==,28527621
"The label's first single, ""Jaywalker"" (October 1964), was an instrumental by the Fabulous Blue Jays (without Worsley).",8,4,== Career ==,28527621
"It was followed a month later by ""I Sure Know a Lot About Love"" by Tony Worsley and the Fabulous Blue Jays.",9,4,== Career ==,28527621
Sunshine Records releases were distributed by Festival Records.,10,4,== Career ==,28527621
"Other artists signed or managed by Dayman were other than his flagship artist Normie Rowe included Mike Furber (from mid-1965), Peter Doyle (from mid-1965),and New Zealand acts The La De Das (while they were in Australia, from mid-1967), and Mother Goose (from October 1976).",11,4,== Career ==,28527621
"Dayman owned or leased multiple venues within his territory, such as Cloudland Ballroom in Brisbane (leased from Hans Apel in 1965), The Bowl Soundlounge in Sydney, and the Op Pop disco.",12,4,== Career ==,28527621
He converted ten-pin bowling alleys into ballrooms by filling in the gutters with the same timbers.,13,4,== Career ==,28527621
"In Ipswich and Corrimal, such converted venues were re-named, Wonderland Ballrooms.",14,4,== Career ==,28527621
"The Corrimal Bowl was managed by Merriel Hume, a Brisbane vocalist who had regularly performed at Cloudland.",15,4,== Career ==,28527621
"By having a stake in both the bands and the venues, Dayman was able to monopolise the profits.",16,4,== Career ==,28527621
Dayman was respected by the musicians he hired because he treated them well and respected their abilities.,17,4,== Career ==,28527621
An example of this is the fact that he paid for musical arrangements both instrumental and vocal.,18,4,== Career ==,28527621
