sentences,sentenceIndex,paragraphIndex,section,wikiId
"Jack Daugherty (August 13, 1930 – February 2, 1991) was an American musician, trumpeter and producer who is best known for being the music producer of the band the Carpenters.",0,0,N/A,18967903
==,0,1,== Life and career ==,18967903
Life and career ==,1,1,== Life and career ==,18967903
"For most of his early professional career, Daugherty had worked as a trumpeter in Woody Herman's band.",0,2,== Life and career ==,18967903
"By the 1960s, he had all but retired from the music business, working in public relations at North American Aviation, an aircraft company with a location operating in the Los Angeles area.",1,2,== Life and career ==,18967903
"He went on to produce three albums: Jack Daugherty and the Class of Nineteen Hundred and Seventy One (referred to by Sounds as ""a supersession of the finest studio musicians in Hollywood""), on A&M Records, Carmel by the Sea, on the Monterey Label, and Romance, on Columbia Records, Japan, as his last known project.",2,2,== Life and career ==,18967903
===,0,3,== Life and career == | === The Carpenters ===,18967903
The Carpenters ===,1,3,== Life and career == | === The Carpenters ===,18967903
"Though no longer actively involved in music, Daugherty still kept an open network with other performers throughout the years.",0,4,== Life and career == | === The Carpenters ===,18967903
"One was John Pisano, guitarist of Herb Alpert's band The Tijuana Brass, and still a part of the A&M Records roster.",1,4,== Life and career == | === The Carpenters ===,18967903
Daugherty is credited with getting a demo tape of Karen and Richard Carpenter's work to Herb Alpert through Pisano.,2,4,== Life and career == | === The Carpenters ===,18967903
"He produced the Carpenters from 1969 with the release of Offering and continued until 1972, with the release of A Song for You.",0,5,== Life and career == | === The Carpenters ===,18967903
"These early recordings carry the misleading credits ""Produced by Jack Daugherty"" or ""Produced by Jack Daugherty Productions"", but in reality, it was Richard who produced the records and did the arrangements and all Daugherty's contributions were limited to were booking musicians, studio time and finding potential songs, although he did offer production advice.",1,5,== Life and career == | === The Carpenters ===,18967903
"Karen and Richard viewed him as an A&R man, not a producer, and furthermore, Richard was enraged when a Cashbox magazine review praised Daugherty's production abilities.",2,5,== Life and career == | === The Carpenters ===,18967903
"According to Roger Nichols, Richard felt that he was producing the records and Daugherty put his name on them.",3,5,== Life and career == | === The Carpenters ===,18967903
===,0,6,== Life and career == | === Dismissal and lawsuit against A&M ===,18967903
Dismissal and lawsuit against A&M =,1,6,== Life and career == | === Dismissal and lawsuit against A&M ===,18967903
==,2,6,== Life and career == | === Dismissal and lawsuit against A&M ===,18967903
"In 1972, Daugherty had his own secretary at A&M and was paid a $25,000 salary (US$154,674 in 2020 dollars) in addition to royalties from the Carpenters' records, but after he was fired from A&M, Daugherty sued Herb Alpert and Jerry Moss for wrongful termination and he claimed that his termination undermined his credibility in the music industry.",0,7,== Life and career == | === Dismissal and lawsuit against A&M ===,18967903
"He lost the 9-year lawsuit after the courts ruled in favor of both A&M and the Carpenters, but the defense cost the record label $350,000 (US$996,321 in 2020 dollars) and $400,000 (US$1,138,653 in 2020 dollars).",1,7,== Life and career == | === Dismissal and lawsuit against A&M ===,18967903
===,0,8,== Life and career == | === Final years ===,18967903
Final years =,1,8,== Life and career == | === Final years ===,18967903
==,2,8,== Life and career == | === Final years ===,18967903
"Despite the damaged relationship, Daugherty later set aside his differences with the band and attended the funeral of Karen Carpenter in 1983.",0,9,== Life and career == | === Final years ===,18967903
"He died on February 2, 1991 of complications during coronary bypass surgery.",1,9,== Life and career == | === Final years ===,18967903
===,0,10,== Life and career == | === Controversy over role in Carpenters' recordings ===,18967903
Controversy over role in Carpenters' recordings ===,1,10,== Life and career == | === Controversy over role in Carpenters' recordings ===,18967903
Daugherty's precise role in the Carpenters' recordings has been subjected to some controversy.,0,11,== Life and career == | === Controversy over role in Carpenters' recordings ===,18967903
"When Richard was asked at a UK press conference what role Daugherty played in the duo's sound, he responded, ""Nothing.",1,11,== Life and career == | === Controversy over role in Carpenters' recordings ===,18967903
That's why he's no longer with us.,2,11,== Life and career == | === Controversy over role in Carpenters' recordings ===,18967903
We produced all these singles.,3,11,== Life and career == | === Controversy over role in Carpenters' recordings ===,18967903
"It's a long story, but Jack had nothing to do with anything.",4,11,== Life and career == | === Controversy over role in Carpenters' recordings ===,18967903
"He was responsible for getting Herb Alpert to hear our tape, which was very nice, but he wasn't our producer.",5,11,== Life and career == | === Controversy over role in Carpenters' recordings ===,18967903
You'll notice he hasn't had one record on any chart since he left us.,6,11,== Life and career == | === Controversy over role in Carpenters' recordings ===,18967903
"""However, Daugherty's son Michael has accused Richard of trivializing his father's role and in a statement to the Los Angeles Times in 1994, he said that his father was important to the duo's sound.",7,11,== Life and career == | === Controversy over role in Carpenters' recordings ===,18967903
==,0,12,== Bibliography ==,18967903
Bibliography ==,1,12,== Bibliography ==,18967903
"Coleman, Ray.",0,13,== Bibliography ==,18967903
The Carpenters: The Untold Story.,1,13,== Bibliography ==,18967903
"HarperCollins, New York, 1994.",2,13,== Bibliography ==,18967903
ISBN 978-0-06-018345-5,3,13,== Bibliography ==,18967903
==,0,14,== References ==,18967903
References ==,1,14,== References ==,18967903
