sentences,sentenceIndex,paragraphIndex,section,wikiId
"Sir Charles Spencer Chaplin Jr.  (16 April 1889 – 25 December 1977) was an English comic actor, filmmaker, and composer who rose to fame in the era of silent film.",0,0,N/A,5142
"He became a worldwide icon through his screen persona, the Tramp, and is considered one of the most important figures in the history of the film industry.",1,0,N/A,5142
"His career spanned more than 75 years, from childhood in the Victorian era until a year before his death in 1977, and encompassed both adulation and controversy.",2,0,N/A,5142
"Chaplin's childhood in London was one of poverty and hardship, as his father was absent and his mother struggled financially, and he was sent to a workhouse twice before the age of nine.",0,1,N/A,5142
"When he was 14, his mother was committed to a mental asylum.",1,1,N/A,5142
"Chaplin began performing at an early age, touring music halls and later working as a stage actor and comedian.",2,1,N/A,5142
"At 19, he was signed to the prestigious Fred Karno company, which took him to America.",3,1,N/A,5142
He was scouted for the film industry and began appearing in 1914 for Keystone Studios.,4,1,N/A,5142
He soon developed the Tramp persona and formed a large fan base.,5,1,N/A,5142
"He directed his own films and continued to hone his craft as he moved to the Essanay, Mutual, and First National corporations.",6,1,N/A,5142
"By 1918, he was one of the best-known figures in the world.",7,1,N/A,5142
"In 1919, Chaplin co-founded the distribution company United Artists, which gave him complete control over his films.",0,2,N/A,5142
"His first feature-length film was The Kid (1921), followed by A Woman of Paris (1923), The Gold Rush (1925), and The Circus (1928).",1,2,N/A,5142
"He initially refused to move to sound films in the 1930s, instead producing City Lights (1931) and Modern Times (1936) without dialogue.",2,2,N/A,5142
"He became increasingly political, and his first sound film was The Great Dictator (1940), which satirised Adolf Hitler.",3,2,N/A,5142
"The 1940s were a decade marked with controversy for Chaplin, and his popularity declined rapidly.",4,2,N/A,5142
"He was accused of communist sympathies, and some members of the press and public found his involvement in a paternity suit, and marriages to much younger women, scandalous.",5,2,N/A,5142
"An FBI investigation was opened, and Chaplin was forced to leave the United States and settle in Switzerland.",6,2,N/A,5142
"He abandoned the Tramp in his later films, which include Monsieur Verdoux (1947), Limelight (1952), A King in New York (1957), and A Countess from Hong Kong (1967).",7,2,N/A,5142
"Chaplin wrote, directed, produced, edited, starred in, and composed the music for most of his films.",0,3,N/A,5142
"He was a perfectionist, and his financial independence enabled him to spend years on the development and production of a picture.",1,3,N/A,5142
"His films are characterised by slapstick combined with pathos, typified in the Tramp's struggles against adversity.",2,3,N/A,5142
"Many contain social and political themes, as well as autobiographical elements.",3,3,N/A,5142
"He received an Honorary Academy Award for ""the incalculable effect he has had in making motion pictures the art form of this century"" in 1972, as part of a renewed appreciation for his work.",4,3,N/A,5142
"He continues to be held in high regard, with The Gold Rush, City Lights, Modern Times, and The Great Dictator often ranked on lists of the greatest films of all time.",5,3,N/A,5142
==,0,4,== Biography ==,5142
Biography ==,1,4,== Biography ==,5142
===,0,5,== Biography == | === 1889–1913: early years ===,5142
1889–1913: early years =,1,5,== Biography == | === 1889–1913: early years ===,5142
==,2,5,== Biography == | === 1889–1913: early years ===,5142
====,0,6,== Biography == | ==== Background and childhood hardship ====,5142
Background and childhood hardship ==,1,6,== Biography == | ==== Background and childhood hardship ====,5142
==,2,6,== Biography == | ==== Background and childhood hardship ====,5142
"Charles Spencer Chaplin was born on 16 April 1889 to Hannah Chaplin (née Hill) and Charles Chaplin Sr., both of whom had Romanichal heritage.",0,7,== Biography == | ==== Background and childhood hardship ====,5142
