sentences,sentenceIndex,paragraphIndex,section,wikiId
"José Iturbi Báguena (28 November 1895 – 28 June 1980) was a Spanish conductor, pianist and harpsichordist.",0,0,N/A,40139386
"He appeared in several Hollywood films of the 1940s, notably playing himself in the musicals Thousands Cheer (1943), Music for Millions (1944), Anchors Aweigh (1945), That Midnight Kiss (1949), and Three Daring Daughters (1948), his only leading role.",1,0,N/A,40139386
==,0,1,== Biography ==,40139386
Biography ==,1,1,== Biography ==,40139386
"Born in Valencia, Spain, Iturbi showed a talent for classical music at an early age, and began musical studies there.",0,2,== Biography ==,40139386
He later moved to Paris in order to proceed with his studies with Victor Staub at the Paris Conservatory on a scholarship from the Diputació de Valencia.,1,2,== Biography ==,40139386
"At this time, he also undertook studies in keyboard technique and interpretation with the harpsichordist Wanda Landowska.",2,2,== Biography ==,40139386
"His worldwide concert tours, beginning around 1912, were very successful.",3,2,== Biography ==,40139386
He made his American debut in New York City in 1929.,4,2,== Biography ==,40139386
"Between 1911 and 1937, he was the frequent accompanist to the Spanish violinist Manuel Quiroga on his international tours.",0,3,== Biography ==,40139386
"On 8 June 1937, he had just said goodbye to Quiroga after a concert in New York when the violinist was hit by a truck in Times Square, which led to the premature end of his career.",1,3,== Biography ==,40139386
Iturbi made his first appearance as a conductor in Mexico City in 1933 when presented by impresario Ernesto de Quesada from Conciertos Daniel.,0,4,== Biography ==,40139386
"In April 1936, Iturbi was injured in the crash and sinking of Pan American Airways' Puerto Rican Clipper in Port-of-Spain, Trinidad.",1,4,== Biography ==,40139386
"After the incident, he said he would not be able to play ""for some time"", and ""I may not be able to conduct again.""",2,4,== Biography ==,40139386
"Later that year, he was named conductor of the Rochester Philharmonic Orchestra in Rochester, New York, serving until 1944.",3,4,== Biography ==,40139386
He also led the Valencia Symphony Orchestra for many years.,4,4,== Biography ==,40139386
"He often appeared in concert with his sister, Amparo, also a renowned pianist.",0,5,== Biography ==,40139386
The liner notes to the two-record box set of Gershwin: Rhapsody in Blue (two-piano arrangements by José and Amparo Iturbi) read:,1,5,== Biography ==,40139386
Arranged by José and Amparo Iturbi with the former conducting the RCA Victor Symphony Orchestra as well as playing one of the two solo parts ...,0,6,== Biography ==,40139386
The arrangers use the two pianos to thicken resonances and to invigorate what was purely orchestral tissue with the bony brittleness of the piano. ...,1,6,== Biography ==,40139386
The Iturbis perform this spirited work in a brilliant virtuoso fashion ...,2,6,== Biography ==,40139386
Iturbi was also a noted harpsichordist and made several short instructional films using the re-emergent early 20th-century French Pleyel et Cie pedaled metal-framed harpsichord made famous by Wanda Landowska.,0,7,== Biography ==,40139386
"He appeared as an actor-performer in several filmed musicals of the 1940s, beginning with 1943's Thousands Cheer for MGM and in Three Daring Daughters in 1948, again playing himself, and starring with Jeanette MacDonald.",0,8,== Biography ==,40139386
He usually appeared as himself in these films.,1,8,== Biography ==,40139386
"He later was featured in MGM's Anchors Aweigh, which starred Gene Kelly and Frank Sinatra, as well as in several other MGM movies.",2,8,== Biography ==,40139386
"In the biopic about Frédéric Chopin, A Song to Remember, Iturbi's playing was used in the soundtrack in scenes where Cornel Wilde, as Chopin, was playing the piano.",3,8,== Biography ==,40139386
==,0,9,== Personal life ==,40139386
Personal life ==,1,9,== Personal life ==,40139386
Iturbi married María Giner de los Santos in 1916; she died in 1928.,0,10,== Personal life ==,40139386
"They had one child, María.",1,10,== Personal life ==,40139386
"Iturbi's daughter married Stephan Hero, an American concert violinist who had been one of her father's protégés in 1936.",2,10,== Personal life ==,40139386
"They had two daughters, Maria Antonia and Maria Theresa, then separated in 1939.",3,10,== Personal life ==,40139386
María Hero had obtained legal custody of the children in her 1941 divorce; her former husband had them for three months of each year.,4,10,== Personal life ==,40139386
"In 1943, Iturbi took his daughter to court for custody of the girls, calling her unfit, according to The New York Times.",0,11,== Personal life ==,40139386
"At age 28, in 1946, Iturbi's daughter died by suicide.",1,11,== Personal life ==,40139386
Hero absconded with his daughters while Iturbi was on a European concert tour in 1947.,2,11,== Personal life ==,40139386
"After a court battle of several months, Iturbi and his former son-in-law ultimately resolved their differences, and the girls remained with their father.",3,11,== Personal life ==,40139386
"Iturbi's companion for many years was Marion Seabury, his secretary, who survived him and founded the José Iturbi Foundation after his death.",4,11,== Personal life ==,40139386
==,0,12,== Death ==,40139386
Death ==,1,12,== Death ==,40139386
José Iturbi continued his public performances into his 80s.,0,13,== Death ==,40139386
He was ordered by his doctors to take a sabbatical in March 1980.,1,13,== Death ==,40139386
"He died on 28 June 1980, five days after being admitted to Cedars-Sinai Hospital for heart problems.",2,13,== Death ==,40139386
He was 84 years old.,3,13,== Death ==,40139386
==,0,14,== Legacy ==,40139386
