sentences,sentenceIndex,paragraphIndex,section,wikiId
"Yukihiro, stylized as yukihiro and previously stylized as YUKIHIRO, (born November 24, 1968, in Ichikawa, Chiba) is a Japanese musician, best known as drummer of the rock band L'Arc-en-Ciel.",0,0,N/A,8315022
"He also sings and plays bass for his solo project, Acid Android.",1,0,N/A,8315022
Before joining L'Arc-en-Ciel he was in the popular visual kei bands,2,0,N/A,8315022
Zi:Kill and Die in Cries.,3,0,N/A,8315022
==,0,1,== Biography ==,8315022
Biography ==,1,1,== Biography ==,8315022
===,0,2,== Biography == | === Early life ===,8315022
Early life =,1,2,== Biography == | === Early life ===,8315022
==,2,2,== Biography == | === Early life ===,8315022
"Yukihiro was born on November 24, 1968, in Ichikawa, near Tokyo.",0,3,== Biography == | === Early life ===,8315022
"His father is a company worker, and his mother is a kimono-wearing instructor.",1,3,== Biography == | === Early life ===,8315022
He has a younger sister.,2,3,== Biography == | === Early life ===,8315022
"Yukihiro has stated that he had as ordinary a childhood as any other kid, never questioning his destined path of going to school, graduating to a university, and ultimately becoming a white-collar salaryman.",0,4,== Biography == | === Early life ===,8315022
"But he loved music, both Japanese and American, from heavy metal to pop.",1,4,== Biography == | === Early life ===,8315022
He was also a good short-track athlete in junior high school.,2,4,== Biography == | === Early life ===,8315022
"However, he was kicked out from his athletics club for skipping daily training.",3,4,== Biography == | === Early life ===,8315022
"When he entered high school, he started to play the drums and immediately decided to be a professional rock musician.",0,5,== Biography == | === Early life ===,8315022
"Once he made the decision, he told his parents that he was leaving school because it was of no use to him.",1,5,== Biography == | === Early life ===,8315022
"His parents forbade this, thus he continued his education while devoting himself mostly to rock music.",2,5,== Biography == | === Early life ===,8315022
"During his university days (he left The Chiba University of Commerce), he joined Zi:Kill, one of the rising visual kei rock groups of the time.",0,6,== Biography == | === Early life ===,8315022
===,0,7,== Biography == | === 1990–1996: Zi:Kill and Die in Cries ===,8315022
1990–1996:,1,7,== Biography == | === 1990–1996: Zi:Kill and Die in Cries ===,8315022
Zi:Kill and Die in Cries =,2,7,== Biography == | === 1990–1996: Zi:Kill and Die in Cries ===,8315022
==,3,7,== Biography == | === 1990–1996: Zi:Kill and Die in Cries ===,8315022
Zi:Kill signed a recording contract with Toshiba EMI in 1990.,0,8,== Biography == | === 1990–1996: Zi:Kill and Die in Cries ===,8315022
"However, during the recording of their major debut, there was infighting and ultimately yukihiro was fired after a show in December.",1,8,== Biography == | === 1990–1996: Zi:Kill and Die in Cries ===,8315022
He then formed a band named Optic Nerve with guitarist Shin Murohime.,2,8,== Biography == | === 1990–1996: Zi:Kill and Die in Cries ===,8315022
"In 1991, he joined former D'erlanger vocalist Kyo's band Die in Cries together with Shin, who released their debut album Nothing to Revolution that same year.",0,9,== Biography == | === 1990–1996: Zi:Kill and Die in Cries ===,8315022
They became quite popular and performed at the Nippon Budokan in 1994.,1,9,== Biography == | === 1990–1996: Zi:Kill and Die in Cries ===,8315022
"Yukihiro wrote some songs for the band, but they were rejected because of their style.",2,9,== Biography == | === 1990–1996: Zi:Kill and Die in Cries ===,8315022
"Some of these songs, ""Trick"" and ""L'heure""  were later recorded by L'Arc-en-Ciel in 1999.",3,9,== Biography == | === 1990–1996: Zi:Kill and Die in Cries ===,8315022
"Die in Cries broke up in 1995, with their last album Seed.",0,10,== Biography == | === 1990–1996: Zi:Kill and Die in Cries ===,8315022
"For a while, yukihiro worked as a free-lance drummer.",1,10,== Biography == | === 1990–1996: Zi:Kill and Die in Cries ===,8315022
"During that time, he had no home and moved around staying with friends.",2,10,== Biography == | === 1990–1996: Zi:Kill and Die in Cries ===,8315022
"Tetsu stated it was so hard to catch yukihiro then, because he had no mobile phone and was always on the move.",3,10,== Biography == | === 1990–1996: Zi:Kill and Die in Cries ===,8315022
===,0,11,"== Biography == | === 1997–present: L'Arc-en-Ciel, Acid Android and Petit Brabancon ===",8315022
"1997–present: L'Arc-en-Ciel, Acid Android and Petit Brabancon =",1,11,"== Biography == | === 1997–present: L'Arc-en-Ciel, Acid Android and Petit Brabancon ===",8315022
==,2,11,"== Biography == | === 1997–present: L'Arc-en-Ciel, Acid Android and Petit Brabancon ===",8315022
"When it was announced that the former L'Arc drummer Sakura left in 1997, Tetsu, the leader of the band, asked yukihiro to help record the new single.",0,12,"== Biography == | === 1997–present: L'Arc-en-Ciel, Acid Android and Petit Brabancon ===",8315022
"During that time, they had good chemistry.",1,12,"== Biography == | === 1997–present: L'Arc-en-Ciel, Acid Android and Petit Brabancon ===",8315022
"So after their first ""come-back"" single, ""Niji"", was released, they held a comeback concert with Yukihiro as support drummer.",2,12,"== Biography == | === 1997–present: L'Arc-en-Ciel, Acid Android and Petit Brabancon ===",8315022
"In 1998, the band announced Yukihiro as an official member with the new single ""Winter Fall"", followed by the album Heart.",3,12,"== Biography == | === 1997–present: L'Arc-en-Ciel, Acid Android and Petit Brabancon ===",8315022
"After joining L'Arc-en-Ciel, he changed the stylization of his name to all lowercase letters, to match the rest of the members' names (his name had been written in all capital letters prior).",4,12,"== Biography == | === 1997–present: L'Arc-en-Ciel, Acid Android and Petit Brabancon ===",8315022
"Despite some arguments from Sakura's fans, yukihiro quickly got accepted to L'Arc.",0,13,"== Biography == | === 1997–present: L'Arc-en-Ciel, Acid Android and Petit Brabancon ===",8315022
"His first song, ""A Swell in the Sun"", was played as a prologue during their 1998 tour.",1,13,"== Biography == | === 1997–present: L'Arc-en-Ciel, Acid Android and Petit Brabancon ===",8315022
L'Arc-en-Ciel quickly became one of the most popular rock bands in Japan.,2,13,"== Biography == | === 1997–present: L'Arc-en-Ciel, Acid Android and Petit Brabancon ===",8315022
"Their tour was sold out, the album went platinum and all seven of their singles hit the top 10 in the charts.",3,13,"== Biography == | === 1997–present: L'Arc-en-Ciel, Acid Android and Petit Brabancon ===",8315022
"On July 1, 1999, they released their sixth and seventh albums Ark and Ray on the same day.",0,14,"== Biography == | === 1997–present: L'Arc-en-Ciel, Acid Android and Petit Brabancon ===",8315022
"The albums hit the top two ranks, and the tour was a huge success.",1,14,"== Biography == | === 1997–present: L'Arc-en-Ciel, Acid Android and Petit Brabancon ===",8315022
L'Arc-en-Ciel stopped activities until 2003 and each member started their own solo projects.,2,14,"== Biography == | === 1997–present: L'Arc-en-Ciel, Acid Android and Petit Brabancon ===",8315022
"Yukihiro started Acid Android, where he is the singer.",3,14,"== Biography == | === 1997–present: L'Arc-en-Ciel, Acid Android and Petit Brabancon ===",8315022
"L'Arc-en-Ciel came back with the single, ""Ready Steady Go!"", and album, Smile, after the three-year hiatus in 2004.",4,14,"== Biography == | === 1997–present: L'Arc-en-Ciel, Acid Android and Petit Brabancon ===",8315022
"Then followed up with Awake and ""Link"" in 2005.",5,14,"== Biography == | === 1997–present: L'Arc-en-Ciel, Acid Android and Petit Brabancon ===",8315022
"In 2007, L'Arc-en-Ciel released the single called ""My Heart Draws a Dream"" and album Kiss",6,14,"== Biography == | === 1997–present: L'Arc-en-Ciel, Acid Android and Petit Brabancon ===",8315022
"The group also released the single ""Drink It Down"" in January 2008, with the music composed by yukihiro.",7,14,"== Biography == | === 1997–present: L'Arc-en-Ciel, Acid Android and Petit Brabancon ===",8315022
"In 2021, Yukihiro formed the supergroup Petit Brabancon with Kyo, Miya (Mucc), antz (Acid Android), and Hirofumi Takamatsu (The Novembers).",0,15,"== Biography == | === 1997–present: L'Arc-en-Ciel, Acid Android and Petit Brabancon ===",8315022
==,0,16,== Equipment ==,8315022
Equipment ==,1,16,== Equipment ==,8315022
"With L'arc-en-Ciel, yukihiro has played Pearl drums and Sabian AA and HH-series cymbals.",0,17,== Equipment ==,8315022
"He uses two double bass drum kits, with different set ups.",1,17,== Equipment ==,8315022
"He has his own signature 13x3.5"" snare drum made by Pearl.",2,17,== Equipment ==,8315022
He has also played his kit with Remo rototoms.,3,17,== Equipment ==,8315022
==,0,18,== References ==,8315022
References ==,1,18,== References ==,8315022
==,0,19,== External links ==,8315022
External links ==,1,19,== External links ==,8315022
Acid Android Official website,0,20,== External links ==,8315022
Sony Acid Android page,0,21,== External links ==,8315022
yukihiro's drum kits at Pearl,0,22,== External links ==,8315022
