sentences,sentenceIndex,paragraphIndex,section,wikiId
"Janath Russell Cannon (October 28, 1918 – July 5, 2007) was a counselor to Barbara B. Smith in the general presidency of the Relief Society of The Church of Jesus Christ of Latter-day Saints (LDS Church).",0,0,N/A,15206340
Cannon was also a prominent missionary in the church and was among the first to preach to black people in Africa.,1,0,N/A,15206340
"Born in Ogden, Utah, Janath Russell was educated at Wellesley College.",0,1,N/A,15206340
"In 1941, she married Edwin Q. Cannon in the Salt Lake Temple.",1,1,N/A,15206340
"From 1971 to 1974, Cannon and her husband served in the church's Switzerland Mission, while he was the mission president.",0,2,N/A,15206340
"Upon their return to Utah in 1974, Cannon became the first counselor to Smith in the general presidency of the church's Relief Society.",1,2,N/A,15206340
"Cannon served in this capacity until 1978, when she was released so that she and her husband could become the first missionaries of the church to preach in ""black Africa"".",2,2,N/A,15206340
"They — along with Rendell and Rachel Mabey — preached in Nigeria and Ghana, baptized hundreds of converts, and established 27 branches of the LDS Church in Nigeria and Ghana.",3,2,N/A,15206340
The first convert baptized in Nigeria was Anthony Obinna.,4,2,N/A,15206340
"In the late 1980s, Cannon and her husband were the directors of the LDS Church's visitors' center in Nauvoo, Illinois.",0,3,N/A,15206340
"In 1989, they served as interim leaders of the church's Germany Hamburg Mission; during this time, the regular president of the mission was working on getting the church's missionaries admitted to East Germany.",1,3,N/A,15206340
"From 1989 to 1992, Cannon was the matron of the Frankfurt Germany Temple, while her husband served as the temple president.",0,4,N/A,15206340
"Cannon was a member of the Mormon Tabernacle Choir for 18 years and during this time edited the choir's newsletter, Keeping Tab.",0,5,N/A,15206340
Cannon was the editor or author of a number of books on LDS Church-related topics.,1,5,N/A,15206340
"Cannon died in Bountiful, Utah, and was buried in the Salt Lake City Cemetery.",0,6,N/A,15206340
==,0,7,== Publications ==,15206340
Publications ==,1,7,== Publications ==,15206340
Janath R. Cannon (ed.) (1991).,0,8,== Publications ==,15206340
"Nauvoo Panorama: Views of Nauvoo Before, During, and After Its Rise, Fall, and Restoration (Nauvoo, Ill.: Nauvoo Restoration Inc.)",1,8,== Publications ==,15206340
"Jill Mulvay Derr, Janath Russell Cannon, and Maureen Ursenbach Beecher (2002).",0,9,== Publications ==,15206340
"Women of Covenant: The Story of Relief Society (Salt Lake City, Utah: Deseret Book) ISBN 1-57345-604-7",1,9,== Publications ==,15206340
==,0,10,== References ==,15206340
References ==,1,10,== References ==,15206340
Alexander B. Morrison (1990).,0,11,== References ==,15206340
"The Dawning of a Brighter Day: The Church in Black Africa (Salt Lake City, Utah: Deseret Book) ISBN 0-87579-338-X",1,11,== References ==,15206340
"""Former LDS leader Janath Cannon dies, Deseret Morning News, 2007-07-14, p. B8",0,12,== References ==,15206340
"2008 Deseret Morning News Church Almanac (Salt Lake City, Utah: Deseret Morning News, 2007)",0,13,== References ==,15206340
==,0,14,== External links ==,15206340
External links ==,1,14,== External links ==,15206340
Janath R. Cannon at Find a Grave,0,15,== External links ==,15206340
