sentences,sentenceIndex,paragraphIndex,section,wikiId
"Annette Denise Stamatelatos (born 6 September 1976), better known by her stage name Annet Artani (Αννέτ Αρτάνη in Greek), is a Greek American singer and songwriter.",0,0,N/A,4303960
"She is best known for representing Cyprus in the Eurovision Song Contest 2006 with the song ""Why Angels Cry"", as well as co-writing the worldwide hit ""Everytime"" with Britney Spears.",1,0,N/A,4303960
"Artani was signed to Ultra Records and her debut single ""Alive"" was released in March 2009.",0,1,N/A,4303960
==,0,2,== Early life ==,4303960
Early life ==,1,2,== Early life ==,4303960
"Artani was born Annette Denise Stamatelatos in Flushing, New York to Gregory and Julia Stamatelatos.",0,3,== Early life ==,4303960
"Her family originates from the village of Karavados on the island of Kefalonia, Greece.",1,3,== Early life ==,4303960
"She is named after her maternal grandmother, Anneta, and she chose to use her paternal grandmother's first name, Artani, in her stage name, as a dedication to both of them.",2,3,== Early life ==,4303960
"While in the US she uses the name ""Annette"", she was advised to spell it ""Annet"" in Europe to avoid being called Annet-Te.",3,3,== Early life ==,4303960
She graduated from Queens College and received an associate's degree from Five Towns College.,4,3,== Early life ==,4303960
"Artani and her older sister Diana, who also sings, formed a rock band named Nootropia (Mindset), singing in Greek, and promoted on National Greek TV (NGTV) and Aktina FM.",5,3,== Early life ==,4303960
The group sang Greek rock songs which were fused with classical elements.,6,3,== Early life ==,4303960
==,0,4,== Musical career ==,4303960
Musical career ==,1,4,== Musical career ==,4303960
===,0,5,== Musical career == | === 1994–2002: Beginnings ===,4303960
1994–2002:,1,5,== Musical career == | === 1994–2002: Beginnings ===,4303960
Beginnings ===,2,5,== Musical career == | === 1994–2002: Beginnings ===,4303960
"Artani expressed her interest and love for music at a young age, particularly in offerings of such greats as Etta James, Aretha Franklin, Michael Jackson, and Madonna.",0,6,== Musical career == | === 1994–2002: Beginnings ===,4303960
"After her early days singing with her sister, Artani decided that a solo career would suit her best.",1,6,== Musical career == | === 1994–2002: Beginnings ===,4303960
"She received a scholarship from BMG for writing and performing her original song titled ""Summer Days"", and has also won several talent titles in America's Favorite Pageants, the New York Star Pageant, the Ophelia Devoure Talent Connection, and has been featuring in both Pageantry and Billboard Magazine.",2,6,== Musical career == | === 1994–2002: Beginnings ===,4303960
"Over the years, Artani incorporated influences of singing in her college Gospel choir, as well as listening to R&B, pop and rock music.",0,7,== Musical career == | === 1994–2002: Beginnings ===,4303960
"She started off her singing career as an opening act for Mando, a Greek pop star, and was featured in her own summer concert in 1995.",1,7,== Musical career == | === 1994–2002: Beginnings ===,4303960
"She collaborated with several accomplished writers in New York City such as Jeff Franzel, who's written for NSYNC and played with Frank Sinatra, and Alex Forbes who has written for Taylor Dayne and Cyndi Lauper, among others.",2,7,== Musical career == | === 1994–2002: Beginnings ===,4303960
===,0,8,"== Musical career == | === 2002–2004: Working with Britney Spears and ""Everytime"" ===",4303960
"2002–2004: Working with Britney Spears and ""Everytime""",1,8,"== Musical career == | === 2002–2004: Working with Britney Spears and ""Everytime"" ===",4303960
===,2,8,"== Musical career == | === 2002–2004: Working with Britney Spears and ""Everytime"" ===",4303960
"While singing as a singer-songwriter in clubs all over New York City, Artani received a phone call from a friend saying that she should audition to be a backing vocalist for Britney Spears.",0,9,"== Musical career == | === 2002–2004: Working with Britney Spears and ""Everytime"" ===",4303960
She was called back and informed that she would be on The Rosie O'Donnell Show with Spears and would subsequently be a part of the Dream Within a Dream Tour.,1,9,"== Musical career == | === 2002–2004: Working with Britney Spears and ""Everytime"" ===",4303960
Her interactions with Spears during most of the tour were limited to small conversations at the gym and vocal warm ups.,2,9,"== Musical career == | === 2002–2004: Working with Britney Spears and ""Everytime"" ===",4303960
"Artani had begun a relationship with the show's musical director during 2002; however, it was not working out well by the end of the tour.",3,9,"== Musical career == | === 2002–2004: Working with Britney Spears and ""Everytime"" ===",4303960
"Before the last date in Mexico City, Spears called her and asked about the relationship.",4,9,"== Musical career == | === 2002–2004: Working with Britney Spears and ""Everytime"" ===",4303960
"Artani told her they were going to break up, to which Spears responded, ""Don't worry about it, you're going to hang out with me"".",5,9,"== Musical career == | === 2002–2004: Working with Britney Spears and ""Everytime"" ===",4303960
"Following the end of the tour, Spears and Artani began to forge a friendship.",6,9,"== Musical career == | === 2002–2004: Working with Britney Spears and ""Everytime"" ===",4303960
"Spears invited Artani to her house in Los Angeles, California.",7,9,"== Musical career == | === 2002–2004: Working with Britney Spears and ""Everytime"" ===",4303960
"According to Artani, their relationship grew out of their shared romantic experiences at the time.",8,9,"== Musical career == | === 2002–2004: Working with Britney Spears and ""Everytime"" ===",4303960
"She explained, ""Basically, we commiserated because she, at that time, had broken up with Justin",9,9,"== Musical career == | === 2002–2004: Working with Britney Spears and ""Everytime"" ===",4303960
[Timberlake].,10,9,"== Musical career == | === 2002–2004: Working with Britney Spears and ""Everytime"" ===",4303960
"Maybe like nine months before, but of course it was really fresh in the media.",11,9,"== Musical career == | === 2002–2004: Working with Britney Spears and ""Everytime"" ===",4303960
"I was just breaking up with this guy, so we kind of like—I think we kind of needed each other.""",12,9,"== Musical career == | === 2002–2004: Working with Britney Spears and ""Everytime"" ===",4303960
"Artani stayed at Spears's house for a few weeks, in which they started writing songs at the piano.",13,9,"== Musical career == | === 2002–2004: Working with Britney Spears and ""Everytime"" ===",4303960
"Shortly after, they traveled to Lake Como in Lombardy, Italy.",14,9,"== Musical career == | === 2002–2004: Working with Britney Spears and ""Everytime"" ===",4303960
"Artani added, ""It was me and her, her stylist and Felicia, and we had this humongous house to ourselves, and they had a piano there as well"".",15,9,"== Musical career == | === 2002–2004: Working with Britney Spears and ""Everytime"" ===",4303960
"According to Artani, ""Everytime"" was written in large part as a response to ""Cry Me a River"" as well as various radio interviews.",16,9,"== Musical career == | === 2002–2004: Working with Britney Spears and ""Everytime"" ===",4303960
"Artani explained, ""He was getting personal.",17,9,"== Musical career == | === 2002–2004: Working with Britney Spears and ""Everytime"" ===",4303960
"Here, she had a different type of image, and he was really exposing some stuff that she probably didn't want out there, and in front of her little sister ...",18,9,"== Musical career == | === 2002–2004: Working with Britney Spears and ""Everytime"" ===",4303960
I remember her sister being mortified and her being mortified.,19,9,"== Musical career == | === 2002–2004: Working with Britney Spears and ""Everytime"" ===",4303960
"I'm sure that that really hurt her.""",20,9,"== Musical career == | === 2002–2004: Working with Britney Spears and ""Everytime"" ===",4303960
"""Everytime"" was recorded at Conway Studios in Los Angeles and mixed at Frou Frou Central in London, England.",21,9,"== Musical career == | === 2002–2004: Working with Britney Spears and ""Everytime"" ===",4303960
"""Everytime"" was released as a single on 17 May 2004 through Jive Records, and was positively received by critics, who complimented its simple lyrics and the organic feel of the song.",22,9,"== Musical career == | === 2002–2004: Working with Britney Spears and ""Everytime"" ===",4303960
