sentences,sentenceIndex,paragraphIndex,section,wikiId
"Hunter Easton Hayes (born September 9, 1991) is an American multi-genre singer, songwriter, record producer, and multi-instrumentalist.",0,0,N/A,4202928
He is proficient at more than 30 instruments.,1,0,N/A,4202928
Hayes released his self-titled debut album in 2011.,2,0,N/A,4202928
"It reached number seven on the Billboard 200 and number one on the Top Country Albums, and sold over 1.1 million copies.",3,0,N/A,4202928
"Its most successful single, ""Wanted"", sold over 3.5 million copies and made Hayes the youngest male act to ever top the Billboard Hot Country Songs.",4,0,N/A,4202928
"Hayes' commercial success and his talent both as a songwriter and instrumentalist prompted Billboard to call him the leader of ""Country Music's Youth Revolution"" in 2014.",0,1,N/A,4202928
"He has been nominated for five Grammy Awards including Best New Artist, and won the 2012 CMA Award for New Artist of the Year and three BMI Awards.",1,1,N/A,4202928
==,0,2,== Life and career ==,4202928
Life and career ==,1,2,== Life and career ==,4202928
"Hayes was born on September 9, 1991, at Larniurg Hospital in Breaux Bridge, Louisiana; he is an only child.",0,3,== Life and career ==,4202928
"His parents both have Cajun ancestry, along with English, Scots-Irish, and German.",1,3,== Life and career ==,4202928
He grew up singing songs in both English and French.,2,3,== Life and career ==,4202928
Hayes started performing when he was 2.,3,3,== Life and career ==,4202928
"At 4, he began making appearances locally and on national television, including Maury, Rosie O'Donnell Show, and the Nickelodeon game show Figure It Out, where he performed ""Jambalaya (On the Bayou)"".",4,3,== Life and career ==,4202928
"American Songwriter writes that ""Hayes received his first guitar from actor Robert Duvall at age 6"" At age 7, he was invited to perform for President Bill Clinton for a White House lawn party.",5,3,== Life and career ==,4202928
"At 13, he appeared on America's Most Talented Kids, a show hosted by Dave Coulier; he performed the hit Hank Williams song, ""Hey Good Lookin'"".",6,3,== Life and career ==,4202928
"At age 9, Hunter released his debut independent studio album ""Through My Eyes"" on October 8, 2000, under Suagartown Records and Louisiana Red Hot Records.",7,3,== Life and career ==,4202928
"He released several more independent albums: Make a Wish in 2001, Holidays with Hunter in 2003, Honoring our French Heritage in 2006, and Songs About Nothing in 2008.",8,3,== Life and career ==,4202928
"In 2008, he moved from Breaux Bridge to Nashville, Tennessee, and signed with Universal Music Publishing Group as a songwriter.",0,4,== Life and career ==,4202928
"In 2010, Hayes co-wrote ""Play"" for the Rascal Flatts album Nothing Like This.",1,4,== Life and career ==,4202928
"In September, he was signed to Atlantic Records Nashville and began working on what would become his major-label debut.",2,4,== Life and career ==,4202928
"Hayes appeared as the opening act of 10 dates of country star Taylor Swift's Speak Now World Tour throughout the summer of 2011 and concluded his leg of the tour in St. Louis, Missouri.",0,5,== Life and career ==,4202928
"In April 2011, he had gone on his own radio tour where he debuted songs that would appear on his debut album.",1,5,== Life and career ==,4202928
"His debut headlining tour was the Most Wanted Tour; the first leg of the tour began on October 8, 2011, in Beaumont, Texas, and ended on December 4, 2011, in San Bernardino, California.",2,5,== Life and career ==,4202928
"Hayes and singer Victoria Justice contributed a duet to the soundtrack of 2011's Footloose remake, recording a cover of Mike Reno's and Ann Wilson's 1984 hit ""Almost Paradise"" from the original film.",3,5,== Life and career ==,4202928
"From January to February 2012, Hayes was the opening act on the Rascal Flatts ""Thaw Out"" tour.",4,5,== Life and career ==,4202928
"""Where We Left Off"" is an original song, written by Hayes, that can be heard on the soundtrack for the 2012 war film Act of Valor.",0,6,== Life and career ==,4202928
"During the 2012 O Music Awards, The Flaming Lips broke a Guinness World Record (previously held by Jay-Z) for most concerts played in multiple cities in a 24-hr. period.",1,6,== Life and career ==,4202928
Hayes was the opening act for them at the Hattiesburg stop.,2,6,== Life and career ==,4202928
"In May 2012, Martin Guitars named Hayes as C.F. Martin & Co.'s newest brand ambassador.",3,6,== Life and career ==,4202928
"American Songwriter quoted Hayes on the subject: ""It is an absolute honor to be named an official Martin Ambassador and to be recognized by the Martin family.",4,6,== Life and career ==,4202928
"""On September 7, 2012, he was inducted at the Mahalia Jackson Theater in New Orleans, Louisiana into the Louisiana Music Hall of Fame.",5,6,== Life and career ==,4202928
===,0,7,== Life and career == | === 2011–2014: Hunter Hayes and Storyline ===,4202928
2011–2014:,1,7,== Life and career == | === 2011–2014: Hunter Hayes and Storyline ===,4202928
Hunter Hayes and Storyline ===,2,7,== Life and career == | === 2011–2014: Hunter Hayes and Storyline ===,4202928
"Hayes's debut single, ""Storm Warning"", released to radio on May 16, 2011.",0,8,== Life and career == | === 2011–2014: Hunter Hayes and Storyline ===,4202928
"His self-titled major-label debut album was released on October 11, 2011.",1,8,== Life and career == | === 2011–2014: Hunter Hayes and Storyline ===,4202928
"He co-wrote every song, played every instrument, and along with Dann Huff, produced the album.",2,8,== Life and career == | === 2011–2014: Hunter Hayes and Storyline ===,4202928
"""Wanted"", the second single, was released to radio on March 5, 2012.",3,8,== Life and career == | === 2011–2014: Hunter Hayes and Storyline ===,4202928
"On July 24, 2012, he appeared on the CBS's The Talk, where he was then given an RIAA Gold Certification plaque for ""Wanted"".",0,9,== Life and career == | === 2011–2014: Hunter Hayes and Storyline ===,4202928
"Just shy of two months since ""Wanted"" went gold, the song was certified Platinum by RIAA on August 23, 2012.",1,9,== Life and career == | === 2011–2014: Hunter Hayes and Storyline ===,4202928
"""Wanted"" became his first No. 1 single, making him the youngest solo male act to top Hot Country Songs, breaking the record set in 1973 by Johnny Rodriguez.",0,10,== Life and career == | === 2011–2014: Hunter Hayes and Storyline ===,4202928
"Twenty weeks after first appearing in the top spot and under a new chart format, ""Wanted"" returned to the top spot.",1,10,== Life and career == | === 2011–2014: Hunter Hayes and Storyline ===,4202928
"""Somebody's Heartbreak"", the album's third single, went to No. 1 on the Country Airplay chart.",2,10,== Life and career == | === 2011–2014: Hunter Hayes and Storyline ===,4202928
"Starting September 14, 2012, Hayes began appearing as the opening act on 90+ dates for Carrie Underwood's Blown Away Tour.",0,11,== Life and career == | === 2011–2014: Hunter Hayes and Storyline ===,4202928
He was also nominated for three Grammys including Best New Artist at the 2013 Grammy Awards; he is the youngest male country artist to be nominated in all three categories for which he was nominated.,0,12,== Life and career == | === 2011–2014: Hunter Hayes and Storyline ===,4202928
"The album's fourth single, ""I Want Crazy"", which is from the deluxe Encore edition, was released to country radio on April 7, 2013.",1,12,== Life and career == | === 2011–2014: Hunter Hayes and Storyline ===,4202928
It peaked at number two on the Country Airplay chart in August 2013.,2,12,== Life and career == | === 2011–2014: Hunter Hayes and Storyline ===,4202928
"Following it was ""Everybody's Got Somebody but Me"", a re-recording of a song from the original press of the album.",3,12,== Life and career == | === 2011–2014: Hunter Hayes and Storyline ===,4202928
The re-recorded version features guest vocals from Jason Mraz.,4,12,== Life and career == | === 2011–2014: Hunter Hayes and Storyline ===,4202928
Hunter was one of five country singers who won a CMT Artist of the Year award in 2013.,0,13,== Life and career == | === 2011–2014: Hunter Hayes and Storyline ===,4202928
This award is awarded every year to a group of country musicians who have had an outstanding year.,1,13,== Life and career == | === 2011–2014: Hunter Hayes and Storyline ===,4202928
"Hayes performed ""Invisible"", the lead single from his second album, at the 56th Annual Grammy Awards.",2,13,== Life and career == | === 2011–2014: Hunter Hayes and Storyline ===,4202928
"Storyline was released on May 6, 2014.",3,13,== Life and career == | === 2011–2014: Hunter Hayes and Storyline ===,4202928
"In an effort to promote his album and to raise awareness to end child hunger, Hunter broke the Guinness World Record for the most concerts played in multiple cities in 24 hours, previously held by The Flaming Lips.",4,13,== Life and career == | === 2011–2014: Hunter Hayes and Storyline ===,4202928
"The album's second single, ""Tattoo"" released to country radio on June 16, 2014.",5,13,== Life and career == | === 2011–2014: Hunter Hayes and Storyline ===,4202928
"On July 20, 2014, Hayes's self-titled debut album was certified double platinum by the RIAA.",0,14,== Life and career == | === 2011–2014: Hunter Hayes and Storyline ===,4202928
"Following that was ""Light Me Up"", another single from the deluxe version of his debut album, in 2015.",1,14,== Life and career == | === 2011–2014: Hunter Hayes and Storyline ===,4202928
===,0,15,== Life and career == | === 2015–2018: The 21 Project and cancelled album ===,4202928
2015–2018:,1,15,== Life and career == | === 2015–2018: The 21 Project and cancelled album ===,4202928
The 21 Project and cancelled album =,2,15,== Life and career == | === 2015–2018: The 21 Project and cancelled album ===,4202928
==,3,15,== Life and career == | === 2015–2018: The 21 Project and cancelled album ===,4202928
