sentences,sentenceIndex,paragraphIndex,section,wikiId
"Theodore Edwin Steinway (October 6, 1883 – April 8, 1957), of the famous Steinway piano family,  was a member of the Collectors Club of New York and Board of Trustees of the Philatelic Foundation.",0,0,N/A,22054755
He was awarded the first Lichtenstein Medal in 1952 for his efforts in the field of philately as well as his contributions to the growth and prestige of the Collectors Club.,1,0,N/A,22054755
==,0,1,== Early life ==,22054755
Early life ==,1,1,== Early life ==,22054755
"Steinway was born on October 6, 1883 in New York City.",0,2,== Early life ==,22054755
"He was the grandson of Henry E. Steinway, the founder of Steinway & Sons.",1,2,== Early life ==,22054755
"His parents had several children, including:",2,2,== Early life ==,22054755
William R. Steinway,0,3,== Early life ==,22054755
Theodore Edwin Steinway,0,4,== Early life ==,22054755
"Maude Paige SteinwaySteinway attended the St. Paul's School in Garden City, New York.",0,5,== Early life ==,22054755
==,0,6,== Philanthropy ==,22054755
Philanthropy ==,1,6,== Philanthropy ==,22054755
"Steinway supported the Collectors Club with funds for various projects, such as purchasing the philatelic library of Austrian Justice Viktor Suppantschitsch for the club.",0,7,== Philanthropy ==,22054755
The development of this library resulted in the club having one of the most extensive philatelic libraries in the world.,1,7,== Philanthropy ==,22054755
"Steinway, along with other prominent American philatelists, helped found the Philatelic Foundation, which originally was located on the fourth floor of the Collectors Club of New York.",0,8,== Philanthropy ==,22054755
He was named Chairman of the Expert Committee (1950–1952)..,1,8,== Philanthropy ==,22054755
"He was also the founder of the Association for Stamp Exhibitions and was responsible for organizing the first five philatelic international exhibits in the United States which were held in 1913, 1926, 1936, 1947 and 1956.",0,9,== Philanthropy ==,22054755
===,0,10,== Philanthropy == | === Stamp collections ===,22054755
Stamp collections ===,1,10,== Philanthropy == | === Stamp collections ===,22054755
Steinway had various collections of stamps.,0,11,== Philanthropy == | === Stamp collections ===,22054755
The most significant ones were:,1,11,== Philanthropy == | === Stamp collections ===,22054755
"specialized study of the ""Sydney Views"" of New South Wales",0,12,== Philanthropy == | === Stamp collections ===,22054755
Hamburg and old German States,0,13,== Philanthropy == | === Stamp collections ===,22054755
"stamps with ""socked-on-the-nose"" cancellations",0,14,== Philanthropy == | === Stamp collections ===,22054755
"stamps and covers relating to his family piano businessBecause of his interest in collecting stamps related to his business, and because he applied no rigid rules as to collecting stamps, Steinway is often regarded as one of the founders of thematic collecting, which today is a common method of collecting.",0,15,== Philanthropy == | === Stamp collections ===,22054755
"Such collectors today collect stamps showing butterflies, elephants, Disney characters, famous art, and so on.",1,15,== Philanthropy == | === Stamp collections ===,22054755
==,0,16,== Personal life ==,22054755
Personal life ==,1,16,== Personal life ==,22054755
"He married Ruth Gardner Davis, with whom he had:",0,17,== Personal life ==,22054755
Theodore D. Steinway (1914–1982),0,18,== Personal life ==,22054755
Henry Ziegler Steinway (1915–2008),0,19,== Personal life ==,22054755
Frederick Steinway (1921-2004),0,20,== Personal life ==,22054755
John H. Steinway (1917–1989),0,21,== Personal life ==,22054755
"Elizabeth Steinway (1925–1993), who married Schuyler Chapin (1923–2009)",0,22,== Personal life ==,22054755
Henry Burden Chapin,0,23,== Personal life ==,22054755
Theodore Steinway Chapin,0,24,== Personal life ==,22054755
"Samuel Garrison Chapin, who married Caroline Shippen Davis in 1982",0,25,== Personal life ==,22054755
Miles Chapin (b. 1954),0,26,== Personal life ==,22054755
"Lydia Goodwin Steinway (1927–2016), who married Eric W. Cochrane (1928–1985)Because of his extensive interests and leadership within the field of philately, Theodore E. Steinway was awarded the first Lichtenstein Medal by the Collectors Club of New York in 1952.",0,27,== Personal life ==,22054755
"His son John carried on his work in the field of philately, and served on the Board of Trustees of The Philatelic Foundation after his death in 1957.",1,27,== Personal life ==,22054755
==,0,28,== References ==,22054755
References ==,1,28,== References ==,22054755
==,0,29,== External links ==,22054755
External links ==,1,29,== External links ==,22054755
Theodore E. Steinway (The Philatelic Foundation),0,30,== External links ==,22054755
Theodore E. Steinway (The American Philatelic Society),0,31,== External links ==,22054755
Theodore E. Steinway (American Business Leaders – Harvard Business School),0,32,== External links ==,22054755
The Steinway & Sons Collection in La Guardia and Wagner Archives,0,33,== External links ==,22054755
Steinway & Sons – European and international headquarters,0,34,== External links ==,22054755
Steinway & Sons – American headquarters,0,35,== External links ==,22054755
"Zeitschrift für Instrumentenbau, Vol. 48, 1928–28, p. 105 Theodor E. Steinway, der neue Präsident des Hauses Steinway & Sons (in German)",0,36,== External links ==,22054755
"Theodore E. Steinway Collection of Steinway & Sons Ephemera, circa 1860-1986 (MS 3181), at the New-York Historical Society.",0,37,== External links ==,22054755
