paragraph,paragraphIndex,section
"Ernie Halter is an American singer/songwriter, also known as the ""Cuboslavian"". He was signed to Rock Ridge Music. Born in Inglewood, CA in 1974 and raised in Orange County, Halter started playing piano when he was 8, guitar when he was 14, and writing his own songs when he was 16. His first disc Lo-Fidelity came out in 2005, followed by Congress Hotel in 2007. Halter's music is mainly influenced by artists such as Beatles, Otis Redding, Stevie Wonder and The Go-Go's. Burial sampled from Halter's song 'Whisper' in his 2007 album Untrue.  Justin Bieber covered Halter's song ""Come Home to Me"" in 2011. He toured through much of the United States.
",0,N/A
"== Discography ==
",1,== Discography ==
"=== Albums ===
",2,== Discography == | === Albums ===
"Lo Fidelity (2005, self-released)
",3,== Discography == | === Albums ===
"Congress Hotel (2007, Rock Ridge Music)
",4,== Discography == | === Albums ===
"Christmas (2008, Bendit)
",5,== Discography == | === Albums ===
"Starting Over (2008, Rock Ridge Music)
",6,== Discography == | === Albums ===
"Ernie Halter: Live (2009, Rock Ridge Music)
",7,== Discography == | === Albums ===
"Franklin & Vermont (2010, Rock Ridge Music)
",8,== Discography == | === Albums ===
"Labor of Love (2013, self-released)
",9,== Discography == | === Albums ===
"Catbird Soul (2019, self-released)
",10,== Discography == | === Albums ===
"=== EPs ===
",11,== Discography == | === EPs ===
"4U (2010, Rock Ridge Music)
",12,== Discography == | === EPs ===
"== References ==
",13,== References ==
"== External links ==
",14,== External links ==
Official website,15,== External links ==
