paragraph,paragraphIndex,section
"Camae Ayewa, better known by her stage name Moor Mother, is an American poet, musician, and activist from Philadelphia, Pennsylvania. She is one half of the collective Black Quantum Futurism, along with Rasheedah Phillips, and co-leads the group Irreversible Entanglements.
",0,N/A
"== Early life and career ==
",1,== Early life and career ==
"Ayewa grew up in a public housing project in Aberdeen, Maryland, where she was born and raised. She relocated to Philadelphia, Pennsylvania to study photography at the Art Institute. In 2016, Moor Mother released a studio album, Fetish Bones, on Don Giovanni Records. The album, which was released alongside a 122-page book of poetry, was included on year-end lists by Pitchfork, Rolling Stone, and The Wire. In 2017, she released a studio album, The Motionless Present, on The Vinyl Factory. It featured collaborations with Geng, DJ Haram, Mental Jewelry, and Rasheedah Phillips. The same year, she released a collaborative EP with Mental Jewelry, titled Crime Waves, on Don Giovanni Records. She served as one of the guest curators at the 2018 Le Guess Who? music festival. In 2019, she released Analog Fluids of Sonic Black Holes. Ayewa co-leads and provides lyrics and vocals for the ""liberation-oriented free-jazz collective"" Irreversible Entanglements. She met the quintet's members through musical and activist endeavors: bassist Luke Stewart shared bills with her band the Mighty Paradocs; saxophonist Keir Neuringer worked with Books Through Bars, whose events Ayewa has emceed; and the trio of Ayewa, Stewart, and Neuringer was followed by the duo of trumpeter Aquiles Navarro and drummer Tcheser Holmes at a 2015 Musicians Against Brutality event following the shooting of Akai Gurley. The group performed in the inaugural season of the Kennedy Center's ""Direct Current"" contemporary culture showcase, and their releases have been included in best-of lists in Magnet, NPR Music, The Quietus, and Stereogum's ""20 Best Jazz Albums Of The 2010s"". The band's instrumentalists also performed on Ayewa's debut theatrical work, Circuit City. From Fall 2021, Ayewa serves as assistant professor at the University of Southern California's Thornton School of Music.
",2,== Early life and career ==
"== Discography ==
",3,== Discography ==
"=== Studio albums ===
",4,== Discography == | === Studio albums ===
"Fetish Bones (2016)
",5,== Discography == | === Studio albums ===
"The Motionless Present (2017)
",6,== Discography == | === Studio albums ===
"Analog Fluids of Sonic Black Holes (2019)
",7,== Discography == | === Studio albums ===
"True Opera (2020) (with Mental Jewelry, as Moor Jewelry)
",8,== Discography == | === Studio albums ===
"Circuit City (2020) 
",9,== Discography == | === Studio albums ===
"BRASS (2020) (with Billy Woods) 
",10,== Discography == | === Studio albums ===
"Black Encyclopedia of the Air (Anti-, 2021)
",11,== Discography == | === Studio albums ===
"=== With Irreversible Entanglements ===
",12,== Discography == | === With Irreversible Entanglements ===
"Irreversible Entanglements (2017, International Anthem)
",13,== Discography == | === With Irreversible Entanglements ===
"Who Sent You? (2020, International Anthem)
",14,== Discography == | === With Irreversible Entanglements ===
"Live in Italy (2020, self-released)
",15,== Discography == | === With Irreversible Entanglements ===
"Live in Berlin (2020, self-released)
",16,== Discography == | === With Irreversible Entanglements ===
"Open The Gates (2021, Don Giovanni / International Anthem)
",17,== Discography == | === With Irreversible Entanglements ===
"=== Compilation albums ===
",18,== Discography == | === Compilation albums ===
"Manufacture of Indigo (2015)
",19,== Discography == | === Compilation albums ===
"Clepsydra (2020)
",20,== Discography == | === Compilation albums ===
"Anthologia 01 (2020) (with Olof Melander)
",21,== Discography == | === Compilation albums ===
"=== Live albums ===
",22,== Discography == | === Live albums ===
"Offering: Live at Le Guess Who (2020) (with Nicole Mitchell)
",23,== Discography == | === Live albums ===
