paragraph,paragraphIndex,section
"Kim Go-eun (Korean: 김고은; born October 22, 1983), better known by the stage name Byul (Korean: 별; lit. star), is a South Korean singer. She debuted in 2002 with the album December 32.
",0,N/A
"== Career ==
",1,== Career ==
"Her debut album was released on October 10, 2002. It was announced at the end of January 2009 that Primary, her fifth album, would be released the following month. Teaser posters were distributed in 7-11 stores.
",2,== Career ==
"== Personal life ==
",3,== Personal life ==
"On August 15, 2012, it was announced that Byul was to marry Haha, South Korean singer, actor and cast member of the variety show Running Man, on November 30, 2012. The couple welcomed their first child, a son named Dream, on July 9, 2013. Their second son, Soul, was born on March 22, 2017. Their third child, a daughter, named Song, was born on July 15, 2019.
",4,== Personal life ==
"== Discography ==
",5,== Discography ==
"=== Studio albums ===
",6,== Discography == | === Studio albums ===
"=== Special album ===
",7,== Discography == | === Special album ===
"[2008.02.19] The Best
",8,== Discography == | === Special album ===
"=== Extended plays ===
",9,== Discography == | === Extended plays ===
"[2010.10.27] Identity
",10,== Discography == | === Extended plays ===
"[2012.11.08] Nostalgia
",11,== Discography == | === Extended plays ===
"[2017.11.05] Leaves
",12,== Discography == | === Extended plays ===
"=== Digital singles ===
",13,== Discography == | === Digital singles ===
"[2006.11.15] Mulpungseon (12 Wol 32 Il Geu Ihu...) (물풍선 (12월 32일 그 이후...); Water Balloon (12 Months 32 Days Later...))
",14,== Discography == | === Digital singles ===
"[2008.02.28] 2nd Digital Single: 2008 (Byul + Na Yoon Kwon)
",15,== Discography == | === Digital singles ===
"[2008.06.19] Like A Star Showcase
",16,== Discography == | === Digital singles ===
"[2008.08.05] Like A Star Bikini
",17,== Discography == | === Digital singles ===
"[2009.10.05] 2009 No. 1 Diva's Love
",18,== Discography == | === Digital singles ===
"[2010.03.04] Taste of Love
",19,== Discography == | === Digital singles ===
"[2011.10.05] Wasabii Sound 2nd 'Useodo Useodo' (웃어도 웃어도) (Wasabii Sound with Byul)
",20,== Discography == | === Digital singles ===
"[2012.10.24] So Cute (귀여워)
",21,== Discography == | === Digital singles ===
"[2013.01.15] ""Melody” Project Part 3
",22,== Discography == | === Digital singles ===
"[2013.05.27] You Are The Best (넌 최고야)
",23,== Discography == | === Digital singles ===
"[2015.03.18] No More Us (끝난 사이)
",24,== Discography == | === Digital singles ===
"[2018.11.16] Distance (눈물이 나서)
",25,== Discography == | === Digital singles ===
"=== Singles ===
",26,== Discography == | === Singles ===
"[2007.11.06] Special Single Album
",27,== Discography == | === Singles ===
"=== Collaborations and Original Soundtracks ===
",28,== Discography == | === Collaborations and Original Soundtracks ===
"[2001.10.26] Take Care of My Cat OST (#1 Has the era of authentic French fries ended?, #2 2)
",29,== Discography == | === Collaborations and Original Soundtracks ===
"[2002.04.28] Rain - N001 (#11 What's Love (feat. Danny, Lexy, Byul, JYP))
",30,== Discography == | === Collaborations and Original Soundtracks ===
"[2003.05.01] Star OST (#1 Geudae Dalmeun Byul)
",31,== Discography == | === Collaborations and Original Soundtracks ===
"[2004.07.19] Full House OST (#4 I Think I, #15 Gomawohalgeyo)
",32,== Discography == | === Collaborations and Original Soundtracks ===
"[2005.08.02] Sammy - Heurinnal (#2 Nae Modeun Sarmui Haengdong (Sammy, Byul)
",33,== Discography == | === Collaborations and Original Soundtracks ===
"[2005.08.24] Our Attitude to Prepare Parting OST (#3 Seolleim, #6 Gyeoteseoman Deullineun)
",34,== Discography == | === Collaborations and Original Soundtracks ===
"[2006.04.13] Kim Hyung Seok - Kim Hyung Seok With Friends (#11 Meoreojin Jigeum)
",35,== Discography == | === Collaborations and Original Soundtracks ===
