paragraph,paragraphIndex,section
"Manos Loïzos (Greek: Μάνος Λοΐζος; 1937–1982) was one of the most important Greek music composers of the 20th century.
",0,N/A
"== Biography ==
",1,== Biography ==
"He was born on 22 October 1937 to Greek Cypriot immigrants in Alexandria, Egypt. His parents came from the small village of Agioi Vavatsinias, in the district of Larnaca, Cyprus. Loizos moved to Athens at the age of 17 intending to study pharmacology but soon gave up his studies in order to concentrate on his musical career. He was a self-taught musician, with no formal musical arts training. His first recordings were made in 1963 but he started gaining a larger audience after 1967. By 1975 Loizos had become one of the most popular artists in Greek music.
",2,== Biography ==
"He died on 17 September 1982 in a hospital in Moscow, Soviet Union after suffering several strokes. He was well known for his leftist political ideology and was an outspoken critic of the Greek military junta. He was also an active member of the Greek Communist Party. The year 2007 was declared ""Manos Loizos Year"" in Greece.
",3,== Biography ==
"== Discography ==
",4,== Discography ==
"He composed many well-known Greek songs and has co-operated with various important composers, singers and lyricists like Mikis Theodorakis, Haris Alexiou, George Dalaras, Vasilis Papakonstantinou,  Christos Leontis, Fondas Ladis, Yannis Negrepontis, Manolis Rasoulis, Giannis Kalatzis, Nâzım Hikmet and many others. His best known co-operation was with his very personal friend, lyricist Lefteris Papadopoulos who wrote the lyrics of many of Loizos' most successful hits.
",5,== Discography ==
"Some of  Loizos' most famous songs are : 
",6,== Discography ==
"""Ola se thymizoun (Everything Reminds Me of You)"" Lyrics: Manolis Rassoulis
",7,== Discography ==
"""Jamaica""  Lyrics: Lefteris Papadopoulos
",8,== Discography ==
"""S' Akoloutho (I follow you)"" Lyrics: himself
",9,== Discography ==
"""To Akordeon (The Accordion)"" Lyrics: Yannis Negrepontis
",10,== Discography ==
"""O Dromos (The Street)""  Lyrics: Kostoula Mitropoulos
",11,== Discography ==
"""Che"" (dedicated to Che Guevara)  Lyrics: himself
",12,== Discography ==
"""Ah Helidoni mu (Ah, my swallow)"" Lyrics: Lefteris Papadopoulos
",13,== Discography ==
"""De Tha Ksanagapiso (I Shall not Love Again)"" Lyrics: Lefteris Papadopoulos
",14,== Discography ==
"""Paporaki tou Burnova (Paporaki of Burnova)"" Lyrics: Lefteris Papadopoulos
",15,== Discography ==
"""O Koutalianos""  Lyrics: Lefteris Papadopoulos
",16,== Discography ==
"""Evdokia"" (Instrumental Zeibekiko)
",17,== Discography ==
"""Kalimera Ilie (Goodmorning Sun)""  Lyrics: Manos Loizos. During the 1981-1989 period the song was used as trademark by the political movement PASOKIn 1985, a big concert dedicated to his memory took place in the Athens Olympic Stadium, attended by more than 50,000 people with singers George Dalaras, Haris Alexiou, Giannis Kalatzis, Dimitra Galani and Vasilis Papakonstantinou performing. Manos Loizos' songs and music remain popular until today among all ages of the Greek society.
",18,== Discography ==
"=== Studio albums ===
",19,== Discography == | === Studio albums ===
== References ==,20,== References ==
