paragraph,paragraphIndex,section
"Chad Daniel Ackerman (born November 30, 1983) is a rock singer, songwriter, musician, writer, director, actor, and producer. Ackerman's debut as a singer/songwriter was on November 30, 2012 under the name ""A Veil"" with an album entitled The in Between. He has also been the vocalist for the bands Chapter 14, and Count Your Curses. He was the voice parody of Arnold Schwarzenegger for the band Austrian Death Machine. Ackerman was previously the vocalist for the band Destroy the Runner, guitarist for As I Lay Dying, and Die Trying.
",0,N/A
"== Biography ==
",1,== Biography ==
"Ackerman began his music career at age 16 with the San Diego, California band Skratchline on Rescue Records playing rhythm guitar alongside Jasun Krebs, former Edge or Mortality guitarist and future member of As I Lay Dying. In 2002–3, Ackerman played rhythm guitar with As I Lay Dying at a number of live performances, including a full U.S. tour after his graduation from San Marcos High School. He did not appear on any of As I Lay Dying's studio recordings from that period, although he provided some backing vocals for their 2007 album An Ocean Between Us.
",2,== Biography ==
"In 2005, he started the band Chapter 14 with Joel Piper of Confide, Noah Slifka of In Fear and Faith, and Michael Catalano of Destroy the Runner and Chiodos. Ackerman was the band's vocalist and founder. Chapter 14 went on two U.S. tours in 2005 and 2006 with unsigned self releases. In 2006, Ackerman filled in for the band Die Trying on Island Records, playing guitar for three months in Sacramento. The band broke up in the fall of 2007.
",3,== Biography ==
"In the fall of 2007 Ackerman joined Destroy the Runner as the new vocalist, replacing previous vocalist Kyle Setter. The band did two U.S. tours with Ackerman, promoting their debut record Saints. Destroy The Runner then recorded their second studio album I, Lucifer in Baltimore with producer Brian McTernan. I, Lucifer was released on April 15, 2008 and the band has done three U.S. tours and one European tour promoting the album.
",4,== Biography ==
"In 2008, Ackerman teamed up with vocalist Tim Lambesis of As I Lay Dying to record Total Brutal, the debut album for Lambesis' comic side project Austrian Death Machine. Ackerman voices all of the ""Ahhnold"" impersonations on Total Brutal and for the band's bonus disc A Very Brutal Christmas also in 2008.
",5,== Biography ==
"Ackerman was working on the third Destroy the Runner album set to be released in 2010, but the band has since broken up as stated on their MySpace page. Ackerman has done several interviews about the breakup, and has started up Chapter 14 again with Tanner Sparks (Destroy the Runner bassist). Ackerman was the vocalist of Count Your Curses, a three-piece trip-hop/electro rock group formed in January 2011. The project was a long-distance collaboration between Ackerman, kmotiv (Programming, Synth, and Keyboards) and Sean Sallings (Guitars, Bass, & Percussion); the band self-released three  singles in 2011–2012. Ackerman is also currently producing bands, solo artists, and musicians.
",6,== Biography ==
"On November 29, 2012 Ackerman announced on his Facebook page that his debut release under the name ""A Veil"" was on YouTube, and that the album would be free for download or ""name your own price"" on November 30, 2012. This is Ackerman's first attempt as a singer/songwriter, and the album is entitled The in Between.
",7,== Biography ==
"On May 30, 2013, the music video for ""Tombs"" was screened at the Portland Music Video Festival at the historical Hollywood Theater in downtown Portland,OR.
",8,== Biography ==
"== Discography ==
",9,== Discography ==
"With A Veil
",10,== Discography ==
"The in Between (album), 2012; self-releasedWith Count Your Curses
",11,== Discography ==
"Zombie B-Boy (single), 2011; self-released
",12,== Discography ==
"Be Advised (single), 2012; self-released
",13,== Discography ==
"By A Thread (single), 2012; self-releasedWith Chapter 14
",14,== Discography ==
"Like Trees in November (5-song extended play), 2010; self-released
",15,== Discography ==
"The Bad Shepherd (single); self-releasedWith Destroy the Runner
",16,== Discography ==
"Saints (2006) (backing vocals) Solid State Records
",17,== Discography ==
"I, Lucifer, 2008 Solid State Records
",18,== Discography ==
"Saints - ""Sinners"" (b-side), 2009; self-releasedWith Austrian Death Machine
",19,== Discography ==
"Total Brutal, 2008
",20,== Discography ==
"A Very Brutal Christmas, 2008 (EP)
",21,== Discography ==
