paragraph,paragraphIndex,section
"Clementino Ocampos (November 14, 1913 in San Lorenzo, Paraguay – January 4, 2001) was a Paraguayan composer and poet. His parents were Justiniano Ocampos and Telesfora Melgarejo.
",0,N/A
"== Early life ==
",1,== Early life ==
"In 1932, initiating the great struggle of Paraguayan Chaco, and he was still a teenager, with 19 years of age went to the clarion call to go to defend Chaco and he enlisted in the gunboat of Paraguay, for comply with Homeland doing compulsory military service, from that year until the year 1935, while the contest lasted war that pitted the fraternal peoples of Paraguay and Bolivia.
",2,== Early life ==
"This truly popular poet has also joined works to enrich the songbook native Paraguayan Guaraní language used in verses sweet narrative and exciting, that turn their creations into real ""image"" that impressed when we heard interpreted by the more established soloists or groups folk of our homeland.
",3,== Early life ==
"Clementino Ocampos, ""popular poet,"" has earned a privileged place in the native musical work, having left as a legacy of his extraordinary work compositions that continue to this day to delight those who love our authentic folk music sung in a cadence and perfect Guaraní.
",4,== Early life ==
"== Career ==
",5,== Career ==
"Bilingual poet (Spanish-Guaraní). As a poet, dominated bilingualism and speaking perfect Spanish and Guaraní which is reflected in many of his works, with the most native words used in them. Thanks to his knowledge was possible recruitment as a translator of Spanish Guaraní for the information services of the United States Embassy, in performing that task in space of eighteen and a half years.
",6,== Career ==
"As a bilingual poet, one of his memorable work was to translate fully Guaraní preferred that the speech John F. Kennedy, on the occasion of the inauguration of the office of President of the USA, whose text was published subsequently completed by the Embassy of that country in Paraguay.
",7,== Career ==
"Clementino Ocampos was also golf player and author of short stories and legends in Guaraní, was one of the great entertainers of the nights of music, singing and poetry of the curve Restaurant, where he spent unforgettable moments with the presence of notable artistic and enshrined numbers that performed their actions with the production of this unforgettable peasant who knew both delight and amuse their fellow citizens with the occurrences of outbreaks with his rich imaginations.
",8,== Career ==
"== Distinctions ==
",9,== Distinctions ==
"The year 1997 was decorated as Illustrious Citizen of his hometown, San Lorenzo, a fitting tribute for a person who has left an example of consecrated life to the difficult task of artistic labor.
",10,== Distinctions ==
"== Works ==
",11,== Works ==
"Clementino Ocampos has left a legacy to their homeland and all those who feel the taste of popular songs like ""Kuña Guapa"" with music by Francisco F. Larrosa.
",12,== Works ==
"“Seis de Enero”,
",13,== Works ==
"“Paloma Saite”,
",14,== Works ==
"“Martinita Aurelia”,
",15,== Works ==
"“Rubita Mimaguive”,
",16,== Works ==
"”Kamba kue mi”,
",17,== Works ==
"“Presente Feliz”,
",18,== Works ==
"“Poranguereko”,
",19,== Works ==
"“Mi alteñita”,
",20,== Works ==
"“Oimembapa che ru”, are a remarkable beauty. The composers Bernardo Avalos, Pablo Barrios, Aristóbulo Aguilera, Paulino Gonzalez, Adolfo Peña, Martin Escalante, Rodolfo Roa and Santiago Cortesi, among others, who were made music his poems. He has collected and published his works in a single volume entitled Pyhare memby [Son of the night].
",21,== Works ==
"Among his works are described below:
",22,== Works ==
"=== “Kuña Guapa” ===
",23,== Works == | === “Kuña Guapa” ===
"Gallo kuéra osapukái ko´eti oñemboja
",24,== Works == | === “Kuña Guapa” ===
"Epu ´a eñakakarai kuña guapa tahecha
",25,== Works == | === “Kuña Guapa” ===
"Toku ´e kena tumby to juasake tetyma
",26,== Works == | === “Kuña Guapa” ===
"Típica tojeroky ta iñesperansa kosina
",27,== Works == | === “Kuña Guapa” ===
"II
",28,== Works == | === “Kuña Guapa” ===
"Kaay ta hetyma ta hyjui ha tahaku
",29,== Works == | === “Kuña Guapa” ===
"Henda huele café ra aje´ima to pupo
",30,== Works == | === “Kuña Guapa” ===
"Tokaruke ryguasu to mbo´a ta hyguata
",31,== Works == | === “Kuña Guapa” ===
"Y pyahu to jereru kambuchi to revosa
",32,== Works == | === “Kuña Guapa” ===
"III
",33,== Works == | === “Kuña Guapa” ===
"Toimba tembi´u ra tata ári ta haku
",34,== Works == | === “Kuña Guapa” ===
"Henda guepe ao ky´a heta por ata ijaruru
",35,== Works == | === “Kuña Guapa” ===
"Moroti va camisa taipoti ta hyakuavu
",36,== Works == | === “Kuña Guapa” ===
"Ani anga hesa´yju ovyvy harupi opyta
",37,== Works == | === “Kuña Guapa” ===
"IV
",38,== Works == | === “Kuña Guapa” ===
"Sabana kotypegua taipoti tapiaite
",39,== Works == | === “Kuña Guapa” ===
"portiju la dosegua ta heve kada ko´e
",40,== Works == | === “Kuña Guapa” ===
"koty ´ipe ke toiko torypápe  la karu
",41,== Works == | === “Kuña Guapa” ===
"pukavype te reiko to reindi  che mborayhu
",42,== Works == | === “Kuña Guapa” ===
"V
",43,== Works == | === “Kuña Guapa” ===
"Kane ´o la dosegua araire tohopa
",44,== Works == | === “Kuña Guapa” ===
"Osorova umi che ao poraite e remenda
",45,== Works == | === “Kuña Guapa” ===
"Nde deber ka ´arugua pohaita ku tererépe
",46,== Works == | === “Kuña Guapa” ===
"Te reho che rendaipe ha upei ta merenda
",47,== Works == | === “Kuña Guapa” ===
"VI
",48,== Works == | === “Kuña Guapa” ===
"Oguahévo ka ´aru te reho eñempolva
",49,== Works == | === “Kuña Guapa” ===
"To jajai umi nde resa ha pyyinte che retu
",50,== Works == | === “Kuña Guapa” ===
"Kuña guapa  nde rekope virumi reipuru kuaava
",51,== Works == | === “Kuña Guapa” ===
"Ha ko´eramo tupaópe ñamenda mba´e hagua.
",52,== Works == | === “Kuña Guapa” ===
"The song ""Seis de Enero"" composed by the tailor Clementino Ocampos in 1945 is the story of what he has suffered his own but which today has become a social outcry. This testimony tells that on January 5, 1945 was eager to deliver a suit, in order to buy valuable gift for the day of kings, his little daughter barely 3 years old, named Ramona Berlarmina. Until the end the client was not presented to withdraw his request, and as a result there was no pay and no money to acquire the long-awaited gift.
",53,== Works == | === “Kuña Guapa” ===
"On the next day by failing to find the expected gift of kings, the girl felt so sad and exclaimed: - Why are the Kings bad, and brought me nothing!, Which has caused so much impression his father and finally finished translating their feelings in this poem written in jopara (mixed Spanish and Guaraní), which finally Martin Escalante has rhythm and has been very popular in Paraguay.
",54,== Works == | === “Kuña Guapa” ===
"And now more than ever, this time in which we live, this music becomes more current.
",55,== Works == | === “Kuña Guapa” ===
"Here it is. Lyric Clementino Ocampos and music Martin Escalante.
",56,== Works == | === “Kuña Guapa” ===
"=== 6 DE ENERO ===
",57,== Works == | === 6 DE ENERO ===
"Era hermosa la mañana, era el Día de Los Reyes,
",58,== Works == | === 6 DE ENERO ===
"las sonrisas infantiles mundopyre iñasãi, (1)
",59,== Works == | === 6 DE ENERO ===
"cada cual con el obsequio que el Mago les hiciera
",60,== Works == | === 6 DE ENERO ===
"por ser bueno y obediente, vy’águi osapukái. (2)
",61,== Works == | === 6 DE ENERO ===
"Más un niño que era pobre, también bueno y obediente,
",62,== Works == | === 6 DE ENERO ===
"al no serle obsequiado isymíme oporandu: (3)
",63,== Works == | === 6 DE ENERO ===
"Por qué mamá querida Los Reyes del Oriente
",64,== Works == | === 6 DE ENERO ===
"no me hizo un regalito, ha entérope ogueru. (4)
",65,== Works == | === 6 DE ENERO ===
"Yo mamita soy más bueno que Antonio y Andresito,
",66,== Works == | === 6 DE ENERO ===
"y de muchos amiguitos añembo´ekuaaiteve; (5)
",67,== Works == | === 6 DE ENERO ===
"qué malos son Los Reyes no me trajo ni un autito
",68,== Works == | === 6 DE ENERO ===
"comprámena mamita, aipotánteko che ave. (6)
",69,== Works == | === 6 DE ENERO ===
"Así se queja el pobre sin cariño y sin halago
",70,== Works == | === 6 DE ENERO ===
"que su padre fue un tirano ni ndohechávai chupe (7)
",71,== Works == | === 6 DE ENERO ===
"y esa terrible orfandad no tiene sus Reyes Magos
",72,== Works == | === 6 DE ENERO ===
"que le haga un regalito el 6 de enero yave. (8)
",73,== Works == | === 6 DE ENERO ===
"== Translation ==
",74,== Translation ==
"(1) mundopyre iñasãi: It is spread through the world
",75,== Translation ==
"(2) vy'águi osapukái: He shouts of joy
",76,== Translation ==
"(3) isymíme oporandu: He asked his mommy
",77,== Translation ==
"(4) ha entérope ogueru: And they all brought
",78,== Translation ==
"(5) añembo'ekuaaiteve: I pray even better
",79,== Translation ==
"(6) comprámena mamita, aipotánteko che ave: Please mommy, I would also like to have something
",80,== Translation ==
"(7) ni ndohechávai chupe: Not even saw him
",81,== Translation ==
"(8) yave: During
",82,== Translation ==
"== Bibliography ==
",83,== Bibliography ==
"Sonidos de mi Tierra.
",84,== Bibliography ==
"Biblioteca Virtual
",85,== Bibliography ==
"== External links ==
",86,== External links ==
Paraguay Profundo,87,== External links ==
