time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
"September 23 , 1945","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,0,1945-09-23,1945-09-23,ML
the 1950s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,1,1950-01-01,1959-12-31,ML
the 1960s,DT NNS,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,1,1960-01-01,1969-12-31,ML
1990,CD,YEAR_REGEX_1,TIME,time_reference,0,2,1990-01-01,1990-12-31,ML
the 1958,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,5,1958-01-01,1958-12-31,ML
1958 to 1966,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,1,5,1958-01-01,1966-12-31,ML
1997,CD,YEAR_REGEX_1,TIME,time_reference,2,5,1997-01-01,1997-12-31,ML
the 1967,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,5,1967-01-01,1967-12-31,ML
1967,CD,YEAR_REGEX_1,TIME,time_reference,4,5,1967-01-01,1967-12-31,ML
"April 12 , 1966","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,5,5,1966-04-12,1966-04-12,ML
1962,CD,YEAR_REGEX_1,TIME,time_reference,1,7,1962-01-01,1962-12-31,ML
the 1960s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,7,1960-01-01,1969-12-31,ML
1977,CD,YEAR_REGEX_1,TIME,time_reference,6,9,1977-01-01,1977-12-31,ML
1990,CD,YEAR_REGEX_1,TIME,time_reference,0,13,1990-01-01,1990-12-31,ML
1967,CD,YEAR_REGEX_1,TIME,time_reference,2,15,1967-01-01,1967-12-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,2,15,1970-01-01,1970-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,3,15,1974-01-01,1974-12-31,ML
1988,CD,YEAR_REGEX_1,TIME,time_reference,4,15,1988-01-01,1988-12-31,ML
December 1992,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,5,15,1992-12-01,1992-12-31,ML
1962,CD,YEAR_REGEX_1,TIME,time_reference,0,19,1962-01-01,1962-12-31,ML
1963,CD,YEAR_REGEX_1,TIME,time_reference,0,20,1963-01-01,1963-12-31,ML
1963,CD,YEAR_REGEX_1,TIME,time_reference,0,21,1963-01-01,1963-12-31,ML
the early 1980s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,1,1,1980-01-01,1983-12-31,LLM
May 1963Featuring four,NNP CD CD,MONTH_REGEX YEAR_REGEX_1 BASIC_NUMBER_REGEX_1,TIME TIME NUMERAL,time_reference,1,20,1963-05-01,1963-05-31,LLM
decades,NNS,TIME_UNIT_REGEX,TIME,time_reference,2,5,,,ML
year,NN,TIME_UNIT_REGEX,TIME,time_reference,2,7,,,ML
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,0,9,,,ML
one year,CD NN,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,,5,9,,,ML
annually,RB,PERIOD_REGEX,TIME,time_reference,0,11,,,ML
recently,RB,TIMELINE_REGEX,TIME,time_reference,1,11,,,ML
