time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"March 27 , 1961","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Takahiro Matsumoto (松本 孝弘, Matsumoto Takahiro, born on March 27, 1961 in Toyonaka, Osaka) is a Japanese musician, songwriter and record producer.",0,0,,491003,1961-03-27,1961-03-27,ML
2010,CD,YEAR_REGEX_1,TIME,time_reference,"He also has a successful solo career where, in addition to winning several Japan Gold Disc Awards, he won the Grammy Award for Best Pop Instrumental Album for Take Your Pick (2010), which he made in collaboration with Larry Carlton.",2,0,,491003,2010-01-01,2010-12-31,ML
September 1988,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,Matsumoto and Koshi formed the duo B'z and debuted in September 1988.,5,4,== Career ==,491003,1988-09-01,1988-09-30,ML
the 1999,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Tak has ongoing friendships with musicians such as Barry Sparks, Marty Friedman, Billy Sheehan, Eddie Van Halen, Eric Martin, Jack Blades, Joe Perry, Pat Torpey, Steven Tyler, and Steve Vai, with whom Tak and Koshi recorded the song ""Asian Sky"" from the 1999 album, The Ultra Zone.",8,4,== Career ==,491003,1999-01-01,1999-12-31,ML
1999,CD,YEAR_REGEX_1,TIME,time_reference,"Billy Sheehan recorded tracks for 1999's Brotherhood album, as well as touring (along with Shane Gaalaas) as support musicians for 2002's Green Live-Gym Tour.",9,4,== Career ==,491003,1999-01-01,1999-12-31,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,"Billy Sheehan recorded tracks for 1999's Brotherhood album, as well as touring (along with Shane Gaalaas) as support musicians for 2002's Green Live-Gym Tour.",9,4,== Career ==,491003,2002-01-01,2002-12-31,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,"In 2002, Matsumoto contributed music to two songs (""Don't Stop Music!""",10,4,== Career ==,491003,2002-01-01,2002-12-31,ML
2003,CD,YEAR_REGEX_1,TIME,time_reference,Matsumoto's 2003 solo album The Hit Parade was chosen as one of the Best Rock & Pop albums of the year at the 18th Japan Gold Disc Awards.,0,5,== Career ==,491003,2003-01-01,2003-12-31,ML
2004,CD,YEAR_REGEX_1,TIME,time_reference,"In 2004, he formed the ""Tak Matsumoto Group"" with Eric Martin on vocal, Jack Blades on bass, and Brian Tichy on drums, forging ahead with his own brand of musical genius.",1,5,== Career ==,491003,2004-01-01,2004-12-31,ML
2004,CD,YEAR_REGEX_1,TIME,time_reference,"At this special concert named Tokyo Special Collaboration 2004 Matsumoto Takahiro -HANA-, Tak played B'z hit ""Love Phantom"" and the solo number ""HANA"" with only his guitar and Orchestra.",9,5,== Career ==,491003,2004-01-01,2004-12-31,ML
2005,CD,YEAR_REGEX_1,TIME,time_reference,"In 2005, he scored the soundtrack for the film Ultraman: The Next, while the next year wrote the music of ""Real Face"" for KAT-TUN.",0,6,== Career ==,491003,2005-01-01,2005-12-31,ML
