time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1948,CD,YEAR_REGEX_1,TIME,time_reference,His musical career flourished from 1948 until the first half of the 1970s.,2,0,,248612,1948-01-01,1948-12-31,ML
18 May 1961,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,Schoepen married Dutch former opera singer and photographer's model Josephina (Josée) Jongen on 18 May 1961.,5,0,,248612,1961-05-18,1961-05-18,ML
1962,CD,YEAR_REGEX_1,TIME,time_reference,"They have five children: Robert (""Bob Jr."", 1962), Myriam (1963), Jacky (1964), Peggy (1968), and Tom (1970).",6,0,,248612,1962-01-01,1962-12-31,ML
1963,CD,YEAR_REGEX_1,TIME,time_reference,"They have five children: Robert (""Bob Jr."", 1962), Myriam (1963), Jacky (1964), Peggy (1968), and Tom (1970).",6,0,,248612,1963-01-01,1963-12-31,ML
1964,CD,YEAR_REGEX_1,TIME,time_reference,"They have five children: Robert (""Bob Jr."", 1962), Myriam (1963), Jacky (1964), Peggy (1968), and Tom (1970).",6,0,,248612,1964-01-01,1964-12-31,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,"They have five children: Robert (""Bob Jr."", 1962), Myriam (1963), Jacky (1964), Peggy (1968), and Tom (1970).",6,0,,248612,1968-01-01,1968-12-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,"They have five children: Robert (""Bob Jr."", 1962), Myriam (1963), Jacky (1964), Peggy (1968), and Tom (1970).",6,0,,248612,1970-01-01,1970-12-31,ML
1944,CD,YEAR_REGEX_1,TIME,time_reference,"He had his first audition for radio, in 1944 in Brussels.",2,2,== Early musical period ==,248612,1944-01-01,1944-12-31,ML
1943,CD,YEAR_REGEX_1,TIME,time_reference,In 1943 he undertook classical guitar instruction with guitarist Frans De Groodt (1892–1990).,3,2,== Early musical period ==,248612,1943-01-01,1943-12-31,ML
1892–1990,CD,YEAR_REGEX_1,TIME,time_reference,In 1943 he undertook classical guitar instruction with guitarist Frans De Groodt (1892–1990).,3,2,== Early musical period ==,248612,1892-01-01,1990-12-31,ML
October 1944,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"For this he was locked up for three months in the Dossin barracks in Mechelen from October 1944, without a hearing or a trial.",10,4,== Early musical period == | === Musical and political debut ===,248612,1944-10-01,1944-10-31,ML
1945,CD,YEAR_REGEX_1,TIME,time_reference,"In 1945 he formed a duo with Kees Brug, a young man from his own village, with the name of ""Two Boys and Two Guitars"".",0,6,== Early musical period == | === Two Boys and Two Guitars ===,248612,1945-01-01,1945-12-31,ML
1947,CD,YEAR_REGEX_1,TIME,time_reference,In 1947 he came into contact with Jacques Kluger.,0,8,== Early musical period == | === Performing to the allied forces ===,248612,1947-01-01,1947-12-31,ML
1948,CD,YEAR_REGEX_1,TIME,time_reference,"Schoepen's first recordings followed, and in 1948 ""De Jodelende Fluiter"" (""The Yodeling Whistler"") became Schoepen's first hit.",2,10,== Early musical period == | === First hit record and Indonesian tour ===,248612,1948-01-01,1948-12-31,ML
1949,CD,YEAR_REGEX_1,TIME,time_reference,"In 1949 he went on tour for the Dutch troops in Indonesia, performing 127 shows over the course of three months.",1,11,== Early musical period == | === First hit record and Indonesian tour ===,248612,1949-01-01,1949-12-31,ML
1952,CD,YEAR_REGEX_1,TIME,time_reference,"Five days after returning home he began a 220-day tour through Belgium, playing nostalgic songs, such as the tried and true ""De lichtjes van de Schelde"" (""The Lights of the Scheldt"") (1952), which is still an evergreen in Belgium today, Bobbejaan Schoepen quickly became one of the most popular artists in Flanders.",3,11,== Early musical period == | === First hit record and Indonesian tour ===,248612,1952-01-01,1952-12-31,ML
1951,CD,YEAR_REGEX_1,TIME,time_reference,"Schoepen toured in at least twenty different countries, together with artists such as Josephine Baker, Caterina Valente, Gilbert Bécaud, and Toots Thielemans (who was a guitarist in his band in 1951).",0,13,== International tours and success ==,248612,1951-01-01,1951-12-31,ML
