time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
6 December 1944,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,0,1944-12-06,1944-12-06,ML
1965,CD,YEAR_REGEX_1,TIME,time_reference,1,0,1965-01-01,1965-12-31,ML
1967,CD,YEAR_REGEX_1,TIME,time_reference,2,0,1967-01-01,1967-12-31,ML
1972,CD,YEAR_REGEX_1,TIME,time_reference,3,0,1972-01-01,1972-12-31,ML
the 1970s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,5,0,1970-01-01,1979-12-31,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,7,0,2002-01-01,2002-12-31,ML
the 1980s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,8,0,1980-01-01,1989-12-31,ML
1995,CD,YEAR_REGEX_1,TIME,time_reference,9,0,1995-01-01,1995-12-31,ML
1997,CD,YEAR_REGEX_1,TIME,time_reference,9,0,1997-01-01,1997-12-31,ML
September 2001,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,10,0,2001-09-01,2001-09-30,ML
the 1980s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,10,0,1980-01-01,1989-12-31,ML
November 2001,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,11,0,2001-11-01,2001-11-30,ML
March 2005,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,12,0,2005-03-01,2005-03-31,ML
June 2018,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,13,0,2018-06-01,2018-06-30,ML
1954,CD,YEAR_REGEX_1,TIME,time_reference,0,3,1954-01-01,1954-12-31,ML
1916–2007,CD,YEAR_REGEX_1,TIME,time_reference,0,3,1916-01-01,2007-12-31,ML
1954,CD,YEAR_REGEX_1,TIME,time_reference,1,5,1954-01-01,1954-12-31,ML
1956,CD,YEAR_REGEX_1,TIME,time_reference,4,5,1956-01-01,1956-12-31,ML
1958,CD,YEAR_REGEX_1,TIME,time_reference,5,5,1958-01-01,1958-12-31,ML
1962,CD,YEAR_REGEX_1,TIME,time_reference,0,8,1962-01-01,1962-12-31,ML
1963,CD,YEAR_REGEX_1,TIME,time_reference,7,8,1963-01-01,1963-12-31,ML
June 1964,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,9,8,1964-06-01,1964-06-30,ML
April 1965,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,11,1965-04-01,1965-04-30,ML
August 1965,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,8,11,1965-08-01,1965-08-31,ML
October 1966,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,17,11,1966-10-01,1966-10-31,ML
2019,CD,YEAR_REGEX_1,TIME,time_reference,19,11,2019-01-01,2019-12-31,ML
September 1965,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,22,11,1965-09-01,1965-09-30,ML
1965,CD,YEAR_REGEX_1,TIME,time_reference,24,11,1965-01-01,1965-12-31,ML
early 1967,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,13,1967-01-01,1967-12-31,ML
2007,CD,YEAR_REGEX_1,TIME,time_reference,9,13,2007-01-01,2007-12-31,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,0,15,1968-01-01,1968-12-31,ML
1969,CD,YEAR_REGEX_1,TIME,time_reference,0,15,1969-01-01,1969-12-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,5,15,1970-01-01,1970-12-31,ML
1972,CD,YEAR_REGEX_1,TIME,time_reference,5,15,1972-01-01,1972-12-31,ML
1985,CD,YEAR_REGEX_1,TIME,time_reference,7,15,1985-01-01,1985-12-31,ML
June 1967,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,17,1967-06-01,1967-06-30,ML
of 2019,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,4,17,2019-01-01,2019-12-31,ML
1965,CD,YEAR_REGEX_1,TIME,time_reference,0,19,1965-01-01,1965-12-31,ML
1969,CD,YEAR_REGEX_1,TIME,time_reference,1,19,1969-01-01,1969-12-31,ML
January 1970,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,19,1970-01-01,1970-01-31,ML
December 1970,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,2,19,1970-12-01,1970-12-31,ML
1971,CD,YEAR_REGEX_1,TIME,time_reference,4,19,1971-01-01,1971-12-31,ML
May 1971,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,6,19,1971-05-01,1971-05-31,ML
April 1974,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,8,19,1974-04-01,1974-04-30,ML
1992,CD,YEAR_REGEX_1,TIME,time_reference,9,19,1992-01-01,1992-12-31,ML
1998,CD,YEAR_REGEX_1,TIME,time_reference,9,19,1998-01-01,1998-12-31,ML
2014,CD,YEAR_REGEX_1,TIME,time_reference,9,19,2014-01-01,2014-12-31,ML
November 1971,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,14,19,1971-11-01,1971-11-30,ML
1972,CD,YEAR_REGEX_1,TIME,time_reference,0,21,1972-01-01,1972-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,3,21,1974-01-01,1974-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,7,21,1974-01-01,1974-12-31,ML
June 1973,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,8,21,1973-06-01,1973-06-30,ML
1965,CD,YEAR_REGEX_1,TIME,time_reference,10,21,1965-01-01,1965-12-31,ML
1972,CD,YEAR_REGEX_1,TIME,time_reference,13,21,1972-01-01,1972-12-31,ML
1973,CD,YEAR_REGEX_1,TIME,time_reference,13,21,1973-01-01,1973-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,13,21,1974-01-01,1974-12-31,ML
1975,CD,YEAR_REGEX_1,TIME,time_reference,15,21,1975-01-01,1975-12-31,ML
April 1978,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,23,1978-04-01,1978-04-30,ML
August 1979,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,3,23,1979-08-01,1979-08-31,ML
the 1980,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,6,23,1980-01-01,1980-12-31,ML
December 1980,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,7,23,1980-12-01,1980-12-31,ML
1980 and 1981,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,9,23,1980-01-01,1981-12-31,ML
1987,CD,YEAR_REGEX_1,TIME,time_reference,10,23,1987-01-01,1987-12-31,ML
1982,CD,YEAR_REGEX_1,TIME,time_reference,12,23,1982-01-01,1982-12-31,ML
February 1985,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,14,23,1985-02-01,1985-02-28,ML
