time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"November 9 , 1969","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On November 9, 1969, she was the victim of a car accident.",0,4,== Early life ==,20708082,1969-11-09,1969-11-09,ML
the 1980s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"In addition to her musical career, Rika Zaraï distinguished herself in the promotion of herbal medicine from the 1980s.",0,5,== Early life ==,20708082,1980-01-01,1989-12-31,ML
1985,CD,YEAR_REGEX_1,TIME,time_reference,"After having studied unconventional medicine for eleven years, she published under her name in 1985 a book Ma médecine naturelle (in english My natural medicine), which sells 2 million copies.",1,5,== Early life ==,20708082,1985-01-01,1985-12-31,ML
"June 3 , 2008","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On June 3, 2008, Rika Zaraï was hospitalized urgently following a stroke.",0,6,== Early life ==,20708082,2008-06-03,2008-06-03,ML
the 1950s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"In the 1950s, the Israeli writer, Aharon Megged, wrote a musical for the IDF Central Command entertainment troupe about five soldiers falling in love with five country girls.",0,8,== Music career ==,20708082,1950-01-01,1959-12-31,ML
1956,CD,YEAR_REGEX_1,TIME,time_reference,"In 1956, it was produced commercially by the Ohel theater starring Rika Zarai.",1,8,== Music career ==,20708082,1956-01-01,1956-12-31,ML
1969,CD,YEAR_REGEX_1,TIME,time_reference,"In 1969, Zarai rose to fame with her songs Casatschok and Alors je chante, the French version of Vivo Cantando.",3,8,== Music career ==,20708082,1969-01-01,1969-12-31,ML
the 1990s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"After publishing other books in the 1990s and continuing to study health, she returned to singing in 2000 with the album Hava.",0,9,== Music career ==,20708082,1990-01-01,1999-12-31,ML
2000,CD,YEAR_REGEX_1,TIME,time_reference,"After publishing other books in the 1990s and continuing to study health, she returned to singing in 2000 with the album Hava.",0,9,== Music career ==,20708082,2000-01-01,2000-12-31,ML
2000,CD,YEAR_REGEX_1,TIME,time_reference,"She sang at the Queen in Paris in 2000, and the oriental version of Hava nagila was successful in nightclubs where she sang until 2004.",1,9,== Music career ==,20708082,2000-01-01,2000-12-31,ML
2004,CD,YEAR_REGEX_1,TIME,time_reference,"She sang at the Queen in Paris in 2000, and the oriental version of Hava nagila was successful in nightclubs where she sang until 2004.",1,9,== Music career ==,20708082,2004-01-01,2004-12-31,ML
"February 3 , 2020","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On February 3, 2020, twelve years after her stroke, she sang in public during the Night of the Depression party organized by Raphaël Mezrahi at the Folies Bergère in Paris.",0,10,== Music career ==,20708082,2020-02-03,2020-02-03,ML
1962,CD,YEAR_REGEX_1,TIME,time_reference,Chante Israël (1962),0,13,== Discography ==,20708082,1962-01-01,1962-12-31,ML
1964,CD,YEAR_REGEX_1,TIME,time_reference,Rika Zaraï (1964),0,14,== Discography ==,20708082,1964-01-01,1964-12-31,ML
1967,CD,YEAR_REGEX_1,TIME,time_reference,Un beau jour je partirai (1967),0,15,== Discography ==,20708082,1967-01-01,1967-12-31,ML
1969,CD,YEAR_REGEX_1,TIME,time_reference,Alors je chante (1969),0,16,== Discography ==,20708082,1969-01-01,1969-12-31,ML
1971,CD,YEAR_REGEX_1,TIME,time_reference,Moi le dimanche (1971),0,17,== Discography ==,20708082,1971-01-01,1971-12-31,ML
1973,CD,YEAR_REGEX_1,TIME,time_reference,Les Dessins animés (1973),0,18,== Discography ==,20708082,1973-01-01,1973-12-31,ML
1973,CD,YEAR_REGEX_1,TIME,time_reference,Chansons d'Israël (1973),0,19,== Discography ==,20708082,1973-01-01,1973-12-31,ML
1975,CD,YEAR_REGEX_1,TIME,time_reference,Ma poupée de France (1975),0,20,== Discography ==,20708082,1975-01-01,1975-12-31,ML
1979,CD,YEAR_REGEX_1,TIME,time_reference,Dad li di (1979),0,21,== Discography ==,20708082,1979-01-01,1979-12-31,ML
1982,CD,YEAR_REGEX_1,TIME,time_reference,Chante l'ami (1982),0,22,== Discography ==,20708082,1982-01-01,1982-12-31,ML
1983,CD,YEAR_REGEX_1,TIME,time_reference,L'Espoir (1983),0,23,== Discography ==,20708082,1983-01-01,1983-12-31,ML
1985,CD,YEAR_REGEX_1,TIME,time_reference,Sans rancune et sans regret (1985),0,24,== Discography ==,20708082,1985-01-01,1985-12-31,ML
1988,CD,YEAR_REGEX_1,TIME,time_reference,Story (1988),0,25,== Discography ==,20708082,1988-01-01,1988-12-31,ML
2000,CD,YEAR_REGEX_1,TIME,time_reference,Hava (2000),0,26,== Discography ==,20708082,2000-01-01,2000-12-31,ML
2007,CD,YEAR_REGEX_1,TIME,time_reference,Quand les hommes (2007),0,27,== Discography ==,20708082,2007-01-01,2007-12-31,ML
1985,CD,YEAR_REGEX_1,TIME,time_reference,"Ma médecine naturelle, Michel Lafon, 1985",0,29,== Published works ==,20708082,1985-01-01,1985-12-31,ML
1986,CD,YEAR_REGEX_1,TIME,time_reference,"47 recettes de plantes, Mangina, 1986",0,30,== Published works ==,20708082,1986-01-01,1986-12-31,ML
1987,CD,YEAR_REGEX_1,TIME,time_reference,"Soins et beauté par l'argile et les plantes, Mangina, 1987",0,31,== Published works ==,20708082,1987-01-01,1987-12-31,ML
1988,CD,YEAR_REGEX_1,TIME,time_reference,"Mes secrets naturels pour guérir et réussir, J-C Lattès, 1988",0,32,== Published works ==,20708082,1988-01-01,1988-12-31,ML
1995,CD,YEAR_REGEX_1,TIME,time_reference,"Ces émotions qui guérissent, Michel Lafon, 1995",0,33,== Published works ==,20708082,1995-01-01,1995-12-31,ML
1996,CD,YEAR_REGEX_1,TIME,time_reference,"Le Code secret de votre personnalité, Michel Lafon, 1996",0,34,== Published works ==,20708082,1996-01-01,1996-12-31,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,"L'espérance a toujours raison (mémoires), Michel Lafon, 2006",0,35,== Published works ==,20708082,2006-01-01,2006-12-31,ML
