time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
early 1992,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Starting out as a solo Tech house project, his debut commercial release was the 5-track Phantasy EP, released early 1992.",1,3,== Career ==,56146794,1992-01-01,1992-12-31,ML
1994,CD,YEAR_REGEX_1,TIME,time_reference,"Their first hit ""Music Is My Life"" was released in 1994, followed by a number of other hits, worldwide licenses, numerous Juno Award Nominations.",3,3,== Career ==,56146794,1994-01-01,1994-12-31,ML
1996,CD,YEAR_REGEX_1,TIME,time_reference,"In 1996, Temperance peaked with its hi-nrg cover version of the 1980s hit ""Forever Young"".",5,3,== Career ==,56146794,1996-01-01,1996-12-31,ML
1997,CD,YEAR_REGEX_1,TIME,time_reference,"In 1997, after the releases of S.P.O.T. (Side Project of Temperance) and the Temperance single ""Universal Dream"", Mark parted ways to launch 22 Green Productions, primarily focusing on producing and remixing various local and international artists, such as soulDecision, 666, Vapourspace, Urban Cookie Collective, Mia Minx, Emjay, and more.",6,3,== Career ==,56146794,1997-01-01,1997-12-31,ML
2008,CD,YEAR_REGEX_1,TIME,time_reference,"His song ""Qele Qele"" performed by Sirusho was Armenia's entry in the Eurovision Song Contest 2008.",7,3,== Career ==,56146794,2008-01-01,2008-12-31,ML
2014,CD,YEAR_REGEX_1,TIME,time_reference,"Out of 43 participating countries, it went on to rank 4th (Armenia's highest position in the main song contest, equalled in 2014), and received the most 12 points in the competition.",9,3,== Career ==,56146794,2014-01-01,2014-12-31,ML
"September 5 , 2010","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On September 5, 2010, his production of Mama performed by Vladimir Arzumanyan, was selected as Armenia's entry in the Junior Eurovision Song Contest 2010.",0,4,== Career ==,56146794,2010-09-05,2010-09-05,ML
2010,CD,YEAR_REGEX_1,TIME,time_reference,"On September 5, 2010, his production of Mama performed by Vladimir Arzumanyan, was selected as Armenia's entry in the Junior Eurovision Song Contest 2010.",0,4,== Career ==,56146794,2010-01-01,2010-12-31,ML
November 20,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,"On November 20, the song went on to collect the most points (including the most 12 points) to win the contest, Armenia's first Victory at any level of Eurovision.",1,4,== Career ==,56146794,2021-11-20,2021-11-20,LLM
February 22,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,"H.A. Der-Hovagimian (sometimes spelled ""Ter-Hovakimyan""), born  February 22 in Toronto, Ontario, Canada, is a Canadian-Armenian music composer, songwriter and producer.",0,0,,56146794,,,ML
the following 15 years,DT JJ CD NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,"For the following 15 years, he was mainly credited under his stage name ""Mark Ryan"".",1,2,== Career ==,56146794,,,ML
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,"For years, his main focus was his Temperance project.",0,3,== Career ==,56146794,,,ML
of the 1980s,IN DT CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"In 1996, Temperance peaked with its hi-nrg cover version of the 1980s hit ""Forever Young"".",5,3,== Career ==,56146794,,,ML
currently,RB,TIMELINE_REGEX,TIME,time_reference,"DerHova currently resides in Yerevan, Armenia.",0,6,== Personal life ==,56146794,,,ML
