time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
17 January 1944,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,0,1944-01-17,1944-01-17,ML
the 1960s,DT NNS,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,8,0,1960-01-01,1969-12-31,ML
1962,CD,YEAR_REGEX_1,TIME,time_reference,2,1,1962-01-01,1962-12-31,ML
1964,CD,YEAR_REGEX_1,TIME,time_reference,3,1,1964-01-01,1964-12-31,ML
1977 and 1988,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,7,1,1977-01-01,1988-12-31,ML
1988,CD,YEAR_REGEX_1,TIME,time_reference,8,1,1988-01-01,1988-12-31,ML
the 1970s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,2,1970-01-01,1979-12-31,ML
the 2000s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,2,2000-01-01,2009-12-31,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,4,2,2006-01-01,2006-12-31,ML
the 2010s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,5,2,2010-01-01,2019-12-31,ML
1981,CD,YEAR_REGEX_1,TIME,time_reference,6,2,1981-01-01,1981-12-31,ML
2021,CD,YEAR_REGEX_1,TIME,time_reference,7,2,2021-01-01,2021-12-31,ML
17 January 1944,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,4,1944-01-17,1944-01-17,ML
1952 and 1960,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,13,4,1952-01-01,1960-12-31,ML
1960,CD,YEAR_REGEX_1,TIME,time_reference,15,4,1960-01-01,1960-12-31,ML
1961,CD,YEAR_REGEX_1,TIME,time_reference,26,4,1961-01-01,1961-12-31,ML
1955,CD,YEAR_REGEX_1,TIME,time_reference,27,4,1955-01-01,1955-12-31,ML
June 1960,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,27,4,1960-06-01,1960-06-30,ML
1966,CD,YEAR_REGEX_1,TIME,time_reference,29,4,1966-01-01,1966-12-31,ML
1961–1963,CD,YEAR_REGEX_1,TIME,time_reference,1,6,1961-01-01,1963-12-31,ML
14 May 1961,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,7,1961-05-14,1961-05-14,ML
14 November 1961,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,4,7,1961-11-14,1961-11-14,ML
6 February 1962,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,5,7,1962-02-06,1962-02-06,ML
7 July 1963,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,9,7,1963-07-07,1963-07-07,ML
May 1962,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,11,7,1962-05-01,1962-05-31,ML
5 June 1962,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,12,7,1962-06-05,1962-06-05,ML
11 May 1962,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,24,7,1962-05-11,1962-05-11,ML
