time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1940,CD,YEAR_REGEX_1,TIME,time_reference,"In 1940, Periyanayaki's sister P. A. Rajamani got a chance to act in a Tamil film Urvashiyin Kadhal.",0,7,== Film career ==,54161089,1940-01-01,1940-12-31,ML
1941,CD,YEAR_REGEX_1,TIME,time_reference,In 1941 AVM produced a full-length comedy film Sabapathy.,0,10,== Film career ==,54161089,1941-01-01,1941-12-31,ML
1941,CD,YEAR_REGEX_1,TIME,time_reference,"She featured in Dharma Veeran (1941), En Manaivi (1942), Manonmani (1942), Panchamirtham (1942), Prabhavathi (1942), Sivalinga Satchi (1942), Mahamaya (1944), Vichitra Vanitha (1947), Vedhala Ulagam (1948), Geetha Gandhi (1949), Krishna Bakthi (1949) and Koondukili (1954).",0,11,== Film career ==,54161089,1941-01-01,1941-12-31,ML
1942,CD,YEAR_REGEX_1,TIME,time_reference,"She featured in Dharma Veeran (1941), En Manaivi (1942), Manonmani (1942), Panchamirtham (1942), Prabhavathi (1942), Sivalinga Satchi (1942), Mahamaya (1944), Vichitra Vanitha (1947), Vedhala Ulagam (1948), Geetha Gandhi (1949), Krishna Bakthi (1949) and Koondukili (1954).",0,11,== Film career ==,54161089,1942-01-01,1942-12-31,ML
1944,CD,YEAR_REGEX_1,TIME,time_reference,"She featured in Dharma Veeran (1941), En Manaivi (1942), Manonmani (1942), Panchamirtham (1942), Prabhavathi (1942), Sivalinga Satchi (1942), Mahamaya (1944), Vichitra Vanitha (1947), Vedhala Ulagam (1948), Geetha Gandhi (1949), Krishna Bakthi (1949) and Koondukili (1954).",0,11,== Film career ==,54161089,1944-01-01,1944-12-31,ML
1947,CD,YEAR_REGEX_1,TIME,time_reference,"She featured in Dharma Veeran (1941), En Manaivi (1942), Manonmani (1942), Panchamirtham (1942), Prabhavathi (1942), Sivalinga Satchi (1942), Mahamaya (1944), Vichitra Vanitha (1947), Vedhala Ulagam (1948), Geetha Gandhi (1949), Krishna Bakthi (1949) and Koondukili (1954).",0,11,== Film career ==,54161089,1947-01-01,1947-12-31,ML
1948,CD,YEAR_REGEX_1,TIME,time_reference,"She featured in Dharma Veeran (1941), En Manaivi (1942), Manonmani (1942), Panchamirtham (1942), Prabhavathi (1942), Sivalinga Satchi (1942), Mahamaya (1944), Vichitra Vanitha (1947), Vedhala Ulagam (1948), Geetha Gandhi (1949), Krishna Bakthi (1949) and Koondukili (1954).",0,11,== Film career ==,54161089,1948-01-01,1948-12-31,ML
1949,CD,YEAR_REGEX_1,TIME,time_reference,"She featured in Dharma Veeran (1941), En Manaivi (1942), Manonmani (1942), Panchamirtham (1942), Prabhavathi (1942), Sivalinga Satchi (1942), Mahamaya (1944), Vichitra Vanitha (1947), Vedhala Ulagam (1948), Geetha Gandhi (1949), Krishna Bakthi (1949) and Koondukili (1954).",0,11,== Film career ==,54161089,1949-01-01,1949-12-31,ML
1954,CD,YEAR_REGEX_1,TIME,time_reference,"She featured in Dharma Veeran (1941), En Manaivi (1942), Manonmani (1942), Panchamirtham (1942), Prabhavathi (1942), Sivalinga Satchi (1942), Mahamaya (1944), Vichitra Vanitha (1947), Vedhala Ulagam (1948), Geetha Gandhi (1949), Krishna Bakthi (1949) and Koondukili (1954).",0,11,== Film career ==,54161089,1954-01-01,1954-12-31,ML
1945,CD,YEAR_REGEX_1,TIME,time_reference,She lent voice to heroine Rukmini in Sri Valli in 1945 for the first time as a playback singer.,0,12,== Film career ==,54161089,1945-01-01,1945-12-31,ML
1947,CD,YEAR_REGEX_1,TIME,time_reference,She featured as the heroine in Ekambavanan (1947).,0,13,== Film career ==,54161089,1947-01-01,1947-12-31,ML
1951,CD,YEAR_REGEX_1,TIME,time_reference,Yen Manam Kavarndha – Film: Lavanya (1951) Music: S. V. Venkatraman,0,17,== Some of her songs ==,54161089,1951-01-01,1951-12-31,ML
1948,CD,YEAR_REGEX_1,TIME,time_reference,"Jeeviya Bhagyame, Vettunda Kaigal, Kanniye Maamari Thaaye, Arul Thaarum Deva Mathaave – Film: Gnana Soundari (1948), Music: S. V. Venkatraman",0,18,== Some of her songs ==,54161089,1948-01-01,1948-12-31,ML
29 May 2017,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,Archived from the original on 29 May 2017.,1,28,== External links ==,54161089,2017-05-29,2017-05-29,ML
14 April 1927 – 1990,CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER TIME,time_range,P. A. Periyanayaki (14 April 1927 – 1990) was an Indian playback singer and an actress who worked mainly in Tamil-language films.,0,0,,54161089,,,ML
