time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
21 December 1934,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Irma Aguirre Martínez (born 21 December 1934), commonly known as Irma Dorantes, is a Mexican actress, singer, and equestrian.",0,0,,34010093,1934-12-21,1934-12-21,ML
1948,CD,YEAR_REGEX_1,TIME,time_reference,"Her first film, Los tres huastecos, was released in 1948.",0,2,== Career ==,34010093,1948-01-01,1948-12-31,ML
1963,CD,YEAR_REGEX_1,TIME,time_reference,"In 1963, she was nominated for a Silver Goddess Award for Best Supporting Actress for her performance in Sol en llamas (1962).",2,2,== Career ==,34010093,1963-01-01,1963-12-31,ML
1962,CD,YEAR_REGEX_1,TIME,time_reference,"In 1963, she was nominated for a Silver Goddess Award for Best Supporting Actress for her performance in Sol en llamas (1962).",2,2,== Career ==,34010093,1962-01-01,1962-12-31,ML
1964,CD,YEAR_REGEX_1,TIME,time_reference,"In 1964, Dorantes and her horses Gatillo de Oro and Justiciero headed a touring company at the Million Dollar Theater in Los Angeles, California.",5,2,== Career ==,34010093,1964-01-01,1964-12-31,ML
2010,CD,YEAR_REGEX_1,TIME,time_reference,"Later in her career, she played supporting roles in telenovelas such as Cuando me enamoro (2010).",6,2,== Career ==,34010093,2010-01-01,2010-12-31,ML
1957,CD,YEAR_REGEX_1,TIME,time_reference,She was married to actor Pedro Infante until his death in 1957.,0,4,== Personal life ==,34010093,1957-01-01,1957-12-31,ML
1948,CD,YEAR_REGEX_1,TIME,time_reference,Los tres huastecos (1948),0,6,== Selected filmography ==,34010093,1948-01-01,1948-12-31,ML
1949,CD,YEAR_REGEX_1,TIME,time_reference,The Woman of the Port (1949),0,7,== Selected filmography ==,34010093,1949-01-01,1949-12-31,ML
1950,CD,YEAR_REGEX_1,TIME,time_reference,También de dolor se canta (1950),0,8,== Selected filmography ==,34010093,1950-01-01,1950-12-31,ML
1950,CD,YEAR_REGEX_1,TIME,time_reference,Over the Waves (1950),0,9,== Selected filmography ==,34010093,1950-01-01,1950-12-31,ML
1951,CD,YEAR_REGEX_1,TIME,time_reference,Women Without Tomorrow (1951),0,10,== Selected filmography ==,34010093,1951-01-01,1951-12-31,ML
1952,CD,YEAR_REGEX_1,TIME,time_reference,Now I Am Rich (1952),0,11,== Selected filmography ==,34010093,1952-01-01,1952-12-31,ML
1957,CD,YEAR_REGEX_1,TIME,time_reference,Pablo and Carolina (1957),0,12,== Selected filmography ==,34010093,1957-01-01,1957-12-31,ML
1960,CD,YEAR_REGEX_1,TIME,time_reference,Juan Polainas (1960),0,13,== Selected filmography ==,34010093,1960-01-01,1960-12-31,ML
1964,CD,YEAR_REGEX_1,TIME,time_reference,El revólver sangriento (1964),0,14,== Selected filmography ==,34010093,1964-01-01,1964-12-31,ML
1999,CD,YEAR_REGEX_1,TIME,time_reference,Las delicias del poder (1999),0,15,== Selected filmography ==,34010093,1999-01-01,1999-12-31,ML
2014,CD,YEAR_REGEX_1,TIME,time_reference,La hija de Moctezuma (2014),0,16,== Selected filmography ==,34010093,2014-01-01,2014-12-31,ML
of the 1950s and 1960s,IN DT CD CC CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,MODIFIER MODIFIER TIME MODIFIER TIME,time_reference,Dorantes participated in many Mexican films of the 1950s and 1960s.,1,2,== Career ==,34010093,1950-01-01,1969-12-31,LLM
Tomorrow,NNP,TIMELINE_REGEX,TIME,time_reference,Women Without Tomorrow (1951),0,10,== Selected filmography ==,34010093,,,ML
Now,RB,TIMELINE_REGEX,TIME,time_reference,Now I Am Rich (1952),0,11,== Selected filmography ==,34010093,,,ML
