time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
1954,CD,YEAR_REGEX_1,TIME,time_reference,1,0,1954-01-01,1954-12-31,ML
1977,CD,YEAR_REGEX_1,TIME,time_reference,4,1,1977-01-01,1977-12-31,ML
1981,CD,YEAR_REGEX_1,TIME,time_reference,4,1,1981-01-01,1981-12-31,ML
the 1964,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,2,1964-01-01,1964-12-31,ML
2001,CD,YEAR_REGEX_1,TIME,time_reference,3,2,2001-01-01,2001-12-31,ML
1996,CD,YEAR_REGEX_1,TIME,time_reference,0,3,1996-01-01,1996-12-31,ML
1946,CD,YEAR_REGEX_1,TIME,time_reference,0,10,1946-01-01,1946-12-31,ML
1949,CD,YEAR_REGEX_1,TIME,time_reference,0,12,1949-01-01,1949-12-31,ML
1952,CD,YEAR_REGEX_1,TIME,time_reference,3,13,1952-01-01,1952-12-31,ML
1953 to 1954,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,9,13,1953-01-01,1954-12-31,ML
1967,CD,YEAR_REGEX_1,TIME,time_reference,9,13,1967-01-01,1967-12-31,ML
"June 19 , 1966","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,9,13,1966-06-19,1966-06-19,ML
July 1953,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,15,1953-07-01,1953-07-31,ML
"September 27 , 1954","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,1,15,1954-09-27,1954-09-27,ML
1962–1982,CD,YEAR_REGEX_1,TIME,time_reference,1,15,1962-01-01,1982-12-31,ML
June 1956,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,18,1956-06-01,1956-06-30,ML
of 1956,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,23,1956-01-01,1956-12-31,ML
early 1957,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,23,1957-01-01,1957-12-31,ML
September 1959,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,3,23,1959-09-01,1959-09-30,ML
1960,CD,YEAR_REGEX_1,TIME,time_reference,5,23,1960-01-01,1960-12-31,ML
1962 to 1964,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,25,1962-01-01,1964-12-31,ML
1228,CD,YEAR_REGEX_1,TIME,time_reference,1,25,1228-01-01,1228-12-31,ML
1998,CD,YEAR_REGEX_1,TIME,time_reference,1,26,1998-01-01,1998-12-31,ML
1964,CD,YEAR_REGEX_1,TIME,time_reference,2,26,1964-01-01,1964-12-31,ML
the 1980s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,29,1980-01-01,1989-12-31,ML
1961,CD,YEAR_REGEX_1,TIME,time_reference,0,29,1961-01-01,1961-12-31,ML
1964,CD,YEAR_REGEX_1,TIME,time_reference,0,29,1964-01-01,1964-12-31,ML
of 1967,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,29,1967-01-01,1967-12-31,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,2,29,1968-01-01,1968-12-31,ML
1971,CD,YEAR_REGEX_1,TIME,time_reference,2,29,1971-01-01,1971-12-31,ML
1971,CD,YEAR_REGEX_1,TIME,time_reference,0,30,1971-01-01,1971-12-31,ML
1973 to 1977,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,30,1973-01-01,1977-12-31,ML
1982,CD,YEAR_REGEX_1,TIME,time_reference,1,30,1982-01-01,1982-12-31,ML
1972–1973,CD,YEAR_REGEX_1,TIME,time_reference,0,31,1972-01-01,1973-12-31,ML
1977,CD,YEAR_REGEX_1,TIME,time_reference,1,31,1977-01-01,1977-12-31,ML
1986,CD,YEAR_REGEX_1,TIME,time_reference,2,31,1986-01-01,1986-12-31,ML
1988,CD,YEAR_REGEX_1,TIME,time_reference,2,31,1988-01-01,1988-12-31,ML
1984 to 1986,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,32,1984-01-01,1986-12-31,ML
1997,CD,YEAR_REGEX_1,TIME,time_reference,0,33,1997-01-01,1997-12-31,ML
1977,CD,YEAR_REGEX_1,TIME,time_reference,0,35,1977-01-01,1977-12-31,ML
1981,CD,YEAR_REGEX_1,TIME,time_reference,0,35,1981-01-01,1981-12-31,ML
1959,CD,YEAR_REGEX_1,TIME,time_reference,0,38,1959-01-01,1959-12-31,ML
1971,CD,YEAR_REGEX_1,TIME,time_reference,1,38,1971-01-01,1971-12-31,ML
1977,CD,YEAR_REGEX_1,TIME,time_reference,7,38,1977-01-01,1977-12-31,ML
1981,CD,YEAR_REGEX_1,TIME,time_reference,8,38,1981-01-01,1981-12-31,ML
1950,CD,YEAR_REGEX_1,TIME,time_reference,3,40,1950-01-01,1950-12-31,ML
1951,CD,YEAR_REGEX_1,TIME,time_reference,0,41,1951-01-01,1951-12-31,ML
the 1950s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,41,1950-01-01,1959-12-31,ML
the 1960s,DT NNS,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,41,1960-01-01,1969-12-31,ML
1954,CD,YEAR_REGEX_1,TIME,time_reference,0,42,1954-01-01,1954-12-31,ML
1956,CD,YEAR_REGEX_1,TIME,time_reference,0,43,1956-01-01,1956-12-31,ML
1955,CD,YEAR_REGEX_1,TIME,time_reference,1,43,1955-01-01,1955-12-31,ML
1956,CD,YEAR_REGEX_1,TIME,time_reference,2,43,1956-01-01,1956-12-31,ML
1957,CD,YEAR_REGEX_1,TIME,time_reference,0,44,1957-01-01,1957-12-31,ML
1965,CD,YEAR_REGEX_1,TIME,time_reference,1,44,1965-01-01,1965-12-31,ML
the 1990,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,44,1990-01-01,1990-12-31,ML
