time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"September 3 , 1985","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Olatunji Yearwood (born September 3, 1985), better known by his mononym Olatunji, is a Trinidadian soca artist.",0,0,,49981811,1985-09-03,1985-09-03,ML
2015,CD,YEAR_REGEX_1,TIME,time_reference,"His shot to global fame when he won Trinidad's famous Soca Groovy Monarch/International Soca Monarch in 2015, performing his blockbuster single ""Ola.""",2,2,== Career ==,49981811,2015-01-01,2015-12-31,ML
2016,CD,YEAR_REGEX_1,TIME,time_reference,"He is the last International Groovy Soca Monarch champion, as the competition's format was changed in 2016 to exclude that category.",3,2,== Career ==,49981811,2016-01-01,2016-12-31,ML
"July 1 , 2016","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"He sees the release of his debut international album 'Awakening' on July 1, 2016, from FOX FUSE - the world's largest label for soca music.",1,3,== Career ==,49981811,2016-07-01,2016-07-01,ML
2014,CD,YEAR_REGEX_1,TIME,time_reference,"""Wining Good (Bharati Laraki)"" (FOX FUSE, 2014)",0,6,== Discography == | === Singles ===,49981811,2014-01-01,2014-12-31,ML
2014,CD,YEAR_REGEX_1,TIME,time_reference,"""Ola"" (FOX FUSE, 2014)",0,7,== Discography == | === Singles ===,49981811,2014-01-01,2014-12-31,ML
2015,CD,YEAR_REGEX_1,TIME,time_reference,"""Oh Yay"" (FOX FUSE, 2015)",0,8,== Discography == | === Singles ===,49981811,2015-01-01,2015-12-31,ML
2015,CD,YEAR_REGEX_1,TIME,time_reference,"""OLTL (One Life To Live)"" featuring System32 (FOX FUSE, 2015)",0,9,== Discography == | === Singles ===,49981811,2015-01-01,2015-12-31,ML
2016,CD,YEAR_REGEX_1,TIME,time_reference,"""Oh Yay Remix"" featuring Runtown (FOX FUSE, 2016)",0,10,== Discography == | === Singles ===,49981811,2016-01-01,2016-12-31,ML
2016,CD,YEAR_REGEX_1,TIME,time_reference,"""Tun Fo Meh"" (FOX FUSE, 2016)",0,11,== Discography == | === Singles ===,49981811,2016-01-01,2016-12-31,ML
2017,CD,YEAR_REGEX_1,TIME,time_reference,"""Bodyline"" (FOX FUSE, 2017)",0,12,== Discography == | === Singles ===,49981811,2017-01-01,2017-12-31,ML
2018,CD,YEAR_REGEX_1,TIME,time_reference,"""Mating Call"" (FOX FUSE, 2018)",0,13,== Discography == | === Singles ===,49981811,2018-01-01,2018-12-31,ML
2016,CD,YEAR_REGEX_1,TIME,time_reference,"Awakening (FOX FUSE, 2016)",0,15,== Discography == | === Albums ===,49981811,2016-01-01,2016-12-31,ML
"September 2018 , Yearwood","NNP CD , NNP",MONTH_REGEX YEAR_REGEX_1 COMMA_REGEX TIME_UNIT_REGEX,TIME TIME MODIFIER TIME,time_reference,"In September 2018, Yearwood was featured as a contestant on The X Factor UK (Series 15).",2,3,== Career ==,49981811,2018-09-01,2018-09-30,LLM
Yearwood,NNP,TIME_UNIT_REGEX,TIME,time_reference,"Olatunji Yearwood (born September 3, 1985), better known by his mononym Olatunji, is a Trinidadian soca artist.",0,0,,49981811,,,ML
Yearwood,NN,TIME_UNIT_REGEX,TIME,time_reference,"Yearwood was born in Trinidad to Edward Yearwood, a well-known composer and mother Mairoon Ali, a Trinidadian actress, radio personality and teacher.",0,2,== Career ==,49981811,,,ML
Yearwood,NN,TIME_UNIT_REGEX,TIME,time_reference,"Yearwood was featured in The Fader Magazine as the face of Afrosoca music, an emerging genre that fuses Soca and Afrobeats.",0,3,== Career ==,49981811,,,ML
