time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
25 August 1969,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Olga Konkova (born 25 August 1969) is a Norwegian–Russian jazz pianist known from several recordings and collaboration with jazz musicians such as Adam Nussbaum, Gary Husband and Karin Krog.",0,0,,36747488,1969-08-25,1969-08-25,ML
1994,CD,YEAR_REGEX_1,TIME,time_reference,"After moving with him to Oslo in 1994, she collaborated with Inge Stangvik Quartet and the ""Storeslem Big Band"".",1,2,== Career ==,36747488,1994-01-01,1994-12-31,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,"Konkova has also contributed to album releases and performances with artists like Finn Hauge, Magni Wentzel (Porty & Bess), Roy Nikolaisen (Roy's choice), Øystein Sunde (""Øystein Sunde... og vel så det"", 2002) and Hans Mathisen (Quiet Songs).",4,2,== Career ==,36747488,2002-01-01,2002-12-31,ML
2005,CD,YEAR_REGEX_1,TIME,time_reference,2005:,0,4,== Honors ==,36747488,2005-01-01,2005-12-31,ML
2013,CD,YEAR_REGEX_1,TIME,time_reference,2013:,0,5,== Honors ==,36747488,2013-01-01,2013-12-31,ML
2005,CD,YEAR_REGEX_1,TIME,time_reference,"With Finn Hauge1998: Close to My Heart (Hot Club Records), including with Terje Gewelt and Frank JakobsenWith Magni Wentzel2000: Porgy and Bess (Hot Club Records), performing music by George Gershwin within sextet including Nils Jansen, Christian Jaksjø, Carl Morten Iversen and Espen RudWith Roy Nikolaisen2003: Roy's choice (Gemini Music)With Hans Mathisen2005: Quiet Songs (Curling Legs), awarded Spellemannprisen 2005",0,9,== Discography == | === Collaborations ===,36747488,2005-01-01,2005-12-31,ML
2011,CD,YEAR_REGEX_1,TIME,time_reference,2011:,0,10,== Discography == | === Collaborations ===,36747488,2011-01-01,2011-12-31,ML
2009,CD,YEAR_REGEX_1,TIME,time_reference,2009:,0,11,== Discography == | === Collaborations ===,36747488,2009-01-01,2009-12-31,ML
2013,CD,YEAR_REGEX_1,TIME,time_reference,2013:,0,12,== Discography == | === Collaborations ===,36747488,2013-01-01,2013-12-31,ML
the sun,DT NN,PREFIX_REGEX_1 WEEK_ABBR_REGEX,MODIFIER TIME,time_reference,Olga Konkova Here comes the sun on YouTube,0,15,== External links ==,36747488,,,ML
April,NNP,MONTH_REGEX,TIME,time_reference,I Remember April – Felix Peikli 4tet on YouTube,0,16,== External links ==,36747488,,,ML
