time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
21 August 1825,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Kate Loder was born on 21 August 1825, on Bathwick Street, Bathwick, within Bath, Somerset where the Loder family were prominent musicians.",0,2,== Biography ==,30328215,1825-08-21,1825-08-21,ML
1802–50,CD,YEAR_REGEX_1,TIME,time_reference,"However, genealogical research suggests Kate's mother was Frances Elizabeth Mary Kirkham (1802–50), daughter of Thomas Bulman Kirkham (1778–1845) and Marianne Beville Moore (c.1781 – 1810).",3,2,== Biography ==,30328215,1802-01-01,2050-12-31,ML
1778–1845,CD,YEAR_REGEX_1,TIME,time_reference,"However, genealogical research suggests Kate's mother was Frances Elizabeth Mary Kirkham (1802–50), daughter of Thomas Bulman Kirkham (1778–1845) and Marianne Beville Moore (c.1781 – 1810).",3,2,== Biography ==,30328215,1778-01-01,1845-12-31,ML
1810,CD,YEAR_REGEX_1,TIME,time_reference,"However, genealogical research suggests Kate's mother was Frances Elizabeth Mary Kirkham (1802–50), daughter of Thomas Bulman Kirkham (1778–1845) and Marianne Beville Moore (c.1781 – 1810).",3,2,== Biography ==,30328215,1810-01-01,1810-12-31,ML
1802–63,CD,YEAR_REGEX_1,TIME,time_reference,"Frances Kirkham's step-mother was Jane Harriett Philpot (1802–63), second wife to Thomas Bulman Kirkham and sister of the Lucy Philpot who married the violinist George Frederick Anderson, becoming Lucy Anderson.",4,2,== Biography ==,30328215,1802-01-01,2063-12-31,ML
27 May 1843,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Her performance of Mendelssohn's G minor piano concerto at the Hanover-square Rooms on 27 May 1843, when she was aged 17, may have been her public debut.",7,2,== Biography ==,30328215,1843-05-27,1843-05-27,ML
1844,CD,YEAR_REGEX_1,TIME,time_reference,"The following year, in 1844, aged just 18, she became the first female professor of harmony at the Royal Academy.",8,2,== Biography ==,30328215,1844-01-01,1844-12-31,ML
16 December 1851,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"On 16 December 1851 at St Marylebone Church, Westminster, she married Sir Henry Thompson and soon afterwards, at her husband's insistence, gave up her public performing career.",9,2,== Biography ==,30328215,1851-12-16,1851-12-16,ML
10 July 1871,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"On 10 July 1871, the first British performance of the German Requiem of Johannes Brahms took place privately at Loder's home, 35 Wimpole Street, London.",0,3,== Biography ==,30328215,1871-07-10,1871-07-10,ML
30 August 1904,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"She died on 30 August 1904 at Headley Rectory, Headley, Surrey.",4,3,== Biography ==,30328215,1904-08-30,1904-08-30,ML
1846,CD,YEAR_REGEX_1,TIME,time_reference,String quartet in G minor (1846),0,7,== Works == | === Chamber ===,30328215,1846-01-01,1846-12-31,ML
1847,CD,YEAR_REGEX_1,TIME,time_reference,Sonata for violin and piano (1847),0,8,== Works == | === Chamber ===,30328215,1847-01-01,1847-12-31,ML
1847,CD,YEAR_REGEX_1,TIME,time_reference,String quartet in E minor (1847),0,9,== Works == | === Chamber ===,30328215,1847-01-01,1847-12-31,ML
1886,CD,YEAR_REGEX_1,TIME,time_reference,Piano trio (1886),0,10,== Works == | === Chamber ===,30328215,1886-01-01,1886-12-31,ML
1855,CD,YEAR_REGEX_1,TIME,time_reference,L'elisir d'amore (1855),0,12,== Works == | === Opera ===,30328215,1855-01-01,1855-12-31,ML
1844,CD,YEAR_REGEX_1,TIME,time_reference,Overture (1844),0,14,== Works == | === Orchestral ===,30328215,1844-01-01,1844-12-31,ML
1889,CD,YEAR_REGEX_1,TIME,time_reference,"(London: Novello, 1889)",2,16,== Works == | === Organ ===,30328215,1889-01-01,1889-12-31,ML
1891,CD,YEAR_REGEX_1,TIME,time_reference,"(London: Novello, 1891)",2,17,== Works == | === Organ ===,30328215,1891-01-01,1891-12-31,ML
1852,CD,YEAR_REGEX_1,TIME,time_reference,Twelve studies (1852),0,20,== Works == | === Piano ===,30328215,1852-01-01,1852-12-31,ML
1853,CD,YEAR_REGEX_1,TIME,time_reference,Three romances (1853),0,21,== Works == | === Piano ===,30328215,1853-01-01,1853-12-31,ML
1854,CD,YEAR_REGEX_1,TIME,time_reference,Pensée fugitive (1854),0,22,== Works == | === Piano ===,30328215,1854-01-01,1854-12-31,ML
1863,CD,YEAR_REGEX_1,TIME,time_reference,En Avant galop (1863),0,23,== Works == | === Piano ===,30328215,1863-01-01,1863-12-31,ML
1869,CD,YEAR_REGEX_1,TIME,time_reference,Three Duets (1869),0,24,== Works == | === Piano ===,30328215,1869-01-01,1869-12-31,ML
1899,CD,YEAR_REGEX_1,TIME,time_reference,Mazurka (1899),0,25,== Works == | === Piano ===,30328215,1899-01-01,1899-12-31,ML
1899,CD,YEAR_REGEX_1,TIME,time_reference,Scherzo (1899),0,26,== Works == | === Piano ===,30328215,1899-01-01,1899-12-31,ML
1854,CD,YEAR_REGEX_1,TIME,time_reference,"My faint spirit (1854), text by Shelley",0,28,== Works == | === Songs ===,30328215,1854-01-01,1854-12-31,ML
2016,CD,YEAR_REGEX_1,TIME,time_reference,"Temperley, Nicholas (2016).",1,33,== References == | === Sources ===,30328215,2016-01-01,2016-12-31,ML
1 April 2016,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,Retrieved 1 April 2016.,6,33,== References == | === Sources ===,30328215,2016-04-01,2016-04-01,ML
an 1866,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,"Brahms based it on an 1866 arrangement for piano of his first, six-movement version of the Requiem.",2,3,== Biography ==,30328215,1866-01-01,1866-12-31,LLM
21 August 1825 – 30 August 1904,CD NNP CD NN CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,"Kate Fanny Loder, later Lady Thompson, (21 August 1825 – 30 August 1904) was an English composer and pianist.",0,0,,30328215,1825-08-21,1904-08-30,LLM
The following year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"The following year, in 1844, aged just 18, she became the first female professor of harmony at the Royal Academy.",8,2,== Biography ==,30328215,,,ML
then 79 years old,RB CD NNS JJ,PREFIX_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,MODIFIER NUMERAL TIME MODIFIER,time_reference,The pianists were Kate Loder and Cipriani Potter (who was then 79 years old; he died that September).,3,3,== Biography ==,30328215,,,ML
1809-1865,JJ,YEAR_REGEX_1,TIME,time_reference,Musicians of Bath and Beyond: Edward Loder (1809-1865) and His Family.,2,33,== References == | === Sources ===,30328215,,,ML
