time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
1928,CD,YEAR_REGEX_1,TIME,time_reference,0,3,1928-01-01,1928-12-31,ML
1933,CD,YEAR_REGEX_1,TIME,time_reference,3,3,1933-01-01,1933-12-31,ML
"June 23 , 1933","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,3,5,1933-06-23,1933-06-23,ML
1953,CD,YEAR_REGEX_1,TIME,time_reference,8,5,1953-01-01,1953-12-31,ML
October 1953,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,11,5,1953-10-01,1953-10-31,ML
1950–1951,CD,YEAR_REGEX_1,TIME,time_reference,12,5,1950-01-01,1951-12-31,ML
1954–1955,CD,YEAR_REGEX_1,TIME,time_reference,13,5,1954-01-01,1955-12-31,ML
1963,CD,YEAR_REGEX_1,TIME,time_reference,14,5,1963-01-01,1963-12-31,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,15,5,1968-01-01,1968-12-31,ML
1970 to 1972,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,7,1970-01-01,1972-12-31,ML
1970 to 1980,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,7,1970-01-01,1980-12-31,ML
1989,CD,YEAR_REGEX_1,TIME,time_reference,0,9,1989-01-01,1989-12-31,ML
The 1953,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,12,1953-01-01,1953-12-31,ML
"December 23 , 1907 – May 7 , 1996","NNP CD , CD NN NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0,1907-12-23,1996-05-07,LLM
early morning,JJ NN,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,1,5,,,ML
the hour,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,2,5,,,ML
morning,NN,DAY_TIME_REGEX,TIME,time_reference,6,5,,,ML
now,RB,TIMELINE_REGEX,TIME,time_reference,7,5,,,ML
daily,JJ,PERIOD_REGEX,TIME,time_reference,8,5,,,ML
That year,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,9,5,,,ML
day,NN,TIME_UNIT_REGEX,TIME,time_reference,11,5,,,ML
Later years,RB NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,1,6,,,ML
Seven years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,1,9,,,ML
Year,NNP,TIME_UNIT_REGEX,TIME,time_reference,0,12,,,ML
