time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"September , 2021","NNP , CD",MONTH_REGEX COMMA_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_reference,"He is the co-founder of Breakbeat, a multi-media podcast network launched in September, 2021, dedicated to serving the interests and perspectives of the Hip-Hop community across the globe.",1,0,,1632740,2021-09-16,2021-09-16,ML
1988,CD,YEAR_REGEX_1,TIME,time_reference,Mays created The Source in 1988 as a single sheet newsletter while a Harvard undergraduate.,2,0,,1632740,1988-01-01,1988-12-31,ML
August 2004,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Mays partnered with the mayor and city of Miami to host a weekend of entertainment and community activities, in conjunction with The Source Awards in August 2004, that attracted over 50,000 attendees.",4,2,,1632740,2004-08-01,2004-08-31,ML
2000,CD,YEAR_REGEX_1,TIME,time_reference,"Mays co-created the first national Hip-Hop political summit (""A Special Summit on Social Responsibility in the Hip-Hop Industry"") in 2000 with the Reverend Al Sharpton and the National Action NetworkIn its 50th Anniversary issue, GQ Magazine called The Source one of the “27 Things that Changed Men's Lives” over the last 50 years.",3,3,,1632740,2000-01-01,2000-12-31,ML
October 2002,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,Details named Mays one of the 50 most influential men under 37 in its October 2002 issue.,0,4,,1632740,2002-10-01,2002-10-31,ML
2007,CD,YEAR_REGEX_1,TIME,time_reference,"Hip Hop Weekly became the top-selling urban-format magazine on newsstands in America, and received publishing honors several years in a row, including MIN's Top Emerging Magazines in 2007.",1,5,,1632740,2007-01-01,2007-12-31,ML
1990,CD,YEAR_REGEX_1,TIME,time_reference,He received his degree in government from Harvard University in 1990.,1,6,,1632740,1990-01-01,1990-12-31,ML
"January 2007 , Mays","NNP CD , NNP",MONTH_REGEX YEAR_REGEX_1 COMMA_REGEX MONTH_REGEX,TIME TIME MODIFIER TIME,time_reference,"In January 2007, Mays and Raymond Scott founded Hip Hop Weekly, the first urban celebrity and entertainment magazine.",0,5,,1632740,2007-01-01,2007-01-31,LLM
"1999 , Mays","CD , NNP",YEAR_REGEX_1 COMMA_REGEX MONTH_REGEX,TIME MODIFIER TIME,,"In 1999, Mays created The Source Youth Foundation, which raised over $1 million to fund programs and organizations across the country using Hip-Hop to effectively reach at-risk, inner-city youth.",2,3,,1632740,1999-01-01,1999-12-31,LLM
Mays,NNP,MONTH_REGEX,TIME,time_reference,David Mays is the founder of The Source Magazine and co-founder of Hip Hop Weekly.,0,0,,1632740,,,ML
Mays,NNS,MONTH_REGEX,TIME,time_reference,Mays created The Source in 1988 as a single sheet newsletter while a Harvard undergraduate.,2,0,,1632740,,,ML
Mays,NNP,MONTH_REGEX,TIME,time_reference,"While at Harvard, Mays co-hosted a radio show on WHRB, ""Street Beat,"" using the name ""Go-Go Dave.""",0,1,,1632740,,,ML
Mays,NNS,MONTH_REGEX,TIME,time_reference,"Mays' co-host was Jon Shecter, ""J the Sultan of Rap.""",1,1,,1632740,,,ML
Mays,NNS,MONTH_REGEX,TIME,time_reference,"Mays made Shecter a partner in The Source, which provided news and information on Hip-Hop to listeners of the radio show.",2,1,,1632740,,,ML
Mays,NNP,MONTH_REGEX,TIME,time_reference,"After graduation, Mays and Shecter brought The Source to New York, with classmate Ed Young and Harvard Law School graduate James Bernard as additional partners.",3,1,,1632740,,,ML
Mays,NNS,MONTH_REGEX,TIME,time_reference,"Mays, as publisher, guided the rapid growth of the magazine, fostering its role as the champion of and critical voice for hip-hop culture.",0,2,,1632740,,,ML
"1991 , Mays","CD , NNP",YEAR_REGEX_1 COMMA_REGEX MONTH_REGEX,TIME MODIFIER TIME,,"In 1991, Mays created The Source Awards, which started as a feature on the TV show Yo! MTV Raps,  and later became an independent annual production with some of the highest rated TV specials for a hip-hop audience ever with the UPN Network then on BET.",3,2,,1632740,,,ML
Mays,NNS,MONTH_REGEX,TIME,time_reference,"Mays partnered with the mayor and city of Miami to host a weekend of entertainment and community activities, in conjunction with The Source Awards in August 2004, that attracted over 50,000 attendees.",4,2,,1632740,,,ML
Weekend,NNP,TIME_UNIT_REGEX,TIME,time_reference,The Source Awards Weekend generated over $50 million in tourist revenue for the city.,5,2,,1632740,,,ML
Mays,NNS,MONTH_REGEX,TIME,time_reference,"Mays built a stable of  companies around The Source brand, including  a compilation album series (The Source Presents: Hip Hop Hits), two weekly TV shows (The Source All Access, The Source Sound Lab), a mobile content download business and a clothing line, as well as foreign language editions of the magazine: The Source France, The Source Japan and The Source Latino.",0,3,,1632740,,,ML
Mays,NNS,MONTH_REGEX,TIME,time_reference,"Mays was the first entrepreneur to introduce Hip-Hop to Madison Avenue, opening the doors for Nike, Mountain Dew and other corporate brands to begin marketing to the Hip-Hop consumer.",1,3,,1632740,,,ML
Mays,NNS,MONTH_REGEX,TIME,time_reference,"Mays co-created the first national Hip-Hop political summit (""A Special Summit on Social Responsibility in the Hip-Hop Industry"") in 2000 with the Reverend Al Sharpton and the National Action NetworkIn its 50th Anniversary issue, GQ Magazine called The Source one of the “27 Things that Changed Men's Lives” over the last 50 years.",3,3,,1632740,,,ML
