time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1978,CD,YEAR_REGEX_1,TIME,time_reference,"After high school graduation, Scott attended the University of Kentucky, where he graduated in 1978 with a Bachelor's Degree, in performance percussion.",5,3,== Musical career == | === Early years ===,26272932,1978-01-01,1978-12-31,ML
the 1981,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"While in Atlanta, he recorded and performed with Atlanta jazz artists Joe Jennings and Howard Nicholson and their band Life Force, including on the 1981 album Fearless Warriors.",7,3,== Musical career == | === Early years ===,26272932,1981-01-01,1981-12-31,ML
1995,CD,YEAR_REGEX_1,TIME,time_reference,Scott joined The Derek Trucks Band in 1995.,0,5,== Career ==,26272932,1995-01-01,1995-12-31,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,"During the band's formative years, Trucks added two other musicians, but was unsatisfied with their contributions, but Scott remained, through a metamorphosis of both personnel and musical direction while Trucks was assembling the band's final lineup, which was complete in 2002 with the addition of Mike Mattison as vocalist, Kofi Burbridge (keyboards, flute and backing vocals), and occasional appearances by percussionist Count M'Butu, as well as Trucks himself.",2,5,== Career ==,26272932,2002-01-01,2002-12-31,ML
2010,CD,YEAR_REGEX_1,TIME,time_reference,"By 2010, Scott had contributed to the songwriting and performed on every one of the band's six studio albums and both of their live albums.",3,5,== Career ==,26272932,2010-01-01,2010-12-31,ML
2010,CD,YEAR_REGEX_1,TIME,time_reference,"In 2010, accepted the Grammy Award for Best Contemporary Blues Album for both himself and for all the other members of The Derek Trucks Band at the 52nd Grammy Awards, for their 2009 album, Already Free.",4,5,== Career ==,26272932,2010-01-01,2010-12-31,ML
of 2009,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"At the close of 2009, Derek Trucks dissolved the band for at least a year.",0,6,== Career ==,26272932,2009-01-01,2009-12-31,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,"Scott recorded on Tedeschi's album, Wait for Me, in 2002.",2,6,== Career ==,26272932,2002-01-01,2002-12-31,ML
2010,CD,YEAR_REGEX_1,TIME,time_reference,"He performed with Earl Klugh, and played many gigs with The Yonrico Scott Band throughout 2010.",3,6,== Career ==,26272932,2010-01-01,2010-12-31,ML
2012–13,CD,YEAR_REGEX_1,TIME,time_reference,"Scott was also the studio and touring drummer for the Royal Southern Brotherhood, which toured across 27 countries in 2012–13 (according to bassist Charlie Wooton) and released their first album in late 2012, on which Scott is credited with some songwriting.",0,7,== Career ==,26272932,2012-01-01,2023-12-31,ML
late 2012,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Scott was also the studio and touring drummer for the Royal Southern Brotherhood, which toured across 27 countries in 2012–13 (according to bassist Charlie Wooton) and released their first album in late 2012, on which Scott is credited with some songwriting.",0,7,== Career ==,26272932,2012-01-01,2012-12-31,ML
2015,CD,YEAR_REGEX_1,TIME,time_reference,"In 2015, Scott guest drummed on Jeremiah Johnson's album, Grind.",0,8,== Career ==,26272932,2015-01-01,2015-12-31,ML
"September 19 , 2019","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"He died on September 19, 2019, at age 63.",1,14,== Later works and death ==,26272932,2019-09-19,2019-09-19,ML
2012,CD,YEAR_REGEX_1,TIME,time_reference,Be In My World (2012),0,17,== Discography == | === Solo ===,26272932,2012-01-01,2012-12-31,ML
2014,CD,YEAR_REGEX_1,TIME,time_reference,Quest of the Big Drum (2014),0,18,== Discography == | === Solo ===,26272932,2014-01-01,2014-12-31,ML
2015,CD,YEAR_REGEX_1,TIME,time_reference,Only A Smile (2015),0,19,== Discography == | === Solo ===,26272932,2015-01-01,2015-12-31,ML
1997,CD,YEAR_REGEX_1,TIME,time_reference,The Derek Trucks Band (1997),0,21,== Discography == | === With The Derek Trucks Band ===,26272932,1997-01-01,1997-12-31,ML
1998,CD,YEAR_REGEX_1,TIME,time_reference,Out of the Madness (1998),0,22,== Discography == | === With The Derek Trucks Band ===,26272932,1998-01-01,1998-12-31,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,Joyful Noise (2002),0,23,== Discography == | === With The Derek Trucks Band ===,26272932,2002-01-01,2002-12-31,ML
2003,CD,YEAR_REGEX_1,TIME,time_reference,Soul Serenade (2003),0,24,== Discography == | === With The Derek Trucks Band ===,26272932,2003-01-01,2003-12-31,ML
2004,CD,YEAR_REGEX_1,TIME,time_reference,Live at Georgia Theatre (2004),0,25,== Discography == | === With The Derek Trucks Band ===,26272932,2004-01-01,2004-12-31,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,Songlines (2006),0,26,== Discography == | === With The Derek Trucks Band ===,26272932,2006-01-01,2006-12-31,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,"Songlines Live (2006, DVD)",0,27,== Discography == | === With The Derek Trucks Band ===,26272932,2006-01-01,2006-12-31,ML
2009,CD,YEAR_REGEX_1,TIME,time_reference,Already Free (2009),0,28,== Discography == | === With The Derek Trucks Band ===,26272932,2009-01-01,2009-12-31,ML
2010,CD,YEAR_REGEX_1,TIME,time_reference,Roadsongs (2010),0,29,== Discography == | === With The Derek Trucks Band ===,26272932,2010-01-01,2010-12-31,ML
2012,CD,YEAR_REGEX_1,TIME,time_reference,Royal Southern Brotherhood (2012),0,31,== Discography == | === With Royal Southern Brotherhood ===,26272932,2012-01-01,2012-12-31,ML
1998,CD,YEAR_REGEX_1,TIME,time_reference,With a Little Help from Our Friends (1998) (Gov't Mule),1,33,== Discography == | === Other contributions ===,26272932,1998-01-01,1998-12-31,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,Wait for Me (2002) (Susan Tedeschi),0,34,== Discography == | === Other contributions ===,26272932,2002-01-01,2002-12-31,ML
2014,CD,YEAR_REGEX_1,TIME,time_reference,Some 1 I Used To Be (2014) (Sam Wheelock),0,35,== Discography == | === Other contributions ===,26272932,2014-01-01,2014-12-31,ML
2010,CD,YEAR_REGEX_1,TIME,time_reference,2010 Benefit -Yonrico Scott,0,41,== External links ==,26272932,2010-01-01,2010-12-31,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,2006 Article,0,42,== External links ==,26272932,2006-01-01,2006-12-31,ML
"October 6 , 1955 – September 19 , 2019","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"Yonrico Scott (October 6, 1955 – September 19, 2019) was an American drummer and percussionist.",0,0,,26272932,1955-10-06,2019-09-19,LLM
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,"Having developed his craft not only from years of session work, roadwork, and study, the Cape Cod Times proclaimed him ""a standout in the band...",2,0,,26272932,,,ML
Early years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,Early years =,1,2,== Musical career == | === Early years ===,26272932,,,ML
the previous year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"For a period of time, while learning and practicing the drums, Scott moved on to playing gospel music, and at age fourteen had mastered all that was available in the metropolitan city the previous year, earning him a reputation as the best performer in that genre.",2,3,== Musical career == | === Early years ===,26272932,,,ML
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,"During the band's formative years, Trucks added two other musicians, but was unsatisfied with their contributions, but Scott remained, through a metamorphosis of both personnel and musical direction while Trucks was assembling the band's final lineup, which was complete in 2002 with the addition of Mike Mattison as vocalist, Kofi Burbridge (keyboards, flute and backing vocals), and occasional appearances by percussionist Count M'Butu, as well as Trucks himself.",2,5,== Career ==,26272932,,,ML
their 2009,PRP$ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,,"In 2010, accepted the Grammy Award for Best Contemporary Blues Album for both himself and for all the other members of The Derek Trucks Band at the 52nd Grammy Awards, for their 2009 album, Already Free.",4,5,== Career ==,26272932,,,ML
a year,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"At the close of 2009, Derek Trucks dissolved the band for at least a year.",0,6,== Career ==,26272932,,,ML
