time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1941,CD,YEAR_REGEX_1,TIME,time_reference,"In 1941, he began his professional career with Clarence Love, and then played with Snookum Russell in 1942.",1,4,== Biography == | === Big bands ===,102410,1941-01-01,1941-12-31,ML
1942,CD,YEAR_REGEX_1,TIME,time_reference,"In 1941, he began his professional career with Clarence Love, and then played with Snookum Russell in 1942.",1,4,== Biography == | === Big bands ===,102410,1942-01-01,1942-12-31,ML
1942 and 1945,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"Johnson played in Benny Carter's orchestra between 1942 and 1945, and made his first recordings in 1943 under Carter's leadership, recording his first solo (on ""Love for Sale"") in October 1943.",3,4,== Biography == | === Big bands ===,102410,1942-01-01,1945-12-31,ML
1943,CD,YEAR_REGEX_1,TIME,time_reference,"Johnson played in Benny Carter's orchestra between 1942 and 1945, and made his first recordings in 1943 under Carter's leadership, recording his first solo (on ""Love for Sale"") in October 1943.",3,4,== Biography == | === Big bands ===,102410,1943-01-01,1943-12-31,ML
October 1943,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Johnson played in Benny Carter's orchestra between 1942 and 1945, and made his first recordings in 1943 under Carter's leadership, recording his first solo (on ""Love for Sale"") in October 1943.",3,4,== Biography == | === Big bands ===,102410,1943-10-01,1943-10-31,ML
1944,CD,YEAR_REGEX_1,TIME,time_reference,"In 1944, he took part in the first Jazz at the Philharmonic concert, presented in Los Angeles and organized by Norman Granz.",4,4,== Biography == | === Big bands ===,102410,1944-01-01,1944-12-31,ML
1945,CD,YEAR_REGEX_1,TIME,time_reference,"In 1945, he joined the big band of Count Basie, touring and recording with him until 1946.",5,4,== Biography == | === Big bands ===,102410,1945-01-01,1945-12-31,ML
1946,CD,YEAR_REGEX_1,TIME,time_reference,"In 1945, he joined the big band of Count Basie, touring and recording with him until 1946.",5,4,== Biography == | === Big bands ===,102410,1946-01-01,1946-12-31,ML
1946,CD,YEAR_REGEX_1,TIME,time_reference,"In 1946, bebop co-inventor Dizzy Gillespie encouraged the young trombonist's development: ""I've always known that the trombone could be played different, that somebody'd catch on one of these days.",1,6,== Biography == | === Bebop ===,102410,1946-01-01,1946-12-31,ML
1946,CD,YEAR_REGEX_1,TIME,time_reference,"""After leaving Basie in 1946 to play in small bebop bands in New York clubs, Johnson toured in 1947 with Illinois Jacquet.",3,6,== Biography == | === Bebop ===,102410,1946-01-01,1946-12-31,ML
1947,CD,YEAR_REGEX_1,TIME,time_reference,"""After leaving Basie in 1946 to play in small bebop bands in New York clubs, Johnson toured in 1947 with Illinois Jacquet.",3,6,== Biography == | === Bebop ===,102410,1947-01-01,1947-12-31,ML
1951,CD,YEAR_REGEX_1,TIME,time_reference,"In 1951, with bassist Oscar Pettiford and trumpeter Howard McGhee, Johnson toured the military camps of Japan and Korea, before returning to the United States and taking a day job as a blueprint inspector.",6,6,== Biography == | === Bebop ===,102410,1951-01-01,1951-12-31,ML
1954,CD,YEAR_REGEX_1,TIME,time_reference,"Johnson's compositions ""Enigma"" and ""Kelo"" were recorded by Davis for Blue Note, and Johnson was part of the Davis studio session band that recorded the jazz standard ""Walkin'"" in 1954 (the title track of a Davis album issued by Prestige).",8,6,== Biography == | === Bebop ===,102410,1954-01-01,1954-12-31,ML
1954,CD,YEAR_REGEX_1,TIME,time_reference,"In 1954, producer Ozzie Cadena, then with Savoy Records, convinced Johnson to set up a combo with trombonist Kai Winding: the ""Jay and Kai Quintet"".",0,8,== Biography == | === Jay and Kai ===,102410,1954-01-01,1954-12-31,ML
August 1956,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"The trombone styles and personalities of the two musicians, although very different, blended so well that the pairing, which lasted until August 1956, was a success both musically and commercially.",1,8,== Biography == | === Jay and Kai ===,102410,1956-08-01,1956-08-31,ML
1958,CD,YEAR_REGEX_1,TIME,time_reference,"The duo reunited again in 1958 for a tour of the UK, an Impulse! studio album in 1960 and, in 1968–1969, (two albums for CTI/A&M Records).",3,8,== Biography == | === Jay and Kai ===,102410,1958-01-01,1958-12-31,ML
1960,CD,YEAR_REGEX_1,TIME,time_reference,"The duo reunited again in 1958 for a tour of the UK, an Impulse! studio album in 1960 and, in 1968–1969, (two albums for CTI/A&M Records).",3,8,== Biography == | === Jay and Kai ===,102410,1960-01-01,1960-12-31,ML
1968–1969,CD,YEAR_REGEX_1,TIME,time_reference,"The duo reunited again in 1958 for a tour of the UK, an Impulse! studio album in 1960 and, in 1968–1969, (two albums for CTI/A&M Records).",3,8,== Biography == | === Jay and Kai ===,102410,1968-01-01,1969-12-31,ML
