time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1948,CD,YEAR_REGEX_1,TIME,time_reference,"Kenneth L. Farquharson known professionally as Ken Parker (born c. 1948 in Darliston, Westmoreland Parish, Jamaica) is a Jamaican musician who first recorded in the 1960s.",0,0,,22357348,1948-01-01,1948-12-31,ML
the 1960s,DT NNS,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Kenneth L. Farquharson known professionally as Ken Parker (born c. 1948 in Darliston, Westmoreland Parish, Jamaica) is a Jamaican musician who first recorded in the 1960s.",0,0,,22357348,1960-01-01,1969-12-31,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,"While at Studio One, he recorded singles such as ""Choking Kind"", ""Run Come"", and ""My Whole World is Falling Down"", and an album, Keep Your Eyes on Jesus, followed in 1968.",3,2,== Biography ==,22357348,1968-01-01,1968-12-31,ML
1972,CD,YEAR_REGEX_1,TIME,time_reference,"By 1972, however, Parker had become disillusioned with the recording industry and ceased recording, relocating to England in 1973 after spending two years in New York City.",6,2,== Biography ==,22357348,1972-01-01,1972-12-31,ML
1973,CD,YEAR_REGEX_1,TIME,time_reference,"By 1972, however, Parker had become disillusioned with the recording industry and ceased recording, relocating to England in 1973 after spending two years in New York City.",6,2,== Biography ==,22357348,1973-01-01,1973-12-31,ML
April 2014,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In April 2014, he performed to a sold out show at the International Ska and Reggae Festival in London.",9,2,== Biography ==,22357348,2014-04-01,2014-04-30,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,Keep Your Eyes on Jesus (1968) Studio One/Tabernacle,0,5,== Discography == | === Albums ===,22357348,1968-01-01,1968-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,Jimmy Brown (1974) Trojan,0,6,== Discography == | === Albums ===,22357348,1974-01-01,1974-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,Here Comes Ken Parker (1974),0,7,== Discography == | === Albums ===,22357348,1974-01-01,1974-12-31,ML
1984,CD,YEAR_REGEX_1,TIME,time_reference,A Touch of Inspiration (1984) Pisces,0,8,== Discography == | === Albums ===,22357348,1984-01-01,1984-12-31,ML
1984,CD,YEAR_REGEX_1,TIME,time_reference,I Shall Not Be Moved (1984) Pisces,0,9,== Discography == | === Albums ===,22357348,1984-01-01,1984-12-31,ML
1985,CD,YEAR_REGEX_1,TIME,time_reference,Jesus on the Main Line (1985) Pisces,0,10,== Discography == | === Albums ===,22357348,1985-01-01,1985-12-31,ML
1990,CD,YEAR_REGEX_1,TIME,time_reference,The Key (1990) Body Music,0,11,== Discography == | === Albums ===,22357348,1990-01-01,1990-12-31,ML
1986,CD,YEAR_REGEX_1,TIME,time_reference,A Glint of Gold (1986) Pisces,0,13,== Discography == | === Compilation albums ===,22357348,1986-01-01,1986-12-31,ML
2003,CD,YEAR_REGEX_1,TIME,time_reference,The Best of: Groovin' in Style! (2003) Trojan,0,14,== Discography == | === Compilation albums ===,22357348,2003-01-01,2003-12-31,ML
2004,CD,YEAR_REGEX_1,TIME,time_reference,"Peter I (2004) ""Sacred Songs: an interview with Ken Parker"", Reggae Vibes",0,18,== External links ==,22357348,2004-01-01,2004-12-31,ML
the early 1980s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"He continued to perform occasionally but did not return to recording until the early 1980s, setting up his own record label and production company, releasing gospel records.",7,2,== Biography ==,22357348,1980-01-01,1983-12-31,LLM
the Night,DT NNP,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,"He moved on to work with Duke Reid, who produced hits including ""Jimmy Brown"", ""Help Me Make it Through the Night"", and ""Kiss an Angel Good Morning"".",4,2,== Biography ==,22357348,,,ML
Yesterday,NN,TIMELINE_REGEX,TIME,time_reference,"His popularity continued to grow and he recorded for other producers including Bunny Lee (""Guilty""), Rupie Edwards (""Talk About Love""), Byron Lee (""Will the Circle be Unbroken""), Lloyd Charmers (""Queen Majesty""), and Joe Gibbs (""Only Yesterday"").",5,2,== Biography ==,22357348,,,ML
two years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"By 1972, however, Parker had become disillusioned with the recording industry and ceased recording, relocating to England in 1973 after spending two years in New York City.",6,2,== Biography ==,22357348,,,ML
