time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1960,CD,YEAR_REGEX_1,TIME,time_reference,"He wrote Tommy Steele's ""Rock with the Caveman"" and was the sole creator of the musical Oliver! (1960).",1,0,,163463,1960-01-01,1960-12-31,ML
the 1960s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"and his work alongside theatre director Joan Littlewood at Theatre Royal, Stratford East, he played an instrumental role in the 1960s birth of the British musical theatre scene after an era when American musicals had dominated the West End.",3,0,,163463,1960-01-01,1969-12-31,ML
1963,CD,YEAR_REGEX_1,TIME,time_reference,"In 1963 he won the Tony Award for Best Original Score for Oliver!, and the 1968 film version of the musical won a total of 6 Academy Awards including the Academy Award for Best Picture.",5,0,,163463,1963-01-01,1963-12-31,ML
the 1968,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"In 1963 he won the Tony Award for Best Original Score for Oliver!, and the 1968 film version of the musical won a total of 6 Academy Awards including the Academy Award for Best Picture.",5,0,,163463,1968-01-01,1968-12-31,ML
1952,CD,YEAR_REGEX_1,TIME,time_reference,"He started his songwriting career in amateur theatre, first at The International Youth Centre in 1952 where he and a friend wrote a revue together called IYC Revue 52.",0,5,== Songwriting ==,163463,1952-01-01,1952-12-31,ML
1953,CD,YEAR_REGEX_1,TIME,time_reference,"Shortly afterward Bart began composing songs for Unity Theatre productions, contributing material (including the title song) to its 1953 revue Turn It Up, and songs for its 1953 pantomime, an agitprop version of Cinderella.",2,5,== Songwriting ==,163463,1953-01-01,1953-12-31,ML
1957,CD,YEAR_REGEX_1,TIME,time_reference,"He won three Ivor Novello Awards in 1957, a further four in 1958, and two in 1960.",8,5,== Songwriting ==,163463,1957-01-01,1957-12-31,ML
1958,CD,YEAR_REGEX_1,TIME,time_reference,"He won three Ivor Novello Awards in 1957, a further four in 1958, and two in 1960.",8,5,== Songwriting ==,163463,1958-01-01,1958-12-31,ML
1960,CD,YEAR_REGEX_1,TIME,time_reference,"He won three Ivor Novello Awards in 1957, a further four in 1958, and two in 1960.",8,5,== Songwriting ==,163463,1960-01-01,1960-12-31,ML
the 1963,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,He wrote the theme song for the 1963 James Bond film From Russia with Love.,9,5,== Songwriting ==,163463,1963-01-01,1963-12-31,ML
30 March 1960,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"His other hits include ""Do You Mind"", recorded by both Andy Williams and Anthony Newley, whose recording reached number one on the UK charts on 30 March 1960 and was the 100th song to do so, ""Big Time"" (a 1961 cover by Jack Jones of his show tune from Fings Ain't Wot They Used T'Be), ""Easy Going Me"" (Adam Faith), and ""Always You And Me"" (with Russ Conway).",10,5,== Songwriting ==,163463,1960-03-30,1960-03-30,ML
1959,CD,YEAR_REGEX_1,TIME,time_reference,"Bart's first professional musical was 1959's Lock Up Your Daughters, based on the 18th-century play Rape upon Rape by Henry Fielding.",0,8,== Musical theatre ==,163463,1959-01-01,1959-12-31,ML
1960,CD,YEAR_REGEX_1,TIME,time_reference,"Oliver! (1960), based on Dickens's Oliver Twist, was a major success.",2,8,== Musical theatre ==,163463,1960-01-01,1960-12-31,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,"In 1968 Oliver! was made into a movie starring Ron Moody, Oliver Reed and Shani Wallis that won several Oscars, including best film.",5,8,== Musical theatre ==,163463,1968-01-01,1968-12-31,ML
1962,CD,YEAR_REGEX_1,TIME,time_reference,"It is estimated that around this time Bart was earning 16 pounds a minute from Oliver!Bart's next two musicals, Blitz! (1962) (from which came the song ""Far Away"", a hit for Shirley Bassey) and Maggie May (1964) had successful and respectable West End runs (Blitz!, at the time London's most expensive musical ever, had a run of 568 performances), but Twang!!",6,8,== Musical theatre ==,163463,1962-01-01,1962-12-31,ML
1964,CD,YEAR_REGEX_1,TIME,time_reference,"It is estimated that around this time Bart was earning 16 pounds a minute from Oliver!Bart's next two musicals, Blitz! (1962) (from which came the song ""Far Away"", a hit for Shirley Bassey) and Maggie May (1964) had successful and respectable West End runs (Blitz!, at the time London's most expensive musical ever, had a run of 568 performances), but Twang!!",6,8,== Musical theatre ==,163463,1964-01-01,1964-12-31,ML
1965,CD,YEAR_REGEX_1,TIME,time_reference,"(1965), a musical based on the Robin Hood legend, was a flop and La Strada (1969), which opened on Broadway after the removal of most of Bart's songs, closed after only one performance.",7,8,== Musical theatre ==,163463,1965-01-01,1965-12-31,ML
1969,CD,YEAR_REGEX_1,TIME,time_reference,"(1965), a musical based on the Robin Hood legend, was a flop and La Strada (1969), which opened on Broadway after the removal of most of Bart's songs, closed after only one performance.",7,8,== Musical theatre ==,163463,1969-01-01,1969-12-31,ML
1972,CD,YEAR_REGEX_1,TIME,time_reference,"By 1972, Bart was bankrupt with debts of £73,000.",10,8,== Musical theatre ==,163463,1972-01-01,1972-12-31,ML
1975–1976,CD,YEAR_REGEX_1,TIME,time_reference,"He wrote Next Year in Jerusalem in 1975–1976, but it was not staged until 2021 in a virtual performance of the Jewish Music Institute featuring Maureen Lipman.",13,8,== Musical theatre ==,163463,1975-01-01,1976-12-31,ML
2021,CD,YEAR_REGEX_1,TIME,time_reference,"He wrote Next Year in Jerusalem in 1975–1976, but it was not staged until 2021 in a virtual performance of the Jewish Music Institute featuring Maureen Lipman.",13,8,== Musical theatre ==,163463,2021-01-01,2021-12-31,ML
May 1977,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In May 1977, an autobiographical musical called Lionel! opened in the West End at the New London Theatre.",14,8,== Musical theatre ==,163463,1977-05-01,1977-05-31,ML
1986,CD,YEAR_REGEX_1,TIME,time_reference,He received a special Ivor Novello Award for life achievement in 1986.,1,10,== Later life ==,163463,1986-01-01,1986-12-31,ML
1987,CD,YEAR_REGEX_1,TIME,time_reference,"In 1987, encouraged by long-time friend Barry Humphries, he travelled to Australia to attend the opening of a new production of Blitz!, which was then revived in London's West End in 1990 by the National Youth Theatre of Great Britain to commemorate the 50th anniversary of the London blitz.",2,10,== Later life ==,163463,1987-01-01,1987-12-31,ML
1990,CD,YEAR_REGEX_1,TIME,time_reference,"In 1987, encouraged by long-time friend Barry Humphries, he travelled to Australia to attend the opening of a new production of Blitz!, which was then revived in London's West End in 1990 by the National Youth Theatre of Great Britain to commemorate the 50th anniversary of the London blitz.",2,10,== Later life ==,163463,1990-01-01,1990-12-31,ML
April 1991,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In April 1991, he appeared on This Is Your Life.",3,10,== Later life ==,163463,1991-04-01,1991-04-30,ML
