time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"August 6 , 1948","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Faith Esham (born August 6, 1948) is an American soprano and college professor of voice.",0,0,,37220265,1948-08-06,1948-08-06,ML
Eastern,NNP,HOLIDAY_REGEX,TIME,time_reference,She completed study for a master's degree in clinical psychology at Eastern Kentucky University before transferring to the Juilliard School where she received her master's degree in music in 1978.,2,2,== Life and career ==,37220265,,,ML
1978,CD,YEAR_REGEX_1,TIME,time_reference,She completed study for a master's degree in clinical psychology at Eastern Kentucky University before transferring to the Juilliard School where she received her master's degree in music in 1978.,2,2,== Life and career ==,37220265,1978-01-01,1978-12-31,ML
the 1984,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"As Micaëla, she sang opposite Plácido Domingo and Julia Migenes in the 1984 film Carmen, whose soundtrack won a 1985 Grammy award.",7,2,== Life and career ==,37220265,1984-01-01,1984-12-31,ML
a 1985,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,"As Micaëla, she sang opposite Plácido Domingo and Julia Migenes in the 1984 film Carmen, whose soundtrack won a 1985 Grammy award.",7,2,== Life and career ==,37220265,,,ML
2000,CD,YEAR_REGEX_1,TIME,time_reference,"In 2000 she joined the faculty of Westminster Choir College of Rider University, where she is an adjunct assistant professor of voice.",11,2,== Life and career ==,37220265,2000-01-01,2000-12-31,ML
1984,CD,YEAR_REGEX_1,TIME,time_reference,Carmen (1984) (movie soundtrack album),0,4,== Selected discography ==,37220265,1984-01-01,1984-12-31,ML
1981,CD,YEAR_REGEX_1,TIME,time_reference,Pagliacci – Nedda (1981),0,8,== Television ==,37220265,1981-01-01,1981-12-31,ML
1981,CD,YEAR_REGEX_1,TIME,time_reference,Gianni Schicchi – Lauretta (1981),0,9,== Television ==,37220265,1981-01-01,1981-12-31,ML
1987,CD,YEAR_REGEX_1,TIME,time_reference,New York City Opera: The Magic Flute – Pamina (1987),0,11,== Television ==,37220265,1987-01-01,1987-12-31,ML
1988,CD,YEAR_REGEX_1,TIME,time_reference,Rigoletto – Gilda (1988),1,12,== Television ==,37220265,1988-01-01,1988-12-31,ML
1984,CD,YEAR_REGEX_1,TIME,time_reference,Carmen (1984) - soundtrack won 1985 Grammy Award for Best Opera Recording,0,14,== Film ==,37220265,1984-01-01,1984-12-31,ML
1985,CD,YEAR_REGEX_1,TIME,time_reference,Carmen (1984) - soundtrack won 1985 Grammy Award for Best Opera Recording,0,14,== Film ==,37220265,1985-01-01,1985-12-31,ML
