time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
2 November 1984,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Anastasia Karpova (Russian: Анастасия Карпова; born 2 November 1984) is a Russian singer, best known as a member of girl group Serebro.",0,0,,23536627,1984-11-02,1984-11-02,ML
2009,CD,YEAR_REGEX_1,TIME,time_reference,She became a Serebro member after Marina Lizorkina left the band in 2009.,1,0,,23536627,2009-01-01,2009-12-31,ML
2 November 1984,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Anastasia Karpova was born on 2 November 1984 in Balakovo, Saratov Oblast, Russia.",0,2,== Early life ==,23536627,1984-11-02,1984-11-02,ML
18 June 2009,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"On 18 June 2009 it was announced that Marina Lizorkina had left the Russian girl group Serebro, who represented Russia in the Eurovision Song Contest 2007 and eventually gained great popularity in Russia and former countries of the USSR.",0,4,== Serebro ==,23536627,2009-06-18,2009-06-18,ML
2007,CD,YEAR_REGEX_1,TIME,time_reference,"On 18 June 2009 it was announced that Marina Lizorkina had left the Russian girl group Serebro, who represented Russia in the Eurovision Song Contest 2007 and eventually gained great popularity in Russia and former countries of the USSR.",0,4,== Serebro ==,23536627,2007-01-01,2007-12-31,ML
25 June 2009,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,Karpova appeared in public as a Serebro member for the first time at the Radio Hit Group Award in Saint Petersburg on 25 June 2009.,5,4,== Serebro ==,23536627,2009-06-25,2009-06-25,ML
27 September 2013,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"At a concert on 27 September 2013 in Saint-Petersburg, Karpova announced that it was her last concert with the group, choosing to leave the group, to focus on her solo career.",7,4,== Serebro ==,23536627,2013-09-27,2013-09-27,ML
2014,CD,YEAR_REGEX_1,TIME,time_reference,"""With you"" (2014)",0,7,== Discography ==,23536627,2014-01-01,2014-12-31,ML
2014,CD,YEAR_REGEX_1,TIME,time_reference,"""Mama"" (featuring Walls) 2014",0,8,== Discography ==,23536627,2014-01-01,2014-12-31,ML
2015,CD,YEAR_REGEX_1,TIME,time_reference,"""I'll Tear it Up"" (2015)",0,9,== Discography ==,23536627,2015-01-01,2015-12-31,ML
2015,CD,YEAR_REGEX_1,TIME,time_reference,"""Fly"" (2015)",0,10,== Discography ==,23536627,2015-01-01,2015-12-31,ML
2016,CD,YEAR_REGEX_1,TIME,time_reference,"""Keep Warm"" (2016)",0,11,== Discography ==,23536627,2016-01-01,2016-12-31,ML
2018,CD,YEAR_REGEX_1,TIME,time_reference,""" Mad "" (2018)",0,12,== Discography ==,23536627,2018-01-01,2018-12-31,ML
2018,CD,YEAR_REGEX_1,TIME,time_reference,"""MFL"" (2018)",0,13,== Discography ==,23536627,2018-01-01,2018-12-31,ML
2019,CD,YEAR_REGEX_1,TIME,time_reference,"""Cannon"" (2019)",0,14,== Discography ==,23536627,2019-01-01,2019-12-31,ML
2019,CD,YEAR_REGEX_1,TIME,time_reference,"""Run Away"" (2019)",0,15,== Discography ==,23536627,2019-01-01,2019-12-31,ML
2020,CD,YEAR_REGEX_1,TIME,time_reference,"""Mistletoe"" (featuring Walls) 2020",0,16,== Discography ==,23536627,2020-01-01,2020-12-31,ML
recently,RB,TIMELINE_REGEX,TIME,time_reference,"She has also recently recorded a completely new song with Serebro, ""Like Mary Warner"", and filmed an accompanying music video.",6,4,== Serebro ==,23536627,,,ML
