time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1971,CD,YEAR_REGEX_1,TIME,time_reference,"Saki was born in Krefeld, West Germany, in 1971, to Greek parents.",0,2,== Biography ==,39917924,1971-01-01,1971-12-31,ML
1993,CD,YEAR_REGEX_1,TIME,time_reference,"In 1993, Omnibol broke up.",5,2,== Biography ==,39917924,1993-01-01,1993-12-31,ML
1994,CD,YEAR_REGEX_1,TIME,time_reference,"In 1994, Saki joined The Heavy Lounge.",0,4,== Biography == | === Electronic Arts ===,39917924,1994-01-01,1994-12-31,ML
1996,CD,YEAR_REGEX_1,TIME,time_reference,"In 1996, Jeff got Saki a contract for The Need for Speed.",3,4,== Biography == | === Electronic Arts ===,39917924,1996-01-01,1996-12-31,ML
2001,CD,YEAR_REGEX_1,TIME,time_reference,"Soon after that, Saki became a full-time composer for EA, and he composed music for NHL 97, NHL 98, Need for Speed II, Need for Speed III: Hot Pursuit, Need for Speed: High Stakes, Need for Speed: Porsche Unleashed, Rugby 2001, Missile Command, and Mass Effect 2.",4,4,== Biography == | === Electronic Arts ===,39917924,2001-01-01,2001-12-31,ML
2012,CD,YEAR_REGEX_1,TIME,time_reference,"In 2012, Saki Kaskas began to record again, composing music on his own behalf, and for newer games such as Sleeping Dogs.",0,7,== Biography == | === Other projects ===,39917924,2012-01-01,2012-12-31,ML
"November 11 , 2016","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Kaskas died of a fentanyl overdose on November 11, 2016, in his Vancouver apartment; he had been battling heroin addiction for over a decade.",0,9,== Death ==,39917924,2016-11-11,2016-11-11,ML
2019,CD,YEAR_REGEX_1,TIME,time_reference,"A posthumous album he was working on at the time of his death, Theodosius, was released in 2019.",1,9,== Death ==,39917924,2019-01-01,2019-12-31,ML
2001,CD,YEAR_REGEX_1,TIME,time_reference,Rugby 2001,0,19,== Prominent works ==,39917924,2001-01-01,2001-12-31,ML
2014-02-12,JJ,YEAR_REGEX_1,TIME,time_reference,EXCLUSIVE interview with Saki Kaskas for Romulus Club - 2014-02-12,0,23,== Interview ==,39917924,2014-02-12,2014-02-12,ML
"September 24 , 1971 – November 11 , 2016","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"Theodosius Kaskamanidis (September 24, 1971 – November 11, 2016), better known as ""Saki Kaskas"" or ""Captain Ginger"", was a Greek-Canadian video game music composer, best known for his soundtracks in the Need for Speed series.",0,0,,39917924,1971-09-24,2016-11-11,LLM
5 hours,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"He practiced 5 hours a day and in two years he was in his first band, Omnibol.",3,2,== Biography ==,39917924,,,ML
a decade,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"Kaskas died of a fentanyl overdose on November 11, 2016, in his Vancouver apartment; he had been battling heroin addiction for over a decade.",0,9,== Death ==,39917924,,,ML
