time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1979,CD,YEAR_REGEX_1,TIME,time_reference,Satu Vänskä (born 1979) is a Finnish Australian violinist.,0,0,,22883668,1979-01-01,1979-12-31,ML
1989,CD,YEAR_REGEX_1,TIME,time_reference,Her family moved back to Finland in 1989 and she continued her studies with Pertti Sutinen at the Lahti Conservatorium and the Sibelius Academy.,1,2,== Early life ==,22883668,1989-01-01,1989-12-31,ML
1997,CD,YEAR_REGEX_1,TIME,time_reference,From 1997 Vänskä was a pupil of Ana Chumachenco at the Hochschule für Musik in Munich where she finished her diploma in 2001.,2,3,== Early life ==,22883668,1997-01-01,1997-12-31,ML
2001,CD,YEAR_REGEX_1,TIME,time_reference,From 1997 Vänskä was a pupil of Ana Chumachenco at the Hochschule für Musik in Munich where she finished her diploma in 2001.,2,3,== Early life ==,22883668,2001-01-01,2001-12-31,ML
1998,CD,YEAR_REGEX_1,TIME,time_reference,"Vänskä has received high acclaim for her violin excellence, most notably the Young Soloist of the Year (1998) award by Sinfonia Lahti.",0,4,== Early life ==,22883668,1998-01-01,1998-12-31,ML
early 2009,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"In early 2009 Vänskä helped launch the Sydney Conservatorium of Music's Sensational Sundays concert series, playing Beethoven's Kreutzer Sonata.",0,6,== Career ==,22883668,2009-01-01,2009-12-31,ML
2011,CD,YEAR_REGEX_1,TIME,time_reference,"In 2011, she became the custodian of the only Stradivarius violin in Australia.",2,6,== Career ==,22883668,2011-01-01,2011-12-31,ML
of the Year,IN DT NNP,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"Vänskä has received high acclaim for her violin excellence, most notably the Young Soloist of the Year (1998) award by Sinfonia Lahti.",0,4,== Early life ==,22883668,,,ML
Sundays,NNP,WEEK_REGEX,TIME,time_reference,"In early 2009 Vänskä helped launch the Sydney Conservatorium of Music's Sensational Sundays concert series, playing Beethoven's Kreutzer Sonata.",0,6,== Career ==,22883668,,,ML
currently,RB,TIMELINE_REGEX,TIME,time_reference,"Vänskä is currently assistant leader of the Australian Chamber Orchestra, traveling nationally and internationally with her Tommaso Balestrieri violin.",1,6,== Career ==,22883668,,,ML
