time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
1964,CD,YEAR_REGEX_1,TIME,time_reference,2,3,1964-01-01,1964-12-31,ML
1967,CD,YEAR_REGEX_1,TIME,time_reference,0,5,1967-01-01,1967-12-31,ML
1967,CD,YEAR_REGEX_1,TIME,time_reference,3,5,1967-01-01,1967-12-31,ML
1967–,CD,YEAR_REGEX_1,TIME,time_reference,2,6,1967-01-01,,ML
1980–,CD,YEAR_REGEX_1,TIME,time_reference,2,6,1980-01-01,,ML
1985–,CD,YEAR_REGEX_1,TIME,time_reference,2,6,1985-01-01,,ML
1975,CD,YEAR_REGEX_1,TIME,time_reference,4,6,1975-01-01,1975-12-31,ML
1978,CD,YEAR_REGEX_1,TIME,time_reference,4,6,1978-01-01,1978-12-31,ML
1974 to 1980,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,5,6,1974-01-01,1980-12-31,ML
1992,CD,YEAR_REGEX_1,TIME,time_reference,9,6,1992-01-01,1992-12-31,ML
2005,CD,YEAR_REGEX_1,TIME,time_reference,2,8,2005-01-01,2005-12-31,ML
2009,CD,YEAR_REGEX_1,TIME,time_reference,4,8,2009-01-01,2009-12-31,ML
2020,CD,YEAR_REGEX_1,TIME,time_reference,8,8,2020-01-01,2020-12-31,ML
1967–,CD,YEAR_REGEX_1,TIME,time_reference,0,11,1967-01-01,,ML
1980–,CD,YEAR_REGEX_1,TIME,time_reference,0,12,1980-01-01,,ML
1985–,CD,YEAR_REGEX_1,TIME,time_reference,0,13,1985-01-01,,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,0,14,1974-01-01,1974-12-31,ML
1975,CD,YEAR_REGEX_1,TIME,time_reference,0,15,1975-01-01,1975-12-31,ML
1975,CD,YEAR_REGEX_1,TIME,time_reference,0,16,1975-01-01,1975-12-31,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,0,17,1976-01-01,1976-12-31,ML
1975,CD,YEAR_REGEX_1,TIME,time_reference,0,18,1975-01-01,1975-12-31,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,0,19,1976-01-01,1976-12-31,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,0,20,1976-01-01,1976-12-31,ML
1979,CD,YEAR_REGEX_1,TIME,time_reference,0,21,1979-01-01,1979-12-31,ML
1991,CD,YEAR_REGEX_1,TIME,time_reference,0,22,1991-01-01,1991-12-31,ML
2016,CD,YEAR_REGEX_1,TIME,time_reference,0,23,2016-01-01,2016-12-31,ML
2016,CD,YEAR_REGEX_1,TIME,time_reference,0,24,2016-01-01,2016-12-31,ML
2020,CD,YEAR_REGEX_1,TIME,time_reference,0,26,2020-01-01,2020-12-31,ML
1991,CD,YEAR_REGEX_1,TIME,time_reference,4,28,1991-01-01,1991-12-31,ML
2012 August 25,CD NNP CD,YEAR_REGEX_1 MONTH_REGEX DIGIT_REGEX_1,TIME TIME NUMERAL,time_point,4,28,2012-08-25,2012-08-25,ML
2015 June 12,CD NNP CD,YEAR_REGEX_1 MONTH_REGEX DIGIT_REGEX_1,TIME TIME NUMERAL,time_point,4,28,2015-06-12,2015-06-12,ML
April 2010,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,29,2010-04-01,2010-04-30,ML
the last decade,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,7,8,2010-01-01,2019-12-31,LLM
a 1998,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,1,8,1998-01-01,1998-12-31,LLM
"February 25 , 1938 – October 22 , 2009","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0,1938-02-25,2009-10-22,LLM
now,RB,TIMELINE_REGEX,TIME,time_reference,2,5,,,ML
the years,DT NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,0,8,,,ML
three years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,5,8,,,ML
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,0,27,,,ML
