time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1868,CD,YEAR_REGEX_1,TIME,time_reference,She performed her first recital in 1868 and toured Europe as a concert pianist.,2,2,== Biography ==,29297489,1868-01-01,1868-12-31,ML
1885,CD,YEAR_REGEX_1,TIME,time_reference,In 1885 she became the Imperial Court pianist in Berlin.,1,3,== Biography ==,29297489,1885-01-01,1885-12-31,ML
1883,CD,YEAR_REGEX_1,TIME,time_reference,"In 1883 she became the first woman to ascend Gerlach, the highest mountain in Carpathians.",3,3,== Biography ==,29297489,1883-01-01,1883-12-31,ML
1915,CD,YEAR_REGEX_1,TIME,time_reference,"She lived  in London for a few years, but was deported in 1915 owing to the political circumstances of World War I, because she was the German court pianist.",4,3,== Biography ==,29297489,1915-01-01,1915-12-31,ML
9 June 1932,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,She died in The Hague on 9 June 1932.,7,3,== Biography ==,29297489,1932-06-09,1932-06-09,ML
1904,CD,YEAR_REGEX_1,TIME,time_reference,"He also said, after listening her playing(""Gavotte impériale"", recorded in 1904), ""a screamingly funny piece of music, and she bangs it out with great enthusiasm.""",2,4,== Biography ==,29297489,1904-01-01,1904-12-31,ML
1890,CD,YEAR_REGEX_1,TIME,time_reference,Gavotte impériale(1890),0,8,== Works ==,29297489,1890-01-01,1890-12-31,ML
1895,CD,YEAR_REGEX_1,TIME,time_reference,9(1895),1,9,== Works ==,29297489,1895-01-01,1895-12-31,ML
1928,CD,YEAR_REGEX_1,TIME,time_reference,100(1928),1,17,== Works ==,29297489,1928-01-01,1928-12-31,ML
1895,CD,YEAR_REGEX_1,TIME,time_reference,"Chopin's Greater Works (Preludes, Ballads, Nocturnes, Polonaises, Mazurkas): How they should be understood (including Chopin's Notes for a 'Method of Methods') by Jan Kleczyński  (William Reeves, London: Charles Scribner's Sons, New York, no date (1st Edn c. 1895, 2nd c. 1900)).",0,19,== Works ==,29297489,1895-01-01,1895-12-31,ML
1900,CD,YEAR_REGEX_1,TIME,time_reference,"Chopin's Greater Works (Preludes, Ballads, Nocturnes, Polonaises, Mazurkas): How they should be understood (including Chopin's Notes for a 'Method of Methods') by Jan Kleczyński  (William Reeves, London: Charles Scribner's Sons, New York, no date (1st Edn c. 1895, 2nd c. 1900)).",0,19,== Works ==,29297489,1900-01-01,1900-12-31,ML
1883,CD,YEAR_REGEX_1,TIME,time_reference,"(Kleczynski's last Lectures, delivered at Warsaw in 1883.)",1,19,== Works ==,29297489,1883-01-01,1883-12-31,ML
8 June 1856 – 9 June 1932,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,Natalia Janotha (8 June 1856 – 9 June 1932) was a Polish pianist and composer.,0,0,,29297489,1856-06-08,1932-06-09,LLM
a few years,DT JJ NNS,INARTICLE_REGEX PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"She lived  in London for a few years, but was deported in 1915 owing to the political circumstances of World War I, because she was the German court pianist.",4,3,== Biography ==,29297489,,,ML
A few days,DT JJ NNS,INARTICLE_REGEX PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"A few days later, a funeral was held at the Jacob Church in Parkstraat and buried at the Kerkkhoflan Cemetery, a newspaper in The Hague reported.",8,3,== Biography ==,29297489,,,ML
am,VBP,HALFDAY_REGEX_1,TIME,,"Mary Drew said, ""I am extremely glad to hear that Miss Janotha is giving her aid to the interpretation of Chopin, whom she so deeply venerates, for I feel sure that no one living is more competent to do it.""",9,3,== Biography ==,29297489,,,ML
Jan,NNP,MONTH_ABBR_REGEX,TIME,time_reference,"Chopin's Greater Works (Preludes, Ballads, Nocturnes, Polonaises, Mazurkas): How they should be understood (including Chopin's Notes for a 'Method of Methods') by Jan Kleczyński  (William Reeves, London: Charles Scribner's Sons, New York, no date (1st Edn c. 1895, 2nd c. 1900)).",0,19,== Works ==,29297489,,,ML
