time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
1953,CD,YEAR_REGEX_1,TIME,time_reference,3,0,1953-01-01,1953-12-31,ML
1972,CD,YEAR_REGEX_1,TIME,time_reference,6,0,1972-01-01,1972-12-31,ML
1959,CD,YEAR_REGEX_1,TIME,time_reference,1,1,1959-01-01,1959-12-31,ML
1903,CD,YEAR_REGEX_1,TIME,time_reference,0,3,1903-01-01,1903-12-31,ML
1915,CD,YEAR_REGEX_1,TIME,time_reference,3,3,1915-01-01,1915-12-31,ML
1962,CD,YEAR_REGEX_1,TIME,time_reference,4,4,1962-01-01,1962-12-31,ML
1958,CD,YEAR_REGEX_1,TIME,time_reference,5,5,1958-01-01,1958-12-31,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,7,5,1968-01-01,1968-12-31,ML
1920 to 1924,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,6,1920-01-01,1924-12-31,ML
1927 to 1930,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,1,6,1927-01-01,1930-12-31,ML
1929,CD,YEAR_REGEX_1,TIME,time_reference,2,6,1929-01-01,1929-12-31,ML
1934,CD,YEAR_REGEX_1,TIME,time_reference,1,8,1934-01-01,1934-12-31,ML
1931,CD,YEAR_REGEX_1,TIME,time_reference,0,9,1931-01-01,1931-12-31,ML
1934,CD,YEAR_REGEX_1,TIME,time_reference,1,10,1934-01-01,1934-12-31,ML
1937,CD,YEAR_REGEX_1,TIME,time_reference,4,10,1937-01-01,1937-12-31,ML
1939,CD,YEAR_REGEX_1,TIME,time_reference,5,10,1939-01-01,1939-12-31,ML
of 1942,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,4,11,1942-01-01,1942-12-31,ML
April 1945,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,12,1945-04-01,1945-04-30,ML
1972,CD,YEAR_REGEX_1,TIME,time_reference,9,12,1972-01-01,1972-12-31,ML
of 1951,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,15,12,1951-01-01,1951-12-31,ML
