time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
25 November 1977,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,Memet Ali Alabora (born 25 November 1977) is a Turkish film and theatre actor.,0,0,,26133111,1977-11-25,1977-11-25,ML
1994,CD,YEAR_REGEX_1,TIME,time_reference,"In 1994, with support from his high school, Özel Boğaziçi Lisesi, Alabora founded a semi-professional theater.",2,2,== Biography ==,26133111,1994-01-01,1994-12-31,ML
1995 and 1997,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"At the same time, between 1995 and 1997, he worked as a reporter for the TV program A Takımı (""The A Team""), broadcast on ATV.",1,3,== Biography ==,26133111,1995-01-01,1997-12-31,ML
1999,CD,YEAR_REGEX_1,TIME,time_reference,"In 1999, he played the lead role in the film Kayıkçı (""Boatman""), a Turkish-Greek joint production.",3,3,== Biography ==,26133111,1999-01-01,1999-12-31,ML
May 2010,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Alabora is one of the founders of garajistanbul, a contemporary performing arts institution where he worked until May 2010.",2,4,== Biography ==,26133111,2010-05-01,2010-05-31,ML
2011,CD,YEAR_REGEX_1,TIME,time_reference,In 2011 he was awarded a Tarzan of Manisa award.,0,5,== Biography ==,26133111,2011-01-01,2011-12-31,ML
2012,CD,YEAR_REGEX_1,TIME,time_reference,"In 2012 he financed, starred in and directed Mi Minör.",1,5,== Biography ==,26133111,2012-01-01,2012-12-31,ML
2013,CD,YEAR_REGEX_1,TIME,time_reference,Alabora is an activist in favor of civil rights and the environment; in 2013 he supported the Gezi protests.,0,6,== Biography ==,26133111,2013-01-01,2013-12-31,ML
1998,CD,YEAR_REGEX_1,TIME,time_reference,1998 Hommage to Çiğdem Talu (Istanbul University State Conservatory),0,9,== Stage ==,26133111,1998-01-01,1998-12-31,ML
1998–2010,CD,YEAR_REGEX_1,TIME,time_reference,1998–2010 Acaba Hangisi?,0,10,== Stage ==,26133111,1998-01-01,2010-12-31,ML
1999,CD,YEAR_REGEX_1,TIME,time_reference,1999 Uzakta Piyano Sesleri (Piano Sounds From Distance) (İ.Ü. Devlet Konservaturarı) - Stanislavski,0,11,== Stage ==,26133111,1999-01-01,1999-12-31,ML
2003–04,CD,YEAR_REGEX_1,TIME,time_reference,2003–04,0,12,== Stage ==,26133111,2003-01-01,2023-12-31,ML
2008,CD,YEAR_REGEX_1,TIME,time_reference,2008 Hüsn-ü Aşk'a Dair (Istanbul State Opera and Ballet) - Narrator,0,13,== Stage ==,26133111,2008-01-01,2008-12-31,ML
2008–10,CD,YEAR_REGEX_1,TIME,time_reference,2008–10 Histanbul (garajistanbulpro) - Ali Bora,0,14,== Stage ==,26133111,2008-01-01,2023-12-31,ML
2009–10,CD,YEAR_REGEX_1,TIME,time_reference,2009–10 Muhabir (10+) - Memet Ali Alabora,0,15,== Stage ==,26133111,2009-01-01,2023-12-31,ML
2012–13,CD,YEAR_REGEX_1,TIME,time_reference,2012–13,0,16,== Stage ==,26133111,2012-01-01,2023-12-31,ML
2014,CD,YEAR_REGEX_1,TIME,time_reference,2014 Gegen Die Wand (Theater Freiburg) - President,0,17,== Stage ==,26133111,2014-01-01,2014-12-31,ML
1999,CD,YEAR_REGEX_1,TIME,time_reference,1999 Kayıkçı (Boatman) - Kayıkçı,0,20,== Filmography == | === Movies ===,26133111,1999-01-01,1999-12-31,ML
2003,CD,YEAR_REGEX_1,TIME,time_reference,2003 Sır Çocukları Children Of Secret) - Reşo,0,21,== Filmography == | === Movies ===,26133111,2003-01-01,2003-12-31,ML
2004,CD,YEAR_REGEX_1,TIME,time_reference,2004 Hababam Sınıfı Merhaba - Matkap Emre,0,22,== Filmography == | === Movies ===,26133111,2004-01-01,2004-12-31,ML
2005,CD,YEAR_REGEX_1,TIME,time_reference,2005 Hababam Sınıfı Askerde - Matkap Emre,0,23,== Filmography == | === Movies ===,26133111,2005-01-01,2005-12-31,ML
