time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
8 March 1991,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Rufus Tiger Taylor (born 8 March 1991) is an English musician, best known as the drummer for British rock band The Darkness since May 2015, and as a touring drummer for the Queen + Adam Lambert stage shows.",0,0,,46662735,1991-03-08,1991-03-08,ML
May 2015,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Rufus Tiger Taylor (born 8 March 1991) is an English musician, best known as the drummer for British rock band The Darkness since May 2015, and as a touring drummer for the Queen + Adam Lambert stage shows.",0,0,,46662735,2015-05-01,2015-05-31,ML
8 March 1991,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Taylor was born on 8 March 1991 in London, to Queen drummer Roger Taylor and his longtime girlfriend Deborah Leng.",0,2,== Early life ==,46662735,1991-03-08,1991-03-08,ML
the 2008,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Taylor's first notable appearance was the 2008 Royal Variety Performance, where he played drums for Kerry Ellis and his father Roger Taylor's Queen partner Brian May to an audience including Charles, Prince of Wales and his wife Camilla, Duchess of Cornwall.",0,4,== Career ==,46662735,2008-01-01,2008-12-31,ML
2009,CD,YEAR_REGEX_1,TIME,time_reference,"In 2009, he played with famed Queen touring musician Spike Edney as part of his SAS (Spike's All-Stars) band.",1,4,== Career ==,46662735,2009-01-01,2009-12-31,ML
2011,CD,YEAR_REGEX_1,TIME,time_reference,"In 2011, Taylor would perform alongside his father, when he joined the Queen + Adam Lambert collaboration as a touring musician, providing drums and percussion for the stage show.",3,4,== Career ==,46662735,2011-01-01,2011-12-31,ML
May 2015,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In May 2015, following the departure of Emily Dolan Davies, Taylor became the drummer for English rock band The Darkness, with guitarist Dan Hawkins confirming the news on a UK radio show.",0,5,== Career ==,46662735,2015-05-01,2015-05-31,ML
May,NNP,MONTH_REGEX,TIME,time_reference,"Taylor's first notable appearance was the 2008 Royal Variety Performance, where he played drums for Kerry Ellis and his father Roger Taylor's Queen partner Brian May to an audience including Charles, Prince of Wales and his wife Camilla, Duchess of Cornwall.",0,4,== Career ==,46662735,,,ML
May,NNP,MONTH_REGEX,TIME,time_reference,"He then toured with the Queen musical stage show, We Will Rock You, and worked again alongside Brian May as well as his father with Kerry Ellis on her album Anthems, contributing some drum tracks.",2,4,== Career ==,46662735,,,ML
moments,NNS,TIMELINE_REGEX,TIME,time_reference,"Some of his notable moments on the tour were his ""drum battles"" with his father, and taking over as lead drummer on Queen classics such as ""Tie Your Mother Down"", or on ""A Kind of Magic"" while his father left the kit to provide lead vocals.",4,4,== Career ==,46662735,,,ML
Easter,NNP,HOLIDAY_REGEX,TIME,time_reference,He later drummed on their fifth album Pinewood Smile and has also provided drums for their sixth album Easter Is Cancelled.,1,5,== Career ==,46662735,,,ML
