time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1996,CD,YEAR_REGEX_1,TIME,time_reference,Dommedagsnatt was released soon afterwards in 1996 via Southern Lord Records.,2,2,== Biography ==,18531906,1996-01-01,1996-12-31,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,"In 2006, she helped form the band Khlyst along with James Plotkin and Tim Wyskida.",4,2,== Biography ==,18531906,2006-01-01,2006-12-31,ML
"June 28 , 2008","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On June 28, 2008, her debut solo album, Amplicon, was released through Utech Records.",0,3,== Biography ==,18531906,2008-06-28,2008-06-28,ML
"December 13 , 2014","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On December 13, 2014, she released a collaboration album with a renowned Norwegian noise musician Lasse Marhaug, Quantum Entanglement.",1,3,== Biography ==,18531906,2014-12-13,2014-12-13,ML
1995,CD,YEAR_REGEX_1,TIME,time_reference,"Sannhet i Blodet (demo, 1995)",0,7,== Discography == | === With Thorr's Hammer ===,18531906,1995-01-01,1995-12-31,ML
1996,CD,YEAR_REGEX_1,TIME,time_reference,"Dommedagsnatt (EP, 1996)",0,8,== Discography == | === With Thorr's Hammer ===,18531906,1996-01-01,1996-12-31,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,"Chaos is My Name (full-length, 2006)",0,10,== Discography == | === With Khlyst ===,18531906,2006-01-01,2006-12-31,ML
2008,CD,YEAR_REGEX_1,TIME,time_reference,"Chaos Live (DVD, 2008)",0,11,== Discography == | === With Khlyst ===,18531906,2008-01-01,2008-12-31,ML
2008,CD,YEAR_REGEX_1,TIME,time_reference,"Amplicon (full-length, 2008)",0,13,== Discography == | === Solo ===,18531906,2008-01-01,2008-12-31,ML
2014,CD,YEAR_REGEX_1,TIME,time_reference,"Quantum Entanglement (full-length, 2014)",0,15,== Discography == | === With Lasse Marhaug ===,18531906,2014-01-01,2014-12-31,ML
2003,CD,YEAR_REGEX_1,TIME,time_reference,"(full-length, 2003) lyrics and vocals for the song ""The Gates of Ballard""",1,17,== Discography == | === As a guest or session musician ===,18531906,2003-01-01,2003-12-31,ML
2009,CD,YEAR_REGEX_1,TIME,time_reference,"Ingentes Atque Decorii Vexilliferi Apokalypsis - Fleurety (7"" EP, 2009) vocals on the song ""Descent Into Darkness""",0,18,== Discography == | === As a guest or session musician ===,18531906,2009-01-01,2009-12-31,ML
six weeks,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"After six weeks, which was the time it took to release Sannhet i Blodet and record Dommedagsnatt, the band split up due to Runhild returning to Oslo, Norway.",1,2,== Biography ==,18531906,,,ML
year,NN,TIME_UNIT_REGEX,TIME,time_reference,"The album Chaos is My Name was released the same year, which also featured two painted portraits by Runhild herself.",5,2,== Biography ==,18531906,,,ML
currently,RB,TIMELINE_REGEX,TIME,time_reference,"She is also a Fulbright Scholar, and is currently serving on the Board of Directors of Norwegian biotechnology company Regenics A.S.",1,4,== Biography ==,18531906,,,ML
