time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"January 5 , 1970","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Troy Van Leeuwen (born January 5, 1970) is an American musician and record producer.",0,0,,1858964,1970-01-05,1970-01-05,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,"Joining the band in 2002, he is the second longest serving member of the band, after founding member Josh Homme.",2,0,,1858964,2002-01-01,2002-12-31,ML
1999,CD,YEAR_REGEX_1,TIME,time_reference,"Originally a member of Failure, Leeuwen joined the alternative rock supergroup A Perfect Circle in 1999, contributing to their first two studio albums, Mer de Noms (1999) and Thirteenth Step (2003), before joining Queens of the Stone Age to tour in support of their third studio album, Songs for the Deaf (2002).",0,1,,1858964,1999-01-01,1999-12-31,ML
2003,CD,YEAR_REGEX_1,TIME,time_reference,"Originally a member of Failure, Leeuwen joined the alternative rock supergroup A Perfect Circle in 1999, contributing to their first two studio albums, Mer de Noms (1999) and Thirteenth Step (2003), before joining Queens of the Stone Age to tour in support of their third studio album, Songs for the Deaf (2002).",0,1,,1858964,2003-01-01,2003-12-31,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,"Originally a member of Failure, Leeuwen joined the alternative rock supergroup A Perfect Circle in 1999, contributing to their first two studio albums, Mer de Noms (1999) and Thirteenth Step (2003), before joining Queens of the Stone Age to tour in support of their third studio album, Songs for the Deaf (2002).",0,1,,1858964,2002-01-01,2002-12-31,ML
2005,CD,YEAR_REGEX_1,TIME,time_reference,"Leeuwen has remained in the band ever since, recording four albums with the band to date: Lullabies to Paralyze (2005), Era Vulgaris (2007), ...Like Clockwork (2013) and Villains (2017).",1,1,,1858964,2005-01-01,2005-12-31,ML
2007,CD,YEAR_REGEX_1,TIME,time_reference,"Leeuwen has remained in the band ever since, recording four albums with the band to date: Lullabies to Paralyze (2005), Era Vulgaris (2007), ...Like Clockwork (2013) and Villains (2017).",1,1,,1858964,2007-01-01,2007-12-31,ML
2013,CD,YEAR_REGEX_1,TIME,time_reference,"Leeuwen has remained in the band ever since, recording four albums with the band to date: Lullabies to Paralyze (2005), Era Vulgaris (2007), ...Like Clockwork (2013) and Villains (2017).",1,1,,1858964,2013-01-01,2013-12-31,ML
2017,CD,YEAR_REGEX_1,TIME,time_reference,"Leeuwen has remained in the band ever since, recording four albums with the band to date: Lullabies to Paralyze (2005), Era Vulgaris (2007), ...Like Clockwork (2013) and Villains (2017).",1,1,,1858964,2017-01-01,2017-12-31,ML
2016,CD,YEAR_REGEX_1,TIME,time_reference,"In 2016, Leeuwen was a member of Iggy Pop's touring band, supporting his album, Post Pop Depression (2016), recorded with his Queens of the Stone Age bandmates Josh Homme and Dean Fertita.",1,2,,1858964,2016-01-01,2016-12-31,ML
