time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
the 1990s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Barfod began playing drums when he was ten years old, and has been producing as a DJ since the 1990s.",0,2,== Biography ==,35075048,1990-01-01,1999-12-31,ML
1999,CD,YEAR_REGEX_1,TIME,time_reference,"He began playing with Kasper Bjorke as the duo Filur in 1999, and in 2003 founded the group",1,2,== Biography ==,35075048,1999-01-01,1999-12-31,ML
2003,CD,YEAR_REGEX_1,TIME,time_reference,"He began playing with Kasper Bjorke as the duo Filur in 1999, and in 2003 founded the group",1,2,== Biography ==,35075048,2003-01-01,2003-12-31,ML
2012 and 2014,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"Concurrently, he has released music under his own name, including two full-length albums which were released in 2012 and 2014.",4,2,== Biography ==,35075048,2012-01-01,2014-12-31,ML
2012,CD,YEAR_REGEX_1,TIME,time_reference,"Salton Sea (Friends of Friends, 2012)",0,5,== Discography == | === Albums ===,35075048,2012-01-01,2012-12-31,ML
2014,CD,YEAR_REGEX_1,TIME,time_reference,"Love Me (Secretly Canadian, 2014)",0,6,== Discography == | === Albums ===,35075048,2014-01-01,2014-12-31,ML
2015,CD,YEAR_REGEX_1,TIME,time_reference,"Glory (Friends of Friends, 2015)",0,7,== Discography == | === Albums ===,35075048,2015-01-01,2015-12-31,ML
2017,CD,YEAR_REGEX_1,TIME,time_reference,"Paloma (Friends of Friends, 2017)",0,8,== Discography == | === Albums ===,35075048,2017-01-01,2017-12-31,ML
currently,RB,TIMELINE_REGEX,TIME,time_reference,He currently spends his time between Los Angeles and Copenhagen.,1,0,,35075048,,,ML
currently,RB,TIMELINE_REGEX,TIME,time_reference,"While in LA, he works as a producer and currently has tracks on several albums.",2,0,,35075048,,,ML
ten years old,JJ NNS JJ,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,NUMERAL TIME MODIFIER,time_reference,"Barfod began playing drums when he was ten years old, and has been producing as a DJ since the 1990s.",0,2,== Biography ==,35075048,,,ML
