time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1952,CD,YEAR_REGEX_1,TIME,time_reference,"In 1952 he moved to Greenwich Village, New York City.",2,2,== Biography ==,53233869,1952-01-01,1952-12-31,ML
1966,CD,YEAR_REGEX_1,TIME,time_reference,"In 1966 he co-wrote with Robin Miller the book and libretto for the musical Dames at Sea, with music by Jim Wise.",3,3,== Biography ==,53233869,1966-01-01,1966-12-31,ML
1964,CD,YEAR_REGEX_1,TIME,time_reference,"His published books include The Soft Spot: Four Short Stories (1964), A Sliver of Flesh: Four New Short Stories of the Homosexual Life (1965), Carnal Matters: Four Short Stories (1965), Handsome Is... (1966), Mercenary Affections: Stories of the Homosexual Life (1966), A Sweet Gentle Boy and Other Stories (1967), The First Time: Five Short Stories (1967), Blaze of Summer (1967), The Gay Psychedelic Sex Book: Collages and Limericks (1967), A Summer on Fire Island (1968), and Happyland and Other Stories (1968).",8,3,== Biography ==,53233869,1964-01-01,1964-12-31,ML
1965,CD,YEAR_REGEX_1,TIME,time_reference,"His published books include The Soft Spot: Four Short Stories (1964), A Sliver of Flesh: Four New Short Stories of the Homosexual Life (1965), Carnal Matters: Four Short Stories (1965), Handsome Is... (1966), Mercenary Affections: Stories of the Homosexual Life (1966), A Sweet Gentle Boy and Other Stories (1967), The First Time: Five Short Stories (1967), Blaze of Summer (1967), The Gay Psychedelic Sex Book: Collages and Limericks (1967), A Summer on Fire Island (1968), and Happyland and Other Stories (1968).",8,3,== Biography ==,53233869,1965-01-01,1965-12-31,ML
1966,CD,YEAR_REGEX_1,TIME,time_reference,"His published books include The Soft Spot: Four Short Stories (1964), A Sliver of Flesh: Four New Short Stories of the Homosexual Life (1965), Carnal Matters: Four Short Stories (1965), Handsome Is... (1966), Mercenary Affections: Stories of the Homosexual Life (1966), A Sweet Gentle Boy and Other Stories (1967), The First Time: Five Short Stories (1967), Blaze of Summer (1967), The Gay Psychedelic Sex Book: Collages and Limericks (1967), A Summer on Fire Island (1968), and Happyland and Other Stories (1968).",8,3,== Biography ==,53233869,1966-01-01,1966-12-31,ML
1967,CD,YEAR_REGEX_1,TIME,time_reference,"His published books include The Soft Spot: Four Short Stories (1964), A Sliver of Flesh: Four New Short Stories of the Homosexual Life (1965), Carnal Matters: Four Short Stories (1965), Handsome Is... (1966), Mercenary Affections: Stories of the Homosexual Life (1966), A Sweet Gentle Boy and Other Stories (1967), The First Time: Five Short Stories (1967), Blaze of Summer (1967), The Gay Psychedelic Sex Book: Collages and Limericks (1967), A Summer on Fire Island (1968), and Happyland and Other Stories (1968).",8,3,== Biography ==,53233869,1967-01-01,1967-12-31,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,"His published books include The Soft Spot: Four Short Stories (1964), A Sliver of Flesh: Four New Short Stories of the Homosexual Life (1965), Carnal Matters: Four Short Stories (1965), Handsome Is... (1966), Mercenary Affections: Stories of the Homosexual Life (1966), A Sweet Gentle Boy and Other Stories (1967), The First Time: Five Short Stories (1967), Blaze of Summer (1967), The Gay Psychedelic Sex Book: Collages and Limericks (1967), A Summer on Fire Island (1968), and Happyland and Other Stories (1968).",8,3,== Biography ==,53233869,1968-01-01,1968-12-31,ML
the 1980s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"In the 1980s, he wrote and illustrated The Portable Hamlet, The Bedside Faust, and Inside Romeo and Juliet, comedic illustrated retellings of the classic works, for college readers.",9,3,== Biography ==,53233869,1980-01-01,1989-12-31,ML
a 1971,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,Dames was adapted into a 1971 TV production starring Ann-Margret.,5,3,== Biography ==,53233869,1971-01-01,1971-12-31,LLM
1960s,NNS,YEAR_REGEX_1,TIME,time_reference,He was best known for co-writing the book and libretto of the popular 1960s,1,0,,53233869,1960-01-01,1969-12-31,LLM
"June 12 , 1925 – January 17 , 2003","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"George Haimsohn (June 12, 1925 – January 17, 2003) was an American writer and photographer.",0,0,,53233869,1925-06-12,2003-01-17,LLM
Now,RB,TIMELINE_REGEX,TIME,time_reference,"His other musicals were Now, Zing! and Johnny American.",6,3,== Biography ==,53233869,,,ML
of Summer,IN NNP,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,"His published books include The Soft Spot: Four Short Stories (1964), A Sliver of Flesh: Four New Short Stories of the Homosexual Life (1965), Carnal Matters: Four Short Stories (1965), Handsome Is... (1966), Mercenary Affections: Stories of the Homosexual Life (1966), A Sweet Gentle Boy and Other Stories (1967), The First Time: Five Short Stories (1967), Blaze of Summer (1967), The Gay Psychedelic Sex Book: Collages and Limericks (1967), A Summer on Fire Island (1968), and Happyland and Other Stories (1968).",8,3,== Biography ==,53233869,,,ML
