time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"August 11 , 1994","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Alejandro Aranda (born August 11, 1994), known by his stage name Scarypoolparty, is an American singer, musician, and reality television personality from Pomona, California, and runner-up on the seventeenth season of American Idol.",0,0,,60771377,1994-08-11,1994-08-11,ML
"November 22 , 2019","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"His debut album Exit Form was released on November 22, 2019.",1,0,,60771377,2019-11-22,2019-11-22,ML
"September 4 , 2020","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"His follow-up album length EP, Doom Hologram was released on September 4, 2020.",2,0,,60771377,2020-09-04,2020-09-04,ML
2016,CD,YEAR_REGEX_1,TIME,time_reference,"In 2016, Twin Shadow played a tribute to Prince at the Masonic Lodge at the Hollywood Forever Cemetery.",4,5,== Early life ==,60771377,2016-01-01,2016-12-31,ML
2018,CD,YEAR_REGEX_1,TIME,time_reference,Following that Twin Shadow asked him to go on the road with him as a musician in 2018.,6,5,== Early life ==,60771377,2018-01-01,2018-12-31,ML
2017,CD,YEAR_REGEX_1,TIME,time_reference,"In 2017, Aranda won Artist of the Year with CSUN and Five of Five Entertainment.",0,6,== Early life ==,60771377,2017-01-01,2017-12-31,ML
2018,CD,YEAR_REGEX_1,TIME,time_reference,He was playing at a backyard show in 2018 when an American Idol producer took notice and approached him.,5,6,== Early life ==,60771377,2018-01-01,2018-12-31,ML
"March 6 , 2019","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Aranda’s American Idol audition in front of the judges was aired on ABC on March 6, 2019.",0,7,== Early life ==,60771377,2019-03-06,2019-03-06,ML
"April 6 , 2019","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"He received a private audition through someone who attended a backyard concert that he performed, and on April 6, 2019 he auditioned on Season 17 of American Idol  in Los Angeles, CA.",0,10,== American Idol ==,60771377,2019-04-06,2019-04-06,ML
"February 6 , 2019","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"”His audition video was released on February 6, 2019, and as of August 22, 2019 it had reached 14 million YouTube views, 8.5 million more than any other Season 17 contestant’s audition.",8,10,== American Idol ==,60771377,2019-02-06,2019-02-06,ML
"of August 22 , 2019","IN NNP CD , CD",PREFIX_REGEX_1 MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"”His audition video was released on February 6, 2019, and as of August 22, 2019 it had reached 14 million YouTube views, 8.5 million more than any other Season 17 contestant’s audition.",8,10,== American Idol ==,60771377,2019-08-22,2019-08-22,ML
