time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
1973–1975,CD,YEAR_REGEX_1,TIME,time_reference,1,0,1973-01-01,1975-12-31,ML
1972 to 1973,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,1,2,1972-01-01,1973-12-31,ML
May 1973,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,3,1973-05-01,1973-05-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,2,3,1974-01-01,1974-12-31,ML
29 April 2021,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,2,6,2021-04-29,2021-04-29,ML
July 1987 to April 2010,NNP CD TO NNP CD,MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX YEAR_REGEX_1,TIME TIME MODIFIER TIME TIME,time_reference,0,6,1987-07-01,2010-04-30,LLM
1973-1993,CD,YEAR_REGEX_1,TIME,time_reference,1,5,1973-01-01,1993-12-31,LLM
19 June 1947 – 29 April 2021,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0,1947-06-19,2021-04-29,LLM
previously,RB,TIMELINE_REGEX,TIME,time_reference,0,4,,,ML
recent years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,0,5,,,ML
the previous day,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,2,6,,,ML
today,NN,TIMELINE_REGEX,TIME,time_reference,4,6,,,ML
