time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1960 to 1964,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"He was Principal Conductor of the Staatskapelle Dresden from 1960 to 1964, and then Music Director at the Berlin State Opera in East Berlin from 1964 to 1990.",3,0,,4658349,1960-01-01,1964-12-31,ML
1964 to 1990,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"He was Principal Conductor of the Staatskapelle Dresden from 1960 to 1964, and then Music Director at the Berlin State Opera in East Berlin from 1964 to 1990.",3,0,,4658349,1964-01-01,1990-12-31,ML
1977 to 1990,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"From 1977 to 1990 Suitner was professor of conducting at the University of Music and Performing Arts, Vienna.",6,0,,4658349,1977-01-01,1990-12-31,ML
1984,CD,YEAR_REGEX_1,TIME,time_reference,"Among his prize students was American Conductor Donald Covert, who received the ""Swarovsky Conducting Diploma"" in 1984.",7,0,,4658349,1984-01-01,1984-12-31,ML
1963,CD,YEAR_REGEX_1,TIME,time_reference,"He was awarded the National Prize of the German Democratic Republic, 2nd Class for art and literature, in 1963.",0,1,,4658349,1963-01-01,1963-12-31,ML
1924–2008,CD,YEAR_REGEX_1,TIME,time_reference,"In East Berlin, Suitner was married to Marita Wilckens (1924–2008), daughter of the composer Friedrich Wilckens.",0,2,,4658349,1924-01-01,2008-12-31,ML
1965,CD,YEAR_REGEX_1,TIME,time_reference,"In 1965 he became acquainted with the West German student Renate Heitzmann and had a son, Igor, with her in 1975 in West Berlin.",1,2,,4658349,1965-01-01,1965-12-31,ML
1975,CD,YEAR_REGEX_1,TIME,time_reference,"In 1965 he became acquainted with the West German student Renate Heitzmann and had a son, Igor, with her in 1975 in West Berlin.",1,2,,4658349,1975-01-01,1975-12-31,ML
2007,CD,YEAR_REGEX_1,TIME,time_reference,"Igor produced a documentary in 2007 about his father, A Father's Music.",2,2,,4658349,2007-01-01,2007-12-31,ML
16 May 1922 – 8 January 2010,CD NNP CD NN CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,[ˈɔtmaʁ zuˈiːtnɐ]; 16 May 1922 – 8 January 2010) was an Austrian conductor who spent most of his professional career in East Germany.,1,0,,4658349,1922-05-16,2010-01-08,LLM
twenty years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,He taught at the Mozarteum for twenty years.,5,0,,4658349,,,ML
