time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1956,CD,YEAR_REGEX_1,TIME,time_reference,"Fuller moved as a small child to Salt Lake City, Utah, where he remained until 1956, when he and his family moved to El Paso, Texas.",1,2,== Early life ==,164344,1956-01-01,1956-12-31,ML
"January 29 , 1944","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"The only constant band members were Fuller and his younger brother, Randy Fuller (born on January 29, 1944, in Hobbs, New Mexico) on bass.",1,4,== Career ==,164344,1944-01-29,1944-01-29,ML
1964,CD,YEAR_REGEX_1,TIME,time_reference,"Fuller moved to Los Angeles in 1964 with his band The Bobby Fuller Four and was signed to Mustang Records by producer Bob Keane, who was noted for discovering Ritchie Valens and producing many surf music groups.",0,5,== Career ==,164344,1964-01-01,1964-12-31,ML
1961 to 1967,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"Fuller's bandmate Jim Reese suspected that Charles Manson played a role in Fuller's death, but never provided credible evidence; Manson was in prison from 1961 to 1967.",8,8,== Death ==,164344,1961-01-01,1967-12-31,ML
1994,CD,YEAR_REGEX_1,TIME,time_reference,"New York City Celtic rock band Black 47 released a song titled ""Who Killed Bobby Fuller"" on their second album, Home of the Brave, in 1994, and Atlanta indie rock band",0,10,== In popular culture ==,164344,1994-01-01,1994-12-31,ML
1978,CD,YEAR_REGEX_1,TIME,time_reference,"Lou Reed referenced both Bobby Fuller by name and ""I Fought the Law"" on the track ""Dirt"" from his 1978 album Street Hassle, as did indie rock band Metric on their 2006 single ""Monster Hospital"".",2,10,== In popular culture ==,164344,1978-01-01,1978-12-31,ML
2013,CD,YEAR_REGEX_1,TIME,time_reference,"In 2013, producer and artist Terry Manning released a tribute album to his friend and mentor Bobby Fuller entitled West Texas Skyline.",3,10,== In popular culture ==,164344,2013-01-01,2013-12-31,ML
2017,CD,YEAR_REGEX_1,TIME,time_reference,"In 2017, Chuck Prophet released an album titled Bobby Fuller Died for Your Sins.",4,10,== In popular culture ==,164344,2017-01-01,2017-12-31,ML
1965,CD,YEAR_REGEX_1,TIME,time_reference,"[mono] / MS-900 [stereo], 1965) 5",1,13,== Discography == | === Studio albums ===,164344,1965-01-01,1965-12-31,ML
1966,CD,YEAR_REGEX_1,TIME,time_reference,"[mono] / MS-901 [stereo], 1966) 5",1,14,== Discography == | === Studio albums ===,164344,1966-01-01,1966-12-31,ML
1961,CD,YEAR_REGEX_1,TIME,time_reference,"""Guess We'll Fall In Love"" (Yucca 45–140, 1961) 1",1,18,== Discography == | === Original US singles ===,164344,1961-01-01,1961-12-31,ML
