time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"June 27 , 1983","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Evan David Taubenfeld (born June 27, 1983) is an American singer-songwriter, best known for being Avril Lavigne's lead guitarist, music director and frequent collaborator.",0,0,,1194279,1983-06-27,1983-06-27,ML
"May 18 , 2010","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Taubenfeld's debut album, Welcome to the Blacklist Club, was released on May 18, 2010 on Warner Records.",1,0,,1194279,2010-05-18,2010-05-18,ML
1984,CD,YEAR_REGEX_1,TIME,time_reference,"He has two siblings, a younger brother named Drew (b. 1984), who is the guitarist in Selena Gomez & the Scene, and a younger sister, Annie (b. 1990).",1,2,== Early life ==,1194279,1984-01-01,1984-12-31,ML
1990,CD,YEAR_REGEX_1,TIME,time_reference,"He has two siblings, a younger brother named Drew (b. 1984), who is the guitarist in Selena Gomez & the Scene, and a younger sister, Annie (b. 1990).",1,2,== Early life ==,1194279,1990-01-01,1990-12-31,ML
2001,CD,YEAR_REGEX_1,TIME,time_reference,Taubenfeld graduated from McDonogh School in 2001.,2,2,== Early life ==,1194279,2001-01-01,2001-12-31,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,He joined this band in 2002 when her debut album Let Go had already been recorded.,3,5,== Career == | === With Avril Lavigne ===,1194279,2002-01-01,2002-12-31,ML
September 2004,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"He left the band in September 2004, when he was signed as a staff writer with EMI Music Publishing, after which he got his own recording contract with Sire/Warner Bros. Records in October 2004.",6,5,== Career == | === With Avril Lavigne ===,1194279,2004-09-01,2004-09-30,ML
October 2004,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"He left the band in September 2004, when he was signed as a staff writer with EMI Music Publishing, after which he got his own recording contract with Sire/Warner Bros. Records in October 2004.",6,5,== Career == | === With Avril Lavigne ===,1194279,2004-10-01,2004-10-31,ML
2007,CD,YEAR_REGEX_1,TIME,time_reference,"He co-wrote four songs with Lavigne on her 2007 album The Best Damn Thing, including the hit single ""Hot"".",8,5,== Career == | === With Avril Lavigne ===,1194279,2007-01-01,2007-12-31,ML
2010,CD,YEAR_REGEX_1,TIME,time_reference,"In 2010, he performed ""Complicated"" and ""Girlfriend"" acoustically with Lavigne and her band member, Jim McGorman.",9,5,== Career == | === With Avril Lavigne ===,1194279,2010-01-01,2010-12-31,ML
2011,CD,YEAR_REGEX_1,TIME,time_reference,"On Goodbye Lullaby from 2011, he co-wrote three songs, performed vocals on the bridge of ""Push"", along with playing in several instruments, and doing engineering and producing work on the album.",10,5,== Career == | === With Avril Lavigne ===,1194279,2011-01-01,2011-12-31,ML
2011,CD,YEAR_REGEX_1,TIME,time_reference,He subsequently was the opening act for Lavigne on the North American Leg her 2011 Black Star World Tour.,11,5,== Career == | === With Avril Lavigne ===,1194279,2011-01-01,2011-12-31,ML
