time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"March 13 , 1963","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Todd Richard Huth (born March 13, 1963) is an American guitarist, best known as an original member of the band Primus, along with bassist/lyricist Les Claypool.",0,0,,1480507,1963-03-13,1963-03-13,ML
around 1984,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Huth and Claypool began playing together, along with a drum machine, in or around 1984, originally calling themselves Primate until about 1986 when they changed their band name to Primus.",0,1,,1480507,1984-01-01,1984-12-31,ML
about 1986,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Huth and Claypool began playing together, along with a drum machine, in or around 1984, originally calling themselves Primate until about 1986 when they changed their band name to Primus.",0,1,,1480507,1986-01-01,1986-12-31,ML
Around 1989,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Around 1989, however, with his wife expecting a child, Huth decided to leave Primus to dedicate time to his family.",2,1,,1480507,1989-01-01,1989-12-31,ML
1994,CD,YEAR_REGEX_1,TIME,time_reference,"After Primus went on to mainstream success without him, Huth reunited with Claypool and Lane in 1994 to produce an album on Claypool's label, Prawn Song Records.",0,2,,1480507,1994-01-01,1994-12-31,ML
1994,CD,YEAR_REGEX_1,TIME,time_reference,"They released a single, eponymously titled album on Mammoth Records (via Claypool's Prawn Song label) in 1994.",4,2,,1480507,1994-01-01,1994-12-31,ML
2000,CD,YEAR_REGEX_1,TIME,time_reference,"In 2000, Huth again reunited with Les Claypool and toured with Claypool's side-project, Les Claypool's Fearless Flying Frog Brigade.",0,3,,1480507,2000-01-01,2000-12-31,ML
this day,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"Huth was replaced by Larry LaLonde, an old friend of Claypool's who remains in the band to this day.",3,1,,1480507,,,ML
Tonight,NNP,DAY_TIME_REGEX,TIME,time_reference,The album was entitled Riddles Are Abound Tonight.,2,2,,1480507,,,ML
Today,NN,TIMELINE_REGEX,TIME,time_reference,"Following that project, Huth formed a band, Porch, with former Today Is The Day bassist Christopher Frey and former Samiam drummer Dave Ayer.",3,2,,1480507,,,ML
