time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1884,CD,YEAR_REGEX_1,TIME,time_reference,"In 1884, when David Macon was 13 years old, his family moved to Nashville, Tennessee, to run the Old Broadway Hotel, which they had purchased.",2,3,== Early life and family ==,1671493,1884-01-01,1884-12-31,ML
1885,CD,YEAR_REGEX_1,TIME,time_reference,"In 1885, he learned to play the banjo from a circus comedian called Joel Davidson.",4,3,== Early life and family ==,1671493,1885-01-01,1885-12-31,ML
1886,CD,YEAR_REGEX_1,TIME,time_reference,Macon's father was murdered outside the hotel in 1886.,6,3,== Early life and family ==,1671493,1886-01-01,1886-12-31,ML
1889,CD,YEAR_REGEX_1,TIME,time_reference,"In 1889, Macon married Matilda Richardson and moved to a farm near Kittrell, Tennessee, where they raised six sons.",9,3,== Early life and family ==,1671493,1889-01-01,1889-12-31,ML
Around 1900,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Around 1900, Macon opened a freight line between Murfreesboro and Woodbury, Tennessee.",10,3,== Early life and family ==,1671493,1900-01-01,1900-12-31,ML
1920,CD,YEAR_REGEX_1,TIME,time_reference,"But the arrival of an automobile-based competitor threatened his mule company, and he was forced to close down in 1920.",14,3,== Early life and family ==,1671493,1920-01-01,1920-12-31,ML
1926,CD,YEAR_REGEX_1,TIME,time_reference,"His brother, E. L. Macon, was a businessman who purchased the Brevard-Macon House in 1926.",15,3,== Early life and family ==,1671493,1926-01-01,1926-12-31,ML
1921,CD,YEAR_REGEX_1,TIME,time_reference,"Although Macon had long performed as an amateur and was well known for his showmanship, his first professional performance was in 1921 at a school in Morrison, Tennessee, during a Methodist church benefit.",0,5,== Professional career ==,1671493,1921-01-01,1921-12-31,ML
1923,CD,YEAR_REGEX_1,TIME,time_reference,"In 1923, during a performance for the Shriners in Nashville, Macon was seen by Marcus Loew of Loews Theatres, who offered him fifteen dollars if he would perform at a theater in Alabama.",1,5,== Professional career ==,1671493,1923-01-01,1923-12-31,ML
1923,CD,YEAR_REGEX_1,TIME,time_reference,"In 1923 Macon began a tour of the south-eastern United States, joined by fiddler Sid Harkreader and five other acts.",8,5,== Professional career ==,1671493,1923-01-01,1923-12-31,ML
"July 8 , 1924","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On July 8, 1924, Macon and Harkreader made their first recordings for Vocalion in New York City.",10,5,== Professional career ==,1671493,1924-07-08,1924-07-08,ML
1925,CD,YEAR_REGEX_1,TIME,time_reference,"In 1925, Macon and Harkreader added ""Dancing Bob"" Bradford, a buck dancer to their act, Their tours on the Loew's circuit now included comedy, buck-dancing and old time music.",12,5,== Professional career ==,1671493,1925-01-01,1925-12-31,ML
late 1925,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"In late 1925, Macon met guitarist Sam McGee, who was to become Macon's regular recording and performance partner.",13,5,== Professional career ==,1671493,1925-01-01,1925-12-31,ML
"November 6 , 1925","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On November 6, 1925, Macon and Harkreader performed at the Ryman Auditorium—the future home of the Grand Ole Opry— in a benefit for the Nashville police force.",14,5,== Professional career ==,1671493,1925-11-06,1925-11-06,ML
"December 26 , 1925","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On December 26, 1925, Macon and fiddler Uncle Jimmy Thompson appeared together on the WSM Saturday night program.",17,5,== Professional career ==,1671493,1925-12-26,1925-12-26,ML
early 1927,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"In early 1927, Macon formed the Fruit Jar Drinkers, composed of Macon, Sam McGee, Kirk McGee and Mazy Todd.",19,5,== Professional career ==,1671493,1927-01-01,1927-12-31,ML
"May 7 , 1927","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"The Fruit Jar Drinkers recorded for the first time on May 7, 1927.",20,5,== Professional career ==,1671493,1927-05-07,1927-05-07,ML
December 1930,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In December 1930, Macon recorded for Okeh Records and later in 1934 for Gennett Records.",22,5,== Professional career ==,1671493,1930-12-01,1930-12-31,ML
