time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
1952,CD,YEAR_REGEX_1,TIME,time_reference,1,0,1952-01-01,1952-12-31,ML
the 1960s,DT NNS,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,4,0,1960-01-01,1969-12-31,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,1,1,1976-01-01,1976-12-31,ML
1991,CD,YEAR_REGEX_1,TIME,time_reference,2,1,1991-01-01,1991-12-31,ML
"August 30 , 1919","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,4,1919-08-30,1919-08-30,ML
1936,CD,YEAR_REGEX_1,TIME,time_reference,4,4,1936-01-01,1936-12-31,ML
1949,CD,YEAR_REGEX_1,TIME,time_reference,9,6,1949-01-01,1949-12-31,ML
1950,CD,YEAR_REGEX_1,TIME,time_reference,10,6,1950-01-01,1950-12-31,ML
1952,CD,YEAR_REGEX_1,TIME,time_reference,0,7,1952-01-01,1952-12-31,ML
1952,CD,YEAR_REGEX_1,TIME,time_reference,0,8,1952-01-01,1952-12-31,ML
"May 3 , 1952","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,1,8,1952-05-03,1952-05-03,ML
of 1952,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,7,9,1952-01-01,1952-12-31,ML
1944,CD,YEAR_REGEX_1,TIME,time_reference,9,9,1944-01-01,1944-12-31,ML
1953–1969,CD,YEAR_REGEX_1,TIME,time_reference,1,10,1953-01-01,1969-12-31,ML
of 1953,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,11,1953-01-01,1953-12-31,ML
1953 and 1955,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,2,11,1953-01-01,1955-12-31,ML
1953,CD,YEAR_REGEX_1,TIME,time_reference,3,11,1953-01-01,1953-12-31,ML
1954,CD,YEAR_REGEX_1,TIME,time_reference,1,12,1954-01-01,1954-12-31,ML
1954,CD,YEAR_REGEX_1,TIME,time_reference,2,12,1954-01-01,1954-12-31,ML
1956,CD,YEAR_REGEX_1,TIME,time_reference,1,13,1956-01-01,1956-12-31,ML
1957,CD,YEAR_REGEX_1,TIME,time_reference,2,13,1957-01-01,1957-12-31,ML
1957,CD,YEAR_REGEX_1,TIME,time_reference,2,14,1957-01-01,1957-12-31,ML
1957 and 1973,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,3,14,1957-01-01,1973-12-31,ML
1964,CD,YEAR_REGEX_1,TIME,time_reference,5,14,1964-01-01,1964-12-31,ML
1959,CD,YEAR_REGEX_1,TIME,time_reference,6,14,1959-01-01,1959-12-31,ML
1967,CD,YEAR_REGEX_1,TIME,time_reference,1,15,1967-01-01,1967-12-31,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,2,15,1968-01-01,1968-12-31,ML
the 1960s,DT NNS,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,16,1960-01-01,1969-12-31,ML
the 1960s,DT NNS,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,17,1960-01-01,1969-12-31,ML
1961,CD,YEAR_REGEX_1,TIME,time_reference,4,17,1961-01-01,1961-12-31,ML
1962,CD,YEAR_REGEX_1,TIME,time_reference,0,19,1962-01-01,1962-12-31,ML
1964,CD,YEAR_REGEX_1,TIME,time_reference,1,19,1964-01-01,1964-12-31,ML
1965,CD,YEAR_REGEX_1,TIME,time_reference,4,19,1965-01-01,1965-12-31,ML
1966,CD,YEAR_REGEX_1,TIME,time_reference,4,19,1966-01-01,1966-12-31,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,1,20,1968-01-01,1968-12-31,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,2,20,1968-01-01,1968-12-31,ML
1969,CD,YEAR_REGEX_1,TIME,time_reference,4,20,1969-01-01,1969-12-31,ML
1969,CD,YEAR_REGEX_1,TIME,time_reference,5,20,1969-01-01,1969-12-31,ML
1970–2012,CD,YEAR_REGEX_1,TIME,time_reference,1,21,1970-01-01,2012-12-31,ML
1973,CD,YEAR_REGEX_1,TIME,time_reference,0,22,1973-01-01,1973-12-31,ML
1971,CD,YEAR_REGEX_1,TIME,time_reference,1,22,1971-01-01,1971-12-31,ML
1973,CD,YEAR_REGEX_1,TIME,time_reference,2,22,1973-01-01,1973-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,3,22,1974-01-01,1974-12-31,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,0,23,1976-01-01,1976-12-31,ML
1979,CD,YEAR_REGEX_1,TIME,time_reference,2,23,1979-01-01,1979-12-31,ML
1987,CD,YEAR_REGEX_1,TIME,time_reference,1,24,1987-01-01,1987-12-31,ML
1989,CD,YEAR_REGEX_1,TIME,time_reference,1,24,1989-01-01,1989-12-31,ML
1955,CD,YEAR_REGEX_1,TIME,time_reference,2,24,1955-01-01,1955-12-31,ML
1991,CD,YEAR_REGEX_1,TIME,time_reference,0,25,1991-01-01,1991-12-31,ML
1993,CD,YEAR_REGEX_1,TIME,time_reference,2,25,1993-01-01,1993-12-31,ML
1983,CD,YEAR_REGEX_1,TIME,time_reference,3,25,1983-01-01,1983-12-31,ML
2000,CD,YEAR_REGEX_1,TIME,time_reference,3,25,2000-01-01,2000-12-31,ML
"December 31 , 2000","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,26,2000-12-31,2000-12-31,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,1,26,2002-01-01,2002-12-31,ML
August 2008,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,27,2008-08-01,2008-08-31,ML
June 2009,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,27,2009-06-01,2009-06-30,ML
"May 14 , 2008","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,1,27,2008-05-14,2008-05-14,ML
1937,CD,YEAR_REGEX_1,TIME,time_reference,0,29,1937-01-01,1937-12-31,ML
2011,CD,YEAR_REGEX_1,TIME,time_reference,1,29,2011-01-01,2011-12-31,ML
2007,CD,YEAR_REGEX_1,TIME,time_reference,4,30,2007-01-01,2007-12-31,ML
2011,CD,YEAR_REGEX_1,TIME,time_reference,5,30,2011-01-01,2011-12-31,ML
"July 16 , 2012","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,32,2012-07-16,2012-07-16,ML
"June 25 , 2019","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,3,32,2019-06-25,2019-06-25,ML
the 2008,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,32,2008-01-01,2008-12-31,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,0,40,1976-01-01,1976-12-31,ML
1981,CD,YEAR_REGEX_1,TIME,time_reference,0,41,1981-01-01,1981-12-31,ML
1985,CD,YEAR_REGEX_1,TIME,time_reference,0,42,1985-01-01,1985-12-31,ML
1991,CD,YEAR_REGEX_1,TIME,time_reference,0,43,1991-01-01,1991-12-31,ML
1993,CD,YEAR_REGEX_1,TIME,time_reference,0,44,1993-01-01,1993-12-31,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,0,45,2002-01-01,2002-12-31,ML
2008,CD,YEAR_REGEX_1,TIME,time_reference,0,46,2008-01-01,2008-12-31,ML
"December 19 , 2016","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,53,2016-12-19,2016-12-19,ML
"September 10 , 2014","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,54,2014-09-10,2014-09-10,ML
"July 24 , 2004","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,55,2004-07-24,2004-07-24,ML
the early 2000s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,0,24,2000-01-01,2005-12-31,LLM
the late 1970s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,1,23,1977-01-01,1979-12-31,LLM
later 1950s,RB CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,14,1955-01-01,1959-12-31,LLM
'50s,POS,YEAR_REGEX_2,TIME,,3,29,1950-01-01,1959-12-31,LLM
"August 30 , 1919 – July 16 , 2012","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0,1919-08-30,2012-07-16,LLM
14 consecutive years,CD JJ NNS,DIGIT_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,NUMERAL MODIFIER TIME,,3,0,,,ML
1960s,CD,YEAR_REGEX_1,TIME,time_reference,4,0,,,ML
The Last Minute,DT JJ NNP,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,9,6,,,ML
the summer,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,7,9,,,ML
six weeks,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,8,9,,,ML
Tonight,NNP,DAY_TIME_REGEX,TIME,time_reference,12,9,,,ML
the spring,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,1,11,,,ML
The next year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,0,12,,,ML
the next two decades,DT JJ CD NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,1,12,,,ML
the late 1950s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,3,13,,,ML
year,NN,TIME_UNIT_REGEX,TIME,time_reference,4,14,,,ML
A Day,DT NNP,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,6,14,,,ML
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,0,16,,,ML
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,1,17,,,ML
the early '60s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_2,MODIFIER MODIFIER TIME,time_reference,0,18,,,ML
year,NN,TIME_UNIT_REGEX,TIME,time_reference,3,19,,,ML
the late 1960s and 1970s,DT JJ NNS CC CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,MODIFIER MODIFIER TIME MODIFIER TIME,time_reference,0,20,,,ML
the end of the decade,DT NN IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_2 PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER MODIFIER MODIFIER TIME,time_reference,1,20,,,ML
the end of the decade,DT NN IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_2 PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER MODIFIER MODIFIER TIME,time_reference,3,20,,,ML
one year,CD NN,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,,6,20,,,ML
1970 and two,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX BASIC_NUMBER_REGEX_1,TIME MODIFIER NUMERAL,time_range,1,22,,,ML
of the Night,IN DT NNP,PREFIX_REGEX_1 PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER MODIFIER TIME,time_reference,1,25,,,ML
of 63 years,IN CD NNS,PREFIX_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL TIME,time_reference,0,26,,,ML
33 days,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,1,29,,,ML
