time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
1970 to 1974,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,1,0,1970-01-01,1974-12-31,ML
January 1972,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,4,0,1972-01-01,1972-01-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,5,0,1970-01-01,1970-12-31,ML
the 1990s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,6,0,1990-01-01,1999-12-31,ML
1984,CD,YEAR_REGEX_1,TIME,time_reference,7,0,1984-01-01,1984-12-31,ML
1954,CD,YEAR_REGEX_1,TIME,time_reference,0,3,1954-01-01,1954-12-31,ML
the 1960s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,5,1960-01-01,1969-12-31,ML
1965,CD,YEAR_REGEX_1,TIME,time_reference,2,5,1965-01-01,1965-12-31,ML
the 1967,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,7,1967-01-01,1967-12-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,8,1970-01-01,1970-12-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,10,1970-01-01,1970-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,0,11,1974-01-01,1974-12-31,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,1,13,1976-01-01,1976-12-31,ML
1981,CD,YEAR_REGEX_1,TIME,time_reference,2,13,1981-01-01,1981-12-31,ML
1984,CD,YEAR_REGEX_1,TIME,time_reference,0,14,1984-01-01,1984-12-31,ML
1985–1986,CD,YEAR_REGEX_1,TIME,time_reference,1,14,1985-01-01,1986-12-31,ML
1993,CD,YEAR_REGEX_1,TIME,time_reference,2,14,1993-01-01,1993-12-31,ML
1996,CD,YEAR_REGEX_1,TIME,time_reference,2,14,1996-01-01,1996-12-31,ML
1957,CD,YEAR_REGEX_1,TIME,time_reference,1,16,1957-01-01,1957-12-31,ML
1967,CD,YEAR_REGEX_1,TIME,time_reference,1,16,1967-01-01,1967-12-31,ML
1979,CD,YEAR_REGEX_1,TIME,time_reference,3,16,1979-01-01,1979-12-31,ML
1979,CD,YEAR_REGEX_1,TIME,time_reference,4,16,1979-01-01,1979-12-31,ML
1984,CD,YEAR_REGEX_1,TIME,time_reference,4,16,1984-01-01,1984-12-31,ML
March 1981,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,17,1981-03-01,1981-03-31,ML
"November 25 , 1998","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,1,17,1998-11-25,1998-11-25,ML
1961,CD,YEAR_REGEX_1,TIME,time_reference,0,19,1961-01-01,1961-12-31,ML
1964,CD,YEAR_REGEX_1,TIME,time_reference,0,20,1964-01-01,1964-12-31,ML
1967,CD,YEAR_REGEX_1,TIME,time_reference,0,21,1967-01-01,1967-12-31,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,0,22,1968-01-01,1968-12-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,23,1970-01-01,1970-12-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,24,1970-01-01,1970-12-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,25,1970-01-01,1970-12-31,ML
1972,CD,YEAR_REGEX_1,TIME,time_reference,0,26,1972-01-01,1972-12-31,ML
the late 1950s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,0,5,1958-01-01,1962-12-31,LLM
"December 8 , 1933 – November 25 , 1998","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0,1933-12-08,1998-11-25,LLM
the 1960s and 1970s,DT NNS CC CD,PREFIX_REGEX_1 YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,MODIFIER TIME MODIFIER TIME,time_reference,5,0,,,ML
the 1985–1986,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,7,0,,,ML
seven years old,CD NNS JJ,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,NUMERAL TIME MODIFIER,,2,2,,,ML
nightclub,NN,DAY_TIME_REGEX,TIME,time_reference,1,3,,,ML
The Tonight,DT NNP,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,2,5,,,ML
The Tonight,DT NNP,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,3,5,,,ML
pastor,NN,TIMELINE_REGEX,TIME,time_reference,4,10,,,ML
Later years,RB NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,1,12,,,ML
Saturday Night,NNP NNP,WEEK_REGEX DAY_TIME_REGEX,TIME TIME,time_reference,0,13,,,ML
Springboard,NNP,SEASON_REGEX,TIME,time_reference,0,20,,,ML
Sunset,NNP,DAY_TIME_REGEX,TIME,time_reference,0,25,,,ML
