time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
1968 to 2001,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,1,0,1968-01-01,2001-12-31,ML
1951,CD,YEAR_REGEX_1,TIME,time_reference,0,1,1951-01-01,1951-12-31,ML
1953,CD,YEAR_REGEX_1,TIME,time_reference,1,1,1953-01-01,1953-12-31,ML
1962,CD,YEAR_REGEX_1,TIME,time_reference,2,1,1962-01-01,1962-12-31,ML
1963,CD,YEAR_REGEX_1,TIME,time_reference,2,1,1963-01-01,1963-12-31,ML
1955,CD,YEAR_REGEX_1,TIME,time_reference,4,1,1955-01-01,1955-12-31,ML
1963,CD,YEAR_REGEX_1,TIME,time_reference,4,1,1963-01-01,1963-12-31,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,5,1,1968-01-01,1968-12-31,ML
"February 27 , 2003","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,2,2003-02-27,2003-02-27,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,1,2,2002-01-01,2002-12-31,ML
1997,CD,YEAR_REGEX_1,TIME,time_reference,1,2,1997-01-01,1997-12-31,ML
1999,CD,YEAR_REGEX_1,TIME,time_reference,2,2,1999-01-01,1999-12-31,ML
"March 20 , 1928","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,4,1928-03-20,1928-03-20,ML
1732,CD,YEAR_REGEX_1,TIME,time_reference,9,4,1732-01-01,1732-12-31,ML
2019,CD,YEAR_REGEX_1,TIME,time_reference,9,4,2019-01-01,2019-12-31,ML
1984,CD,YEAR_REGEX_1,TIME,time_reference,1,5,1984-01-01,1984-12-31,ML
1948,CD,YEAR_REGEX_1,TIME,time_reference,5,5,1948-01-01,1948-12-31,ML
