time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
1968–1973,CD,YEAR_REGEX_1,TIME,time_reference,1,0,1968-01-01,1973-12-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,1,0,1970-01-01,1970-12-31,ML
1988,CD,YEAR_REGEX_1,TIME,time_reference,2,1,1988-01-01,1988-12-31,ML
"August 30 , 1946","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,3,1946-08-30,1946-08-30,ML
1964,CD,YEAR_REGEX_1,TIME,time_reference,5,3,1964-01-01,1964-12-31,ML
1964,CD,YEAR_REGEX_1,TIME,time_reference,2,6,1964-01-01,1964-12-31,ML
1965,CD,YEAR_REGEX_1,TIME,time_reference,3,6,1965-01-01,1965-12-31,ML
1965 and 1968,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,4,6,1965-01-01,1968-12-31,ML
1971,CD,YEAR_REGEX_1,TIME,time_reference,7,6,1971-01-01,1971-12-31,ML
March 1988,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,10,6,1988-03-01,1988-03-31,ML
1990–1991,CD,YEAR_REGEX_1,TIME,time_reference,11,6,1990-01-01,1991-12-31,ML
2017,CD,YEAR_REGEX_1,TIME,time_reference,12,6,2017-01-01,2017-12-31,ML
2017,CD,YEAR_REGEX_1,TIME,time_reference,13,6,2017-01-01,2017-12-31,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,1,8,1968-01-01,1968-12-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,1,8,1970-01-01,1970-12-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,2,8,1970-01-01,1970-12-31,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,3,8,1968-01-01,1968-12-31,ML
"July 29 , 2014","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,3,8,2014-07-29,2014-07-29,ML
the 1984,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,9,1984-01-01,1984-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,2,11,1974-01-01,1974-12-31,ML
1979,CD,YEAR_REGEX_1,TIME,time_reference,2,11,1979-01-01,1979-12-31,ML
1986,CD,YEAR_REGEX_1,TIME,time_reference,4,11,1986-01-01,1986-12-31,ML
1989,CD,YEAR_REGEX_1,TIME,time_reference,4,11,1989-01-01,1989-12-31,ML
"May 11 , 2019","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,13,2019-05-11,2019-05-11,ML
2004,CD,YEAR_REGEX_1,TIME,time_reference,0,13,2004-01-01,2004-12-31,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,0,15,1968-01-01,1968-12-31,ML
2013,CD,YEAR_REGEX_1,TIME,time_reference,0,16,2013-01-01,2013-12-31,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,0,18,1968-01-01,1968-12-31,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,0,19,1968-01-01,1968-12-31,ML
1969,CD,YEAR_REGEX_1,TIME,time_reference,0,20,1969-01-01,1969-12-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,21,1970-01-01,1970-12-31,ML
February 1970,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,21,1970-02-01,1970-02-28,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,22,1970-01-01,1970-12-31,ML
"August 30 , 1946 – May 11 , 2019","NNP CD , CD NN NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0,1946-08-30,2019-05-11,LLM
of the 1960s,IN DT NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,1,0,,,ML
Hour,NNP,TIME_UNIT_REGEX,TIME,time_reference,4,6,,,ML
15 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,9,6,,,ML
previously,RB,TIMELINE_REGEX,TIME,time_reference,3,8,,,ML
The Morning,DT NN,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,0,20,,,ML
