time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
January 1974,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,Edith Eleanor Bowman Smith (born January 1974) is a Scottish radio DJ and TV presenter.,0,0,,1593494,1974-01-01,1974-01-31,ML
2012,CD,YEAR_REGEX_1,TIME,time_reference,"She hosted the Weekday Afternoon Show and the Weekend breakfast on BBC Radio 1 until 2012, and has presented a variety of music-related television shows and music festivals.",1,0,,1593494,2012-01-01,2012-12-31,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,"She went on to host many shows for the station, including co-presenting chart show Hitlist UK with Cat Deeley, with whom she also presented travel show Roadtripping for BBC Choice in 2002.",1,5,== Media career == | === Television ===,1593494,2002-01-01,2002-12-31,ML
29 April 2002,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,She also worked as a presenter on Channel 4's breakfast show RI:SE when it launched on 29 April 2002.,2,5,== Media career == | === Television ===,1593494,2002-04-29,2002-04-29,ML
2004,CD,YEAR_REGEX_1,TIME,time_reference,"In 2004, she co-presented the BBC Scotland series Teen Commandments with Cameron Stout.",3,5,== Media career == | === Television ===,1593494,2004-01-01,2004-12-31,ML
2003,CD,YEAR_REGEX_1,TIME,time_reference,"After occasional appearances in 2003, Bowman co-presented Top of the Pops until the end of the series, replacing Fearne Cotton while she was away.",4,5,== Media career == | === Television ===,1593494,2003-01-01,2003-12-31,ML
2020,CD,YEAR_REGEX_1,TIME,time_reference,"In 2020, during the Coronavirus pandemic, she remotely interviewed the film maker Sofia Coppola for the BBC4 series Life Cinematic.",7,5,== Media career == | === Television ===,1593494,2020-01-01,2020-12-31,ML
2007,CD,YEAR_REGEX_1,TIME,time_reference,"Bowman also appeared on children's art program SMart in 2007 and has appeared in coverage of festivals such as Glastonbury, T in the Park and Reading and Leeds Festival, for both BBC Radio and TV.",1,6,== Media career == | === Television ===,1593494,2007-01-01,2007-12-31,ML
29 April 2011,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"On 29 April 2011, she was a reporter for BBC TV on their coverage of the wedding of Prince William and Kate Middleton.",2,6,== Media career == | === Television ===,1593494,2011-04-29,2011-04-29,ML
2011,CD,YEAR_REGEX_1,TIME,time_reference,"In 2011, she narrated Channel 5's documentary series McFly on the Wall.",3,6,== Media career == | === Television ===,1593494,2011-01-01,2011-12-31,ML
December 2021,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In December 2021, Bowman appeared in an episode of Celebrity Antiques Road Trip, alongside fellow Radio 2 broadcaster Mark Radcliffe.",4,6,== Media career == | === Television ===,1593494,2021-12-01,2021-12-31,ML
